Freq.	V(vout)
8.33282150847739e+000	1.49995980951581e+000,-7.86840756230583e-003
8.52497412128872e+000	1.49995788003436e+000,-8.04984053858637e-003
8.72155772144001e+000	1.49995586054559e+000,-8.23545657580282e-003
8.92267448630226e+000	1.49995374685106e+000,-8.42535208222202e-003
9.12842894942904e+000	1.49995153455652e+000,-8.61962568558056e-003
9.33892805488941e+000	1.49994921906275e+000,-8.81837828400340e-003
9.55428121285378e+000	1.49994679555608e+000,-9.02171309807961e-003
9.77460035646155e+000	1.49994425899828e+000,-9.22973572412042e-003
1.00000000000000e+001	1.49994160411621e+000,-9.44255418862207e-003
1.02305972984251e+001	1.49993882539076e+000,-9.66027900396316e-003
1.04665121082543e+001	1.49993591704544e+000,-9.88302322536207e-003
1.07078670498640e+001	1.49993287303441e+000,-1.01109025091202e-002
1.09547875712234e+001	1.49992968702984e+000,-1.03440351721852e-002
1.12074020130978e+001	1.49992635240882e+000,-1.05825422530514e-002
1.14658416757563e+001	1.49992286223960e+000,-1.08265475740379e-002
1.17302408872162e+001	1.49991920926720e+000,-1.10761778049664e-002
1.20007370730629e+001	1.49991538589831e+000,-1.13315625282717e-002
1.22774708278787e+001	1.49991138418556e+000,-1.15928343055740e-002
1.25605859883189e+001	1.49990719581097e+000,-1.18601287457452e-002
1.28502297078731e+001	1.49990281206909e+000,-1.21335845745006e-002
1.31465525333509e+001	1.49989822384749e+000,-1.24133437055384e-002
1.34497084831303e+001	1.49989342160992e+000,-1.26995513132912e-002
1.37598551272118e+001	1.49988839537516e+000,-1.29923559072716e-002
1.40771536691173e+001	1.49988313469660e+000,-1.32919094080954e-002
1.44017690296787e+001	1.49987762864064e+000,-1.35983672251797e-002
1.47338699327573e+001	1.49987186576388e+000,-1.39118883361776e-002
1.50736289929413e+001	1.49986583408948e+000,-1.42326353681613e-002
1.54212228052647e+001	1.49985952108223e+000,-1.45607746806113e-002
1.57768320369953e+001	1.49985291362259e+000,-1.48964764502235e-002
1.61406415215390e+001	1.49984599797944e+000,-1.52399147575939e-002
1.65128403545105e+001	1.49983875978160e+000,-1.55912676758061e-002
1.68936219920180e+001	1.49983118398806e+000,-1.59507173609486e-002
1.72831843512154e+001	1.49982325485672e+000,-1.63184501446286e-002
1.76817299131726e+001	1.49981495591178e+000,-1.66946566284854e-002
1.80894658281186e+001	1.49980626990957e+000,-1.70795317807718e-002
1.85066040231103e+001	1.49979717880283e+000,-1.74732750350181e-002
1.89333613121855e+001	1.49978766370324e+000,-1.78760903908403e-002
1.93699595090551e+001	1.49977770484231e+000,-1.82881865169047e-002
1.98166255423943e+001	1.49976728153058e+000,-1.87097768561194e-002
2.02735915737920e+001	1.49975637211406e+000,-1.91410797330555e-002
2.07410951184210e+001	1.49974495393040e+000,-1.95823184636857e-002
2.12193791684896e+001	1.49973300326124e+000,-2.00337214674225e-002
2.17086923195407e+001	1.49972049528329e+000,-2.04955223815473e-002
2.22092888996635e+001	1.49970740401697e+000,-2.09679601780262e-002
2.27214291016839e+001	1.49969370227251e+000,-2.14512792828030e-002
2.32453791184045e+001	1.49967936159380e+000,-2.19457296975398e-002
2.37814112809616e+001	1.49966435219943e+000,-2.24515671239187e-002
2.43298042003741e+001	1.49964864292108e+000,-2.29690530904875e-002
2.48908429123559e+001	1.49963220113946e+000,-2.34984550821035e-002
2.54648190254672e+001	1.49961499271539e+000,-2.40400466720171e-002
2.60520308726828e+001	1.49959698192138e+000,-2.45941076566511e-002
2.66527836664556e+001	1.49957813136637e+000,-2.51609241930583e-002
2.72673896573548e+001	1.49955840191893e+000,-2.57407889391510e-002
2.78961682963639e+001	1.49953775262589e+000,-2.63340011966632e-002
2.85394464009192e+001	1.49951614062870e+000,-2.69408670569918e-002
2.91975583247791e+001	1.49949352107445e+000,-2.75616995498221e-002
2.98708461318094e+001	1.49946984702283e+000,-2.81968187946268e-002
3.05596597737761e+001	1.49944506935052e+000,-2.88465521550988e-002
3.12643572722383e+001	1.49941913664847e+000,-2.95112343964461e-002
3.19853049046358e+001	1.49939199511721e+000,-3.01912078456920e-002
3.27228773946670e+001	1.49936358845541e+000,-3.08868225548891e-002
3.34774581070575e+001	1.49933385774346e+000,-3.15984364673226e-002
3.42494392468202e+001	1.49930274132358e+000,-3.23264155867300e-002
3.50392220631093e+001	1.49927017467086e+000,-3.30711341494701e-002
3.58472170577762e+001	1.49923609026278e+000,-3.38329747997825e-002
3.66738441987343e+001	1.49920041743905e+000,-3.46123287679778e-002
3.75195331382434e+001	1.49916308225708e+000,-3.54095960516596e-002
3.83847234362283e+001	1.49912400733922e+000,-3.62251855999729e-002
3.92698647887472e+001	1.49908311171547e+000,-3.70595155008015e-002
4.01754172617275e+001	1.49904031065605e+000,-3.79130131709437e-002
4.11018515300930e+001	1.49899551549830e+000,-3.87861155492398e-002
4.20496491224038e+001	1.49894863346567e+000,-3.96792692925908e-002
4.30193026711388e+001	1.49889956747679e+000,-4.05929309748348e-002
4.40113161687483e+001	1.49884821594762e+000,-4.15275672884580e-002
4.50262052296129e+001	1.49879447258353e+000,-4.24836552490496e-002
4.60644973580411e+001	1.49873822616300e+000,-4.34616824024512e-002
4.71267322224485e+001	1.49867936030966e+000,-4.44621470344909e-002
4.82134619358584e+001	1.49861775325579e+000,-4.54855583832710e-002
4.93252513428714e+001	1.49855327759425e+000,-4.65324368538235e-002
5.04626783132518e+001	1.49848580001930e+000,-4.76033142350977e-002
5.16263340422848e+001	1.49841518105561e+000,-4.86987339191048e-002
5.28168233580590e+001	1.49834127477533e+000,-4.98192511220395e-002
5.40347650358353e+001	1.49826392850219e+000,-5.09654331073157e-002
5.52807921196651e+001	1.49818298250177e+000,-5.21378594101853e-002
5.65555522514245e+001	1.49809826965935e+000,-5.33371220639194e-002
5.78597080074362e+001	1.49800961514169e+000,-5.45638258271558e-002
5.91939372428541e+001	1.49791683604471e+000,-5.58185884122563e-002
6.05589334439887e+001	1.49781974102432e+000,-5.71020407143983e-002
6.19554060887576e+001	1.49771812991281e+000,-5.84148270411017e-002
6.33840810154473e+001	1.49761179331553e+000,-5.97576053417970e-002
6.48457007999791e+001	1.49750051219243e+000,-6.11310474372263e-002
6.63410251418748e+001	1.49738405741846e+000,-6.25358392481252e-002
6.78708312591215e+001	1.49726218932659e+000,-6.39726810228486e-002
6.94359142921434e+001	1.49713465722970e+000,-6.54422875635135e-002
7.10370877170878e+001	1.49700119892163e+000,-6.69453884500381e-002
7.26751837686424e+001	1.49686154015728e+000,-6.84827282617194e-002
7.43510538726019e+001	1.49671539410751e+000,-7.00550667954835e-002
7.60655690884099e+001	1.49656246079406e+000,-7.16631792805215e-002
7.78196205619054e+001	1.49640242649636e+000,-7.33078565883014e-002
7.96141199885094e+001	1.49623496313580e+000,-7.49899054374406e-002
8.14500000870935e+001	1.49605972763071e+000,-7.67101485924462e-002
8.33282150847742e+001	1.49587636122654e+000,-7.84694250556563e-002
8.52497412128875e+001	1.49568448879477e+000,-8.02685902512534e-002
8.72155772144005e+001	1.49548371810403e+000,-8.21085162004336e-002
8.92267448630230e+001	1.49527363906029e+000,-8.39900916867723e-002
9.12842894942907e+001	1.49505382291325e+000,-8.59142224102294e-002
9.33892805488944e+001	1.49482382143187e+000,-8.78818311290442e-002
9.55428121285382e+001	1.49458316604512e+000,-8.98938577878359e-002
9.77460035646158e+001	1.49433136694561e+000,-9.19512596304780e-002
1.00000000000001e+002	1.49406791215937e+000,-9.40550112964175e-002
1.02305972984252e+002	1.49379226657397e+000,-9.62061048984609e-002
1.04665121082543e+002	1.49350387093154e+000,-9.84055500805808e-002
1.07078670498640e+002	1.49320214077754e+000,-1.00654374053518e-001
1.09547875712234e+002	1.49288646537085e+000,-1.02953621606453e-001
1.12074020130979e+002	1.49255620654818e+000,-1.05304355092219e-001
1.14658416757563e+002	1.49221069754616e+000,-1.07707654384084e-001
1.17302408872162e+002	1.49184924177605e+000,-1.10164616801296e-001
1.20007370730630e+002	1.49147111155364e+000,-1.12676357001090e-001
1.22774708278788e+002	1.49107554677866e+000,-1.15244006833825e-001
1.25605859883189e+002	1.49066175356663e+000,-1.17868715158878e-001
1.28502297078732e+002	1.49022890282867e+000,-1.20551647617436e-001
1.31465525333509e+002	1.48977612880138e+000,-1.23293986359380e-001
1.34497084831303e+002	1.48930252752193e+000,-1.26096929720012e-001
1.37598551272118e+002	1.48880715524997e+000,-1.28961691843348e-001
1.40771536691174e+002	1.48828902683604e+000,-1.31889502247546e-001
1.44017690296787e+002	1.48774711403200e+000,-1.34881605328126e-001
1.47338699327573e+002	1.48718034374632e+000,-1.37939259794559e-001
1.50736289929413e+002	1.48658759624238e+000,-1.41063738035203e-001
1.54212228052648e+002	1.48596770327867e+000,-1.44256325405518e-001
1.57768320369953e+002	1.48531944619160e+000,-1.47518319434041e-001
1.61406415215391e+002	1.48464155391865e+000,-1.50851028940297e-001
1.65128403545105e+002	1.48393270096639e+000,-1.54255773058992e-001
1.68936219920180e+002	1.48319150531798e+000,-1.57733880163377e-001
1.72831843512154e+002	1.48241652628471e+000,-1.61286686681751e-001
1.76817299131727e+002	1.48160626230176e+000,-1.64915535799600e-001
1.80894658281187e+002	1.48075914866746e+000,-1.68621776040116e-001
1.85066040231104e+002	1.47987355523049e+000,-1.72406759715284e-001
1.89333613121856e+002	1.47894778402404e+000,-1.76271841239311e-001
1.93699595090552e+002	1.47798006685235e+000,-1.80218375296052e-001
1.98166255423943e+002	1.47696856282867e+000,-1.84247714851266e-001
2.02735915737921e+002	1.47591135587367e+000,-1.88361209000873e-001
2.07410951184211e+002	1.47480645217144e+000,-1.92560200644990e-001
2.12193791684897e+002	1.47365177759375e+000,-1.96846023978367e-001
2.17086923195408e+002	1.47244517509531e+000,-2.01220001786478e-001
2.22092888996636e+002	1.47118440208559e+000,-2.05683442536791e-001
2.27214291016840e+002	1.46986712778584e+000,-2.10237637254119e-001
2.32453791184046e+002	1.46849093057841e+000,-2.14883856168842e-001
2.37814112809617e+002	1.46705329535742e+000,-2.19623345126366e-001
2.43298042003742e+002	1.46555161089076e+000,-2.24457321746246e-001
2.48908429123560e+002	1.46398316720461e+000,-2.29386971318634e-001
2.54648190254672e+002	1.46234515300264e+000,-2.34413442426392e-001
2.60520308726829e+002	1.46063465313490e+000,-2.39537842280591e-001
2.66527836664557e+002	1.45884864612731e+000,-2.44761231756517e-001
2.72673896573549e+002	1.45698400179557e+000,-2.50084620119573e-001
2.78961682963640e+002	1.45503747895440e+000,-2.55508959427759e-001
2.85394464009193e+002	1.45300572324648e+000,-2.61035138599796e-001
2.91975583247792e+002	1.45088526511066e+000,-2.66663977137306e-001
2.98708461318095e+002	1.44867251791388e+000,-2.72396218490889e-001
3.05596597737762e+002	1.44636377627284e+000,-2.78232523059403e-001
3.12643572722384e+002	1.44395521459092e+000,-2.84173460813751e-001
3.19853049046359e+002	1.44144288584193e+000,-2.90219503536850e-001
3.27228773946671e+002	1.43882272063258e+000,-2.96371016673088e-001
3.34774581070576e+002	1.43609052657518e+000,-3.02628250781378e-001
3.42494392468203e+002	1.43324198801149e+000,-3.08991332589071e-001
3.50392220631094e+002	1.43027266612141e+000,-3.15460255643775e-001
3.58472170577763e+002	1.42717799946185e+000,-3.22034870564938e-001
3.66738441987344e+002	1.42395330497686e+000,-3.28714874897323e-001
3.75195331382435e+002	1.42059377952567e+000,-3.35499802573269e-001
3.83847234362284e+002	1.41709450197605e+000,-3.42389012992490e-001
3.92698647887473e+002	1.41345043591410e+000,-3.49381679733059e-001
4.01754172617276e+002	1.40965643302205e+000,-3.56476778910042e-001
4.11018515300931e+002	1.40570723717924e+000,-3.63673077204305e-001
4.20496491224040e+002	1.40159748933869e+000,-3.70969119586530e-001
4.30193026711389e+002	1.39732173324292e+000,-3.78363216770291e-001
4.40113161687485e+002	1.39287442202915e+000,-3.85853432429630e-001
4.50262052296130e+002	1.38824992578955e+000,-3.93437570226883e-001
4.60644973580413e+002	1.38344254014049e+000,-4.01113160699834e-001
4.71267322224486e+002	1.37844649586373e+000,-4.08877448067468e-001
4.82134619358586e+002	1.37325596967347e+000,-4.16727377017873e-001
4.93252513428715e+002	1.36786509616761e+000,-4.24659579553144e-001
5.04626783132520e+002	1.36226798101547e+000,-4.32670361971115e-001
5.16263340422850e+002	1.35645871543350e+000,-4.40755692075936e-001
5.28168233580592e+002	1.35043139199350e+000,-4.48911186714598e-001
5.40347650358355e+002	1.34418012180433e+000,-4.57132099748113e-001
5.52807921196653e+002	1.33769905310312e+000,-4.65413310575063e-001
5.65555522514247e+002	1.33098239127903e+000,-4.73749313331688e-001
5.78597080074364e+002	1.32402442035013e+000,-4.82134206904813e-001
5.91939372428543e+002	1.31681952590010e+000,-4.90561685900790e-001
6.05589334439890e+002	1.30936221946771e+000,-4.99025032720093e-001
6.19554060887578e+002	1.30164716437662e+000,-5.07517110899378e-001
6.33840810154475e+002	1.29366920296719e+000,-5.16030359882402e-001
6.48457007999794e+002	1.28542338518708e+000,-5.24556791393881e-001
6.63410251418750e+002	1.27690499847161e+000,-5.33087987588089e-001
6.78708312591217e+002	1.26810959883126e+000,-5.41615101151991e-001
6.94359142921436e+002	1.25903304303926e+000,-5.50128857538420e-001
7.10370877170880e+002	1.24967152179513e+000,-5.58619559508177e-001
7.26751837686426e+002	1.24002159371464e+000,-5.67077094152858e-001
7.43510538726022e+002	1.23008021997487e+000,-5.75490942566035e-001
7.60655690884102e+002	1.21984479941932e+000,-5.83850192320283e-001
7.78196205619056e+002	1.20931320390350e+000,-5.92143552897409e-001
7.96141199885097e+002	1.19848381364082e+000,-6.00359374200979e-001
8.14500000870938e+002	1.18735555228075e+000,-6.08485668266599e-001
8.33282150847744e+002	1.17592792143347e+000,-6.16510134258405e-001
8.52497412128878e+002	1.16420103433268e+000,-6.24420186818436e-001
8.72155772144008e+002	1.15217564831008e+000,-6.32202987806399e-001
8.92267448630233e+002	1.13985319573969e+000,-6.39845481433747e-001
9.12842894942911e+002	1.12723581309515e+000,-6.47334432761886e-001
9.33892805488947e+002	1.11432636775716e+000,-6.54656469497010e-001
9.55428121285385e+002	1.10112848219999e+000,-6.61798126971076e-001
9.77460035646162e+002	1.08764655518714e+000,-6.68745896157826e-001
1.00000000000001e+003	1.07388577961052e+000,-6.75486274527583e-001
1.02305972984252e+003	1.05985215661800e+000,-6.82005819499077e-001
1.04665121082544e+003	1.04555250568825e+000,-6.88291204200181e-001
1.07078670498641e+003	1.03099447033823e+000,-6.94329275207819e-001
1.09547875712234e+003	1.01618651917177e+000,-7.00107111888712e-001
1.12074020130979e+003	1.00113794201607e+000,-7.05612086926387e-001
1.14658416757563e+003	9.85858840932024e-001,-7.10831927578221e-001
1.17302408872163e+003	9.70360115931050e-001,-7.15754777175394e-001
1.20007370730630e+003	9.54653445280817e-001,-7.20369256347206e-001
1.22774708278788e+003	9.38751260344026e-001,-7.24664523431385e-001
1.25605859883190e+003	9.22666714946059e-001,-7.28630333513986e-001
1.28502297078732e+003	9.06413649340551e-001,-7.32257095535235e-001
1.31465525333510e+003	8.90006548898087e-001,-7.35535926897336e-001
1.34497084831304e+003	8.73460497718638e-001,-7.38458705017259e-001
1.37598551272119e+003	8.56791127424137e-001,-7.41018115284939e-001
1.40771536691174e+003	8.40014561464200e-001,-7.43207694914718e-001
1.44017690296788e+003	8.23147355318721e-001,-7.45021872208195e-001
1.47338699327574e+003	8.06206433043842e-001,-7.46456000791587e-001
1.50736289929414e+003	7.89209020663364e-001,-7.47506388441228e-001
1.54212228052648e+003	7.72172576946196e-001,-7.48170320166941e-001
1.57768320369954e+003	7.55114722154453e-001,-7.48446075284191e-001
1.61406415215391e+003	7.38053165374592e-001,-7.48332938278544e-001
1.65128403545106e+003	7.21005631068310e-001,-7.47831203333348e-001
1.68936219920181e+003	7.03989785486524e-001,-7.46942172467873e-001
1.72831843512155e+003	6.87023163596901e-001,-7.45668147308425e-001
1.76817299131728e+003	6.70123097164302e-001,-7.44012414587843e-001
1.80894658281188e+003	6.53306644608355e-001,-7.41979225544043e-001
1.85066040231105e+003	6.36590523233761e-001,-7.39573769455773e-001
1.89333613121857e+003	6.19991044395891e-001,-7.36802141621345e-001
1.93699595090553e+003	6.03524052119823e-001,-7.33671306143779e-001
1.98166255423944e+003	5.87204865640689e-001,-7.30189053939985e-001
2.02735915737922e+003	5.71048226279769e-001,-7.26363956436316e-001
2.07410951184212e+003	5.55068249008878e-001,-7.22205315453123e-001
2.12193791684898e+003	5.39278378991085e-001,-7.17723109805226e-001
2.17086923195409e+003	5.23691353323430e-001,-7.12927939171538e-001
2.22092888996637e+003	5.08319168137184e-001,-7.07830965793924e-001
2.27214291016841e+003	4.93173051148018e-001,-7.02443854571158e-001
2.32453791184047e+003	4.78263439682612e-001,-6.96778712107431e-001
2.37814112809618e+003	4.63599964147332e-001,-6.90848025263829e-001
2.43298042003743e+003	4.49191436844584e-001,-6.84664599738070e-001
2.48908429123561e+003	4.35045845993195e-001,-6.78241499176318e-001
2.54648190254674e+003	4.21170354753715e-001,-6.71591985283321e-001
2.60520308726830e+003	4.07571305023870e-001,-6.64729459366484e-001
2.66527836664558e+003	3.94254225726989e-001,-6.57667405705471e-001
2.72673896573551e+003	3.81223845287197e-001,-6.50419337098940e-001
2.78961682963641e+003	3.68484107960670e-001,-6.42998742893182e-001
2.85394464009194e+003	3.56038193674550e-001,-6.35419039754504e-001
2.91975583247793e+003	3.43888541008350e-001,-6.27693525399645e-001
2.98708461318096e+003	3.32036872952699e-001,-6.19835335454914e-001
3.05596597737763e+003	3.20484225071584e-001,-6.11857403571019e-001
3.12643572722386e+003	3.09230975702853e-001,-6.03772424877959e-001
3.19853049046361e+003	2.98276877835834e-001,-5.95592822826821e-001
3.27228773946672e+003	2.87621092318514e-001,-5.87330719427600e-001
3.34774581070578e+003	2.77262222060908e-001,-5.78997908858527e-001
3.42494392468205e+003	2.67198346918839e-001,-5.70605834393785e-001
3.50392220631095e+003	2.57427058960690e-001,-5.62165568567878e-001
3.58472170577765e+003	2.47945497844387e-001,-5.53687796473596e-001
3.66738441987346e+003	2.38750386050914e-001,-5.45182802068549e-001
3.75195331382437e+003	2.29838063746608e-001,-5.36660457351154e-001
3.83847234362286e+003	2.21204523068774e-001,-5.28130214251676e-001
3.92698647887475e+003	2.12845441653553e-001,-5.19601099075308e-001
4.01754172617278e+003	2.04756215248116e-001,-5.11081709325961e-001
4.11018515300933e+003	1.96931989271268e-001,-5.02580212735413e-001
4.20496491224042e+003	1.89367689209045e-001,-4.94104348320521e-001
4.30193026711391e+003	1.82058049753294e-001,-4.85661429289352e-001
4.40113161687487e+003	1.74997642608182e-001,-4.77258347622135e-001
4.50262052296133e+003	1.68180902909424e-001,-4.68901580153311e-001
4.60644973580415e+003	1.61602154218573e-001,-4.60597195986971e-001
4.71267322224489e+003	1.55255632067969e-001,-4.52350865085678e-001
4.82134619358588e+003	1.49135506046422e-001,-4.44167867876010e-001
4.93252513428718e+003	1.43235900428663e-001,-4.36053105725930e-001
5.04626783132522e+003	1.37550913362079e-001,-4.28011112154799e-001
5.16263340422852e+003	1.32074634632589e-001,-4.20046064646585e-001
5.28168233580594e+003	1.26801162042972e-001,-4.12161796945261e-001
5.40347650358358e+003	1.21724616438469e-001,-4.04361811720929e-001
5.52807921196656e+003	1.16839155427632e-001,-3.96649293504162e-001
5.65555522514250e+003	1.12138985842805e-001,-3.89027121794285e-001
5.78597080074367e+003	1.07618374995401e-001,-3.81497884257446e-001
5.91939372428546e+003	1.03271660780338e-001,-3.74063889936443e-001
6.05589334439893e+003	9.90932606853753e-002,-3.66727182405581e-001
6.19554060887581e+003	9.50776797659826e-002,-3.59489552808014e-001
6.33840810154478e+003	9.12195176426981e-002,-3.52352552723257e-001
6.48457007999797e+003	8.75134745800895e-002,-3.45317506817506e-001
6.63410251418754e+003	8.39543567073914e-002,-3.38385525237427e-001
6.78708312591221e+003	8.05370804369781e-002,-3.31557515711645e-001
6.94359142921439e+003	7.72566761364126e-002,-3.24834195333454e-001
7.10370877170883e+003	7.41082911117570e-002,-3.18216101999446e-001
7.26751837686430e+003	7.10871919516382e-002,-3.11703605485205e-001
7.43510538726025e+003	6.81887662853252e-002,-3.05296918144802e-001
7.60655690884105e+003	6.54085240041155e-002,-2.98996105221395e-001
7.78196205619060e+003	6.27420979904754e-002,-2.92801094762825e-001
7.96141199885100e+003	6.01852444025185e-002,-2.86711687137218e-001
8.14500000870941e+003	5.77338425525768e-002,-2.80727564147141e-001
8.33282150847748e+003	5.53838944229776e-002,-2.74848297743025e-001
8.52497412128882e+003	5.31315238530392e-002,-2.69073358338718e-001
8.72155772144012e+003	5.09729754357769e-002,-2.63402122734359e-001
8.92267448630237e+003	4.89046131539992e-002,-2.57833881651822e-001
9.12842894942915e+003	4.69229187881143e-002,-2.52367846891448e-001
9.33892805488952e+003	4.50244901246977e-002,-2.47003158118309e-001
9.55428121285390e+003	4.32060389896396e-002,-2.41738889287509e-001
9.77460035646166e+003	4.14643891325764e-002,-2.36574054719476e-001
1.00000000000002e+004	3.97964739842568e-002,-2.31507614835768e-001
1.02305972984252e+004	3.81993343072509e-002,-2.26538481567256e-001
1.04665121082544e+004	3.66701157584259e-002,-2.21665523446267e-001
1.07078670498641e+004	3.52060663822460e-002,-2.16887570394756e-001
1.09547875712235e+004	3.38045340483599e-002,-2.12203418220876e-001
1.12074020130980e+004	3.24629638491137e-002,-2.07611832835669e-001
