Freq.	V(vout)
1.76817299131726e+001	(3.52129166782972e+000dB,-6.37741248554940e-001°)
1.80894658281186e+001	(3.52126646424910e+000dB,-6.52446124685097e-001°)
1.85066040231103e+001	(3.52124008504766e+000dB,-6.67490001766819e-001°)
1.89333613121855e+001	(3.52121247539608e+000dB,-6.82880690734946e-001°)
1.93699595090551e+001	(3.52118357790887e+000dB,-6.98626182193866e-001°)
1.98166255423943e+001	(3.52115333252583e+000dB,-7.14734650529181e-001°)
2.02735915737920e+001	(3.52112167638364e+000dB,-7.31214458111554e-001°)
2.07410951184210e+001	(3.52108854369121e+000dB,-7.48074159595347e-001°)
2.12193791684896e+001	(3.52105386558931e+000dB,-7.65322506313518e-001°)
2.17086923195407e+001	(3.52101757000849e+000dB,-7.82968450771555e-001°)
2.22092888996635e+001	(3.52097958151987e+000dB,-8.01021151241354e-001°)
2.27214291016839e+001	(3.52093982117806e+000dB,-8.19489976459072e-001°)
2.32453791184045e+001	(3.52089820635814e+000dB,-8.38384510426351e-001°)
2.37814112809616e+001	(3.52085465058361e+000dB,-8.57714557320182e-001°)
2.43298042003741e+001	(3.52080906334722e+000dB,-8.77490146511260e-001°)
2.48908429123559e+001	(3.52076134992568e+000dB,-8.97721537693621e-001°)
2.54648190254672e+001	(3.52071141117455e+000dB,-9.18419226129322e-001°)
2.60520308726828e+001	(3.52065914333530e+000dB,-9.39593948007951e-001°)
2.66527836664556e+001	(3.52060443781187e+000dB,-9.61256685925570e-001°)
2.72673896573548e+001	(3.52054718094848e+000dB,-9.83418674484458e-001°)
2.78961682963639e+001	(3.52048725379063e+000dB,-1.00609140601514e+000°)
2.85394464009192e+001	(3.52042453184403e+000dB,-1.02928663642579e+000°)
2.91975583247791e+001	(3.52035888481388e+000dB,-1.05301639117858e+000°)
2.98708461318094e+001	(3.52029017633206e+000dB,-1.07729297139701e+000°)
3.05596597737761e+001	(3.52021826368163e+000dB,-1.10212896010658e+000°)
3.12643572722383e+001	(3.52014299749337e+000dB,-1.12753722861089e+000°)
3.19853049046358e+001	(3.52006422144342e+000dB,-1.15353094300644e+000°)
3.27228773946670e+001	(3.51998177192682e+000dB,-1.18012357083776e+000°)
3.34774581070575e+001	(3.51989547771583e+000dB,-1.20732888789631e+000°)
3.42494392468202e+001	(3.51980515961397e+000dB,-1.23516098516485e+000°)
3.50392220631093e+001	(3.51971063007302e+000dB,-1.26363427591120e+000°)
3.58472170577762e+001	(3.51961169281832e+000dB,-1.29276350293285e+000°)
3.66738441987343e+001	(3.51950814243485e+000dB,-1.32256374595539e+000°)
3.75195331382434e+001	(3.51939976394622e+000dB,-1.35305042918664e+000°)
3.83847234362283e+001	(3.51928633236547e+000dB,-1.38423932903228e+000°)
3.92698647887472e+001	(3.51916761223840e+000dB,-1.41614658196967e+000°)
4.01754172617275e+001	(3.51904335714963e+000dB,-1.44878869258894e+000°)
4.11018515300930e+001	(3.51891330921705e+000dB,-1.48218254179971e+000°)
4.20496491224038e+001	(3.51877719856293e+000dB,-1.51634539520650e+000°)
4.30193026711388e+001	(3.51863474275083e+000dB,-1.55129491165743e+000°)
4.40113161687483e+001	(3.51848564620740e+000dB,-1.58704915196629e+000°)
4.50262052296129e+001	(3.51832959961087e+000dB,-1.62362658781193e+000°)
4.60644973580411e+001	(3.51816627925799e+000dB,-1.66104611081609e+000°)
4.71267322224485e+001	(3.51799534639103e+000dB,-1.69932704180352e+000°)
4.82134619358584e+001	(3.51781644650443e+000dB,-1.73848914024552e+000°)
4.93252513428714e+001	(3.51762920861450e+000dB,-1.77855261388838e+000°)
5.04626783132518e+001	(3.51743324449621e+000dB,-1.81953812857100e+000°)
5.16263340422848e+001	(3.51722814788494e+000dB,-1.86146681823213e+000°)
5.28168233580590e+001	(3.51701349364221e+000dB,-1.90436029510757e+000°)
5.40347650358353e+001	(3.51678883688318e+000dB,-1.94824066012312e+000°)
5.52807921196651e+001	(3.51655371206004e+000dB,-1.99313051348007e+000°)
5.65555522514245e+001	(3.51630763201292e+000dB,-2.03905296543841e+000°)
5.78597080074362e+001	(3.51605008696728e+000dB,-2.08603164729686e+000°)
5.91939372428541e+001	(3.51578054349213e+000dB,-2.13409072257024e+000°)
6.05589334439887e+001	(3.51549844340359e+000dB,-2.18325489836808e+000°)
6.19554060887576e+001	(3.51520320263068e+000dB,-2.23354943697013e+000°)
6.33840810154473e+001	(3.51489421001346e+000dB,-2.28500016760334e+000°)
6.48457007999791e+001	(3.51457082606291e+000dB,-2.33763349841770e+000°)
6.63410251418748e+001	(3.51423238164898e+000dB,-2.39147642866259e+000°)
6.78708312591215e+001	(3.51387817664089e+000dB,-2.44655656105888e+000°)
6.94359142921434e+001	(3.51350747847972e+000dB,-2.50290211437176e+000°)
7.10370877170878e+001	(3.51311952068729e+000dB,-2.56054193617623e+000°)
7.26751837686424e+001	(3.51271350131285e+000dB,-2.61950551581901e+000°)
7.43510538726019e+001	(3.51228858129484e+000dB,-2.67982299756957e+000°)
7.60655690884099e+001	(3.51184388277028e+000dB,-2.74152519396019e+000°)
7.78196205619054e+001	(3.51137848728706e+000dB,-2.80464359931136e+000°)
7.96141199885094e+001	(3.51089143395382e+000dB,-2.86921040343581e+000°)
8.14500000870935e+001	(3.51038171749013e+000dB,-2.93525850551933e+000°)
8.33282150847742e+001	(3.50984828620594e+000dB,-3.00282152817018e+000°)
8.52497412128875e+001	(3.50929003987496e+000dB,-3.07193383163352e+000°)
8.72155772144005e+001	(3.50870582752423e+000dB,-3.14263052815854e+000°)
8.92267448630230e+001	(3.50809444512508e+000dB,-3.21494749651823e+000°)
9.12842894942907e+001	(3.50745463316972e+000dB,-3.28892139666210e+000°)
9.33892805488944e+001	(3.50678507415470e+000dB,-3.36458968450181e+000°)
9.55428121285382e+001	(3.50608438994961e+000dB,-3.44199062681121e+000°)
9.77460035646158e+001	(3.50535113904042e+000dB,-3.52116331623165e+000°)
1.00000000000001e+002	(3.50458381366833e+000dB,-3.60214768636681e+000°)
1.02305972984252e+002	(3.50378083682218e+000dB,-3.68498452695461e+000°)
1.04665121082543e+002	(3.50294055912291e+000dB,-3.76971549909427e+000°)
1.07078670498640e+002	(3.50206125555106e+000dB,-3.85638315051620e+000°)
1.09547875712234e+002	(3.50114112205007e+000dB,-3.94503093087033e+000°)
1.12074020130979e+002	(3.50017827196744e+000dB,-4.03570320701144e+000°)
1.14658416757563e+002	(3.49917073235466e+000dB,-4.12844527825953e+000°)
1.17302408872162e+002	(3.49811644009838e+000dB,-4.22330339160692e+000°)
1.20007370730630e+002	(3.49701323789827e+000dB,-4.32032475684678e+000°)
1.22774708278788e+002	(3.49585887006027e+000dB,-4.41955756158503e+000°)
1.25605859883189e+002	(3.49465097812280e+000dB,-4.52105098611590e+000°)
1.28502297078732e+002	(3.49338709628977e+000dB,-4.62485521810921e+000°)
1.31465525333509e+002	(3.49206464668352e+000dB,-4.73102146708432e+000°)
1.34497084831303e+002	(3.49068093438748e+000dB,-4.83960197861649e+000°)
1.37598551272118e+002	(3.48923314228874e+000dB,-4.95065004824465e+000°)
1.40771536691174e+002	(3.48771832571512e+000dB,-5.06422003501667e+000°)
1.44017690296787e+002	(3.48613340684004e+000dB,-5.18036737463155e+000°)
1.47338699327573e+002	(3.48447516886738e+000dB,-5.29914859211778e+000°)
1.50736289929413e+002	(3.48274024998312e+000dB,-5.42062131398483e+000°)
1.54212228052648e+002	(3.48092513706113e+000dB,-5.54484427978969e+000°)
1.57768320369953e+002	(3.47902615912291e+000dB,-5.67187735304132e+000°)
1.61406415215391e+002	(3.47703948053020e+000dB,-5.80178153137563e+000°)
1.65128403545105e+002	(3.47496109392953e+000dB,-5.93461895591897e+000°)
1.68936219920180e+002	(3.47278681290736e+000dB,-6.07045291975073e+000°)
1.72831843512154e+002	(3.47051226437201e+000dB,-6.20934787538494e+000°)
1.76817299131727e+002	(3.46813288065055e+000dB,-6.35136944116124e+000°)
1.80894658281187e+002	(3.46564389128241e+000dB,-6.49658440645564e+000°)
1.85066040231104e+002	(3.46304031451928e+000dB,-6.64506073558941e+000°)
1.89333613121856e+002	(3.46031694850696e+000dB,-6.79686757032851e+000°)
1.93699595090552e+002	(3.45746836216053e+000dB,-6.95207523084387e+000°)
1.98166255423943e+002	(3.45448888570349e+000dB,-7.11075521500716e+000°)
2.02735915737921e+002	(3.45137260089805e+000dB,-7.27298019587441e+000°)
2.07410951184211e+002	(3.44811333092038e+000dB,-7.43882401721805e+000°)
2.12193791684897e+002	(3.44470462991109e+000dB,-7.60836168694811e+000°)
2.17086923195408e+002	(3.44113977218147e+000dB,-7.78166936825242e+000°)
2.22092888996636e+002	(3.43741174106788e+000dB,-7.95882436829423e+000°)
2.27214291016840e+002	(3.43351321744187e+000dB,-8.13990512427037e+000°)
2.32453791184046e+002	(3.42943656786883e+000dB,-8.32499118664423e+000°)
2.37814112809617e+002	(3.42517383241648e+000dB,-8.51416319934576e+000°)
2.43298042003742e+002	(3.42071671211256e+000dB,-8.70750287673417e+000°)
2.48908429123560e+002	(3.41605655605616e+000dB,-8.90509297708269e+000°)
2.54648190254672e+002	(3.41118434818309e+000dB,-9.10701727237122e+000°)
2.60520308726829e+002	(3.40609069370047e+000dB,-9.31336051412794e+000°)
2.66527836664557e+002	(3.40076580517168e+000dB,-9.52420839506358e+000°)
2.72673896573549e+002	(3.39519948830532e+000dB,-9.73964750624422e+000°)
2.78961682963640e+002	(3.38938112741575e+000dB,-9.95976528951686e+000°)
2.85394464009193e+002	(3.38329967059650e+000dB,-1.01846499849006e+001°)
2.91975583247792e+002	(3.37694361461155e+000dB,-1.04143905726456e+001°)
2.98708461318095e+002	(3.37030098952974e+000dB,-1.06490767096690e+001°)
3.05596597737762e+002	(3.36335934312827e+000dB,-1.08887986600221e+001°)
3.12643572722384e+002	(3.35610572508137e+000dB,-1.11336472190960e+001°)
3.19853049046359e+002	(3.34852667097466e+000dB,-1.13837136312159e+001°)
3.27228773946671e+002	(3.34060818618098e+000dB,-1.16390895002881e+001°)
3.34774581070576e+002	(3.33233572962094e+000dB,-1.18998666931618e+001°)
3.42494392468203e+002	(3.32369419747846e+000dB,-1.21661372353571e+001°)
3.50392220631094e+002	(3.31466790688998e+000dB,-1.24379931988013e+001°)
3.58472170577763e+002	(3.30524057968669e+000dB,-1.27155265812389e+001°)
3.66738441987344e+002	(3.29539532623427e+000dB,-1.29988291769459e+001°)
3.75195331382435e+002	(3.28511462944143e+000dB,-1.32879924384259e+001°)
3.83847234362284e+002	(3.27438032900495e+000dB,-1.35831073287314e+001°)
3.92698647887473e+002	(3.26317360597441e+000dB,-1.38842641640984e+001°)
4.01754172617276e+002	(3.25147496771769e+000dB,-1.41915524465576e+001°)
4.11018515300931e+002	(3.23926423338577e+000dB,-1.45050606862527e+001°)
4.20496491224040e+002	(3.22652051995532e+000dB,-1.48248762131631e+001°)
4.30193026711389e+002	(3.21322222899602e+000dB,-1.51510849779931e+001°)
4.40113161687485e+002	(3.19934703422734e+000dB,-1.54837713420015e+001°)
4.50262052296130e+002	(3.18487187002953e+000dB,-1.58230178555871e+001°)
4.60644973580413e+002	(3.16977292100706e+000dB,-1.61689050254814e+001°)
4.71267322224486e+002	(3.15402561276965e+000dB,-1.65215110704634e+001°)
4.82134619358586e+002	(3.13760460405201e+000dB,-1.68809116655272e+001°)
4.93252513428715e+002	(3.12048378034098e+000dB,-1.72471796745568e+001°)
5.04626783132520e+002	(3.10263624916097e+000dB,-1.76203848715423e+001°)
5.16263340422850e+002	(3.08403433719447e+000dB,-1.80005936505542e+001°)
5.28168233580592e+002	(3.06464958940004e+000dB,-1.83878687246650e+001°)
5.40347650358355e+002	(3.04445277031084e+000dB,-1.87822688141753e+001°)
5.52807921196653e+002	(3.02341386770865e+000dB,-1.91838483245816e+001°)
5.65555522514247e+002	(3.00150209883924e+000dB,-1.95926570147941e+001°)
5.78597080074364e+002	(2.97868591937955e+000dB,-2.00087396562767e+001°)
5.91939372428543e+002	(2.95493303534618e+000dB,-2.04321356838792e+001°)
6.05589334439890e+002	(2.93021041812019e+000dB,-2.08628788392341e+001°)
6.19554060887578e+002	(2.90448432281490e+000dB,-2.13009968078012e+001°)
6.33840810154475e+002	(2.87772031013278e+000dB,-2.17465108506759e+001°)
6.48457007999794e+002	(2.84988327193049e+000dB,-2.21994354325476e+001°)
6.63410251418750e+002	(2.82093746064317e+000dB,-2.26597778472139e+001°)
6.78708312591217e+002	(2.79084652275063e+000dB,-2.31275378423474e+001°)
6.94359142921436e+002	(2.75957353642069e+000dB,-2.36027072452314e+001°)
7.10370877170880e+002	(2.72708105348330e+000dB,-2.40852695914559e+001°)
7.26751837686426e+002	(2.69333114584652e+000dB,-2.45751997586250e+001°)
7.43510538726022e+002	(2.65828545645508e+000dB,-2.50724636073370e+001°)
7.60655690884102e+002	(2.62190525486342e+000dB,-2.55770176317949e+001°)
7.78196205619056e+002	(2.58415149746989e+000dB,-2.60888086226164e+001°)
7.96141199885097e+002	(2.54498489243371e+000dB,-2.66077733443642e+001°)
8.14500000870938e+002	(2.50436596925103e+000dB,-2.71338382306880e+001°)
8.33282150847744e+002	(2.46225515293739e+000dB,-2.76669190997855e+001°)
8.52497412128878e+002	(2.41861284272384e+000dB,-2.82069208931293e+001°)
8.72155772144008e+002	(2.37339949513284e+000dB,-2.87537374404241e+001°)
8.92267448630233e+002	(2.32657571125455e+000dB,-2.93072512537088e+001°)
9.12842894942911e+002	(2.27810232798964e+000dB,-2.98673333535893e+001°)
9.33892805488947e+002	(2.22794051299803e+000dB,-3.04338431305124e+001°)
9.55428121285385e+002	(2.17605186302147e+000dB,-3.10066282438800e+001°)
9.77460035646162e+002	(2.12239850521160e+000dB,-3.15855245617533e+001°)
1.00000000000001e+003	(2.06694320104613e+000dB,-3.21703561437051e+001°)
1.02305972984252e+003	(2.00964945236537e+000dB,-3.27609352691866e+001°)
1.04665121082544e+003	(1.95048160900367e+000dB,-3.33570625135493e+001°)
1.07078670498641e+003	(1.88940497748181e+000dB,-3.39585268736228e+001°)
1.09547875712234e+003	(1.82638593013904e+000dB,-3.45651059443677e+001°)
1.12074020130979e+003	(1.76139201408609e+000dB,-3.51765661478784e+001°)
1.14658416757563e+003	(1.69439205930898e+000dB,-3.57926630155169e+001°)
1.17302408872163e+003	(1.62535628523976e+000dB,-3.64131415236505e+001°)
1.20007370730630e+003	(1.55425640507005e+000dB,-3.70377364829691e+001°)
1.22774708278788e+003	(1.48106572711411e+000dB,-3.76661729808567e+001°)
1.25605859883190e+003	(1.40575925246509e+000dB,-3.82981668759708e+001°)
1.28502297078732e+003	(1.32831376825432e+000dB,-3.89334253434625e+001°)
1.31465525333510e+003	(1.24870793578250e+000dB,-3.95716474690427e+001°)
1.34497084831304e+003	(1.16692237286099e+000dB,-4.02125248893031e+001°)
1.37598551272119e+003	(1.08293972967387e+000dB,-4.08557424755607e+001°)
1.40771536691174e+003	(9.96744757590000e-001dB,-4.15009790577298e+001°)
1.44017690296788e+003	(9.08324370319139e-001dB,-4.21479081844929e+001°)
1.47338699327574e+003	(8.17667696902668e-001dB,-4.27961989155825e+001°)
1.50736289929414e+003	(7.24766126113068e-001dB,-4.34455166415301e+001°)
1.54212228052648e+003	(6.29613341857970e-001dB,-4.40955239261354e+001°)
1.57768320369954e+003	(5.32205349279829e-001dB,-4.47458813663966e+001°)
1.61406415215391e+003	(4.32540491332324e-001dB,-4.53962484646973e+001°)
1.65128403545106e+003	(3.30619455691549e-001dB,-4.60462845076212e+001°)
1.68936219920181e+003	(2.26445271926663e-001dB,-4.66956494459636e+001°)
1.72831843512155e+003	(1.20023298971093e-001dB,-4.73440047703129e+001°)
1.76817299131728e+003	(1.13612029903919e-002dB,-4.79910143766813e+001°)
1.80894658281188e+003	(-9.95310741466901e-002dB,-4.86363454167860e+001°)
1.85066040231105e+003	(-2.12641355532248e-001dB,-4.92796691277579e+001°)
1.89333613121857e+003	(-3.27955278652912e-001dB,-4.99206616362938e+001°)
1.93699595090553e+003	(-4.45456353177449e-001dB,-5.05590047325406e+001°)
1.98166255423944e+003	(-5.65126026612833e-001dB,-5.11943866094070e+001°)
2.02735915737922e+003	(-6.86943757279271e-001dB,-5.18265025632441e+001°)
2.07410951184212e+003	(-8.10887093994362e-001dB,-5.24550556524351e+001°)
2.12193791684898e+003	(-9.36931761855101e-001dB,-5.30797573107435e+001°)
2.17086923195409e+003	(-1.06505175341075e+000dB,-5.37003279128141e+001°)
2.22092888996637e+003	(-1.19521942455132e+000dB,-5.43164972896963e+001°)
2.27214291016841e+003	(-1.32740559438454e+000dB,-5.49280051927197e+001°)
2.32453791184047e+003	(-1.46157964838453e+000dB,-5.55346017045639e+001°)
2.37814112809618e+003	(-1.59770964407711e+000dB,-5.61360475968716e+001°)
2.43298042003743e+003	(-1.73576241857222e+000dB,-5.67321146342106e+001°)
2.48908429123561e+003	(-1.87570369720482e+000dB,-5.73225858245670e+001°)
2.54648190254674e+003	(-2.01749820265743e+000dB,-5.79072556171412e+001°)
2.60520308726830e+003	(-2.16110976387518e+000dB,-5.84859300484078e+001°)
2.66527836664558e+003	(-2.30650142418441e+000dB,-5.90584268379080e+001°)
2.72673896573551e+003	(-2.45363554802968e+000dB,-5.96245754355664e+001°)
2.78961682963641e+003	(-2.60247392580684e+000dB,-6.01842170225048e+001°)
2.85394464009194e+003	(-2.75297787628703e+000dB,-6.07372044676041e+001°)
2.91975583247793e+003	(-2.90510834621738e+000dB,-6.12834022424754e+001°)
2.98708461318096e+003	(-3.05882600668058e+000dB,-6.18226862972545e+001°)
3.05596597737763e+003	(-3.21409134588711e+000dB,-6.23549439002315e+001°)
3.12643572722386e+003	(-3.37086475810239e+000dB,-6.28800734440188e+001°)
3.19853049046361e+003	(-3.52910662846167e+000dB,-6.33979842213303e+001°)
3.27228773946672e+003	(-3.68877741347256e+000dB,-6.39085961732758e+001°)
3.34774581070578e+003	(-3.84983771705802e+000dB,-6.44118396130925e+001°)
