,,,,,,,,,,,,Frequency,vm(vout),ph(v(vout))
Frequency (Hz),Channel 1 Magnitude (V),Channel 2 Magnitude (V),Channel 2 Phase (deg),,,,,Frequency,vm(vout),ph(v(vout)),,Hz,Volts,deg
363.0780548,0.100265037,0.146184679,-12.67440625,,,,,,,,,363.0780548,0.146184679,-12.67440625
371.5352291,0.10022408,0.146059077,-12.95903735,,,,,,,,,371.5352291,0.146059077,-12.95903735
380.1893963,0.100259889,0.145810874,-13.26381226,,,,,,,,,380.1893963,0.145810874,-13.26381226
389.045145,0.10027717,0.145610336,-13.55363202,,,,,,,,,389.045145,0.145610336,-13.55363202
398.1071706,0.100270925,0.14545824,-13.85176961,,,,,,,,,398.1071706,0.14545824,-13.85176961
407.3802778,0.100259687,0.14523342,-14.14908475,,,,,,,,,407.3802778,0.14523342,-14.14908475
416.8693835,0.100133433,0.14525242,-14.40319295,,,,,,,,,416.8693835,0.14525242,-14.40319295
426.5795188,0.100213333,0.144902481,-14.78168005,,,,,,,,,426.5795188,0.144902481,-14.78168005
436.5158322,0.100262434,0.144594008,-15.11483729,,,,,,,,,436.5158322,0.144594008,-15.11483729
446.6835922,0.100300953,0.144319666,-15.45652852,,,,,,,,,446.6835922,0.144319666,-15.45652852
457.0881896,0.100267816,0.14412076,-15.79374802,,,,,,,,,457.0881896,0.14412076,-15.79374802
467.7351413,0.100285053,0.143829069,-16.14198057,,,,,,,,,467.7351413,0.143829069,-16.14198057
478.6300923,0.100471488,0.14336556,-16.47661775,,,,,,,,,478.6300923,0.14336556,-16.47661775
489.7788194,0.100256343,0.143353602,-16.85092965,,,,,,,,,489.7788194,0.143353602,-16.85092965
501.1872336,0.100234951,0.143085039,-17.21701544,,,,,,,,,501.1872336,0.143085039,-17.21701544
512.861384,0.100237838,0.142801829,-17.63669688,,,,,,,,,512.861384,0.142801829,-17.63669688
524.8074602,0.100262936,0.142443697,-18.0050068,,,,,,,,,524.8074602,0.142443697,-18.0050068
537.0317964,0.100251487,0.142125301,-18.37216816,,,,,,,,,537.0317964,0.142125301,-18.37216816
549.5408739,0.100250923,0.141779014,-18.77273943,,,,,,,,,549.5408739,0.141779014,-18.77273943
562.3413252,0.100359194,0.141313334,-19.25023236,,,,,,,,,562.3413252,0.141313334,-19.25023236
575.4399373,0.100291467,0.141069219,-19.60218455,,,,,,,,,575.4399373,0.141069219,-19.60218455
588.8436554,0.100239638,0.140748026,-20.02588755,,,,,,,,,588.8436554,0.140748026,-20.02588755
602.5595861,0.100260816,0.140375113,-20.44034776,,,,,,,,,602.5595861,0.140375113,-20.44034776
616.5950019,0.100275825,0.139926702,-20.85978356,,,,,,,,,616.5950019,0.139926702,-20.85978356
630.9573445,0.10026441,0.139500369,-21.31037037,,,,,,,,,630.9573445,0.139500369,-21.31037037
645.654229,0.100278685,0.139070957,-21.76669004,,,,,,,,,645.654229,0.139070957,-21.76669004
660.693448,0.100270794,0.138600263,-22.20912498,,,,,,,,,660.693448,0.138600263,-22.20912498
676.0829754,0.100273476,0.13813507,-22.69170195,,,,,,,,,676.0829754,0.13813507,-22.69170195
691.8309709,0.100242057,0.13768243,-23.14561961,,,,,,,,,691.8309709,0.13768243,-23.14561961
707.9457844,0.100262382,0.137145015,-23.60955459,,,,,,,,,707.9457844,0.137145015,-23.60955459
724.4359601,0.100317381,0.136575267,-24.09007604,,,,,,,,,724.4359601,0.136575267,-24.09007604
741.3102413,0.100245112,0.136089021,-24.60743962,,,,,,,,,741.3102413,0.136089021,-24.60743962
758.577575,0.100244584,0.135572136,-25.12171689,,,,,,,,,758.577575,0.135572136,-25.12171689
776.2471166,0.100287934,0.134931893,-25.64070293,,,,,,,,,776.2471166,0.134931893,-25.64070293
794.3282347,0.100254037,0.134363022,-26.11458573,,,,,,,,,794.3282347,0.134363022,-26.11458573
812.8305162,0.100304386,0.133699003,-26.65424509,,,,,,,,,812.8305162,0.133699003,-26.65424509
831.7637711,0.100276848,0.133110148,-27.17818707,,,,,,,,,831.7637711,0.133110148,-27.17818707
851.1380382,0.100243347,0.132494363,-27.71208991,,,,,,,,,851.1380382,0.132494363,-27.71208991
870.96359,0.100264183,0.131773447,-28.24529444,,,,,,,,,870.96359,0.131773447,-28.24529444
891.2509381,0.100283106,0.131074655,-28.73694669,,,,,,,,,891.2509381,0.131074655,-28.73694669
912.0108394,0.100290963,0.130310116,-29.37234815,,,,,,,,,912.0108394,0.130310116,-29.37234815
933.2543008,0.100247202,0.129611695,-29.93344225,,,,,,,,,933.2543008,0.129611695,-29.93344225
954.992586,0.100284942,0.128829737,-30.5060717,,,,,,,,,954.992586,0.128829737,-30.5060717
977.237221,0.100237774,0.128090483,-31.11254741,,,,,,,,,977.237221,0.128090483,-31.11254741
1000,0.100250939,0.127282867,-31.67456357,,,,,,,,,1000,0.127282867,-31.67456357
1023.292992,0.100288058,0.126425908,-32.24112537,,,,,,,,,1023.292992,0.126425908,-32.24112537
1047.128548,0.100224806,0.125655695,-32.8448822,,,,,,,,,1047.128548,0.125655695,-32.8448822
1071.519305,0.100277378,0.124715922,-33.42810036,,,,,,,,,1071.519305,0.124715922,-33.42810036
1096.478196,0.100302408,0.123836261,-34.06389322,,,,,,,,,1096.478196,0.123836261,-34.06389322
1122.018454,0.100251891,0.122950753,-34.65572531,,,,,,,,,1122.018454,0.122950753,-34.65572531
1148.153621,0.100265551,0.122057117,-35.26347064,,,,,,,,,1148.153621,0.122057117,-35.26347064
1174.897555,0.100287319,0.121071442,-35.90518842,,,,,,,,,1174.897555,0.121071442,-35.90518842
1202.264435,0.100271653,0.12009776,-36.52025252,,,,,,,,,1202.264435,0.12009776,-36.52025252
1230.268771,0.100278009,0.11910793,-37.15385518,,,,,,,,,1230.268771,0.11910793,-37.15385518
1258.925412,0.100265069,0.118116586,-37.78441548,,,,,,,,,1258.925412,0.118116586,-37.78441548
1288.249552,0.100266867,0.117095199,-38.41370128,,,,,,,,,1288.249552,0.117095199,-38.41370128
1318.256739,0.100269345,0.116027098,-39.04783235,,,,,,,,,1318.256739,0.116027098,-39.04783235
1348.962883,0.10027082,0.114995153,-39.689661,,,,,,,,,1348.962883,0.114995153,-39.689661
1380.384265,0.100281557,0.113805544,-40.33227094,,,,,,,,,1380.384265,0.113805544,-40.33227094
1412.537545,0.100309588,0.112723774,-40.97039092,,,,,,,,,1412.537545,0.112723774,-40.97039092
1445.439771,0.100284662,0.111597624,-41.64405589,,,,,,,,,1445.439771,0.111597624,-41.64405589
1479.108388,0.100356796,0.110410524,-42.27026721,,,,,,,,,1479.108388,0.110410524,-42.27026721
1513.561248,0.100294264,0.109273091,-42.93738234,,,,,,,,,1513.561248,0.109273091,-42.93738234
1548.816619,0.100316056,0.108066598,-43.59272279,,,,,,,,,1548.816619,0.108066598,-43.59272279
1584.893192,0.100276212,0.10687441,-44.21740573,,,,,,,,,1584.893192,0.10687441,-44.21740573
1621.810097,0.100294069,0.10566795,-44.88971576,,,,,,,,,1621.810097,0.10566795,-44.88971576
1659.586907,0.100253392,0.104449616,-45.53730947,,,,,,,,,1659.586907,0.104449616,-45.53730947
1698.243652,0.100288067,0.103207626,-46.19245351,,,,,,,,,1698.243652,0.103207626,-46.19245351
1737.800829,0.100521932,0.101710808,-46.93927432,,,,,,,,,1737.800829,0.101710808,-46.93927432
1778.27941,0.100294807,0.100694962,-47.47930157,,,,,,,,,1778.27941,0.100694962,-47.47930157
1819.700859,0.100274662,0.099506206,-48.17034283,,,,,,,,,1819.700859,0.099506206,-48.17034283
1862.087137,0.100314895,0.098165018,-48.7830147,,,,,,,,,1862.087137,0.098165018,-48.7830147
1905.460718,0.100297818,0.096880263,-49.4488534,,,,,,,,,1905.460718,0.096880263,-49.4488534
1949.8446,0.100294017,0.095642337,-50.09957546,,,,,,,,,1949.8446,0.095642337,-50.09957546
1995.262315,0.100290975,0.094277007,-50.7393104,,,,,,,,,1995.262315,0.094277007,-50.7393104
2041.737945,0.10027359,0.092990027,-51.34134776,,,,,,,,,2041.737945,0.092990027,-51.34134776
2089.296131,0.100295149,0.091687663,-51.99574428,,,,,,,,,2089.296131,0.091687663,-51.99574428
2137.96209,0.100257198,0.090382183,-52.6493935,,,,,,,,,2137.96209,0.090382183,-52.6493935
2187.761624,0.100322647,0.088974914,-53.23639361,,,,,,,,,2187.761624,0.088974914,-53.23639361
2238.721139,0.100309622,0.087699403,-53.87594015,,,,,,,,,2238.721139,0.087699403,-53.87594015
2290.867653,0.100302306,0.086363283,-54.50151138,,,,,,,,,2290.867653,0.086363283,-54.50151138
2344.228815,0.10030919,0.085028577,-55.10814023,,,,,,,,,2344.228815,0.085028577,-55.10814023
2398.832919,0.100350768,0.083699828,-55.69078965,,,,,,,,,2398.832919,0.083699828,-55.69078965
2454.708916,0.100326744,0.082374288,-56.29820464,,,,,,,,,2454.708916,0.082374288,-56.29820464
2511.886432,0.100256641,0.081133632,-56.92443136,,,,,,,,,2511.886432,0.081133632,-56.92443136
2570.395783,0.100346924,0.079790921,-57.4881004,,,,,,,,,2570.395783,0.079790921,-57.4881004
2630.267992,0.100367255,0.078446458,-58.09697677,,,,,,,,,2630.267992,0.078446458,-58.09697677
2691.534804,0.100320088,0.077170974,-58.65302523,,,,,,,,,2691.534804,0.077170974,-58.65302523
2754.228703,0.100340627,0.075907614,-59.25873378,,,,,,,,,2754.228703,0.075907614,-59.25873378
2818.382931,0.100348025,0.074582251,-59.75255949,,,,,,,,,2818.382931,0.074582251,-59.75255949
2884.031503,0.100295537,0.073361685,-60.35271009,,,,,,,,,2884.031503,0.073361685,-60.35271009
2951.209227,0.100355225,0.072069875,-60.86366433,,,,,,,,,2951.209227,0.072069875,-60.86366433
3019.95172,0.100399824,0.070758936,-61.44126346,,,,,,,,,3019.95172,0.070758936,-61.44126346
3090.295433,0.100354525,0.06954628,-61.98859773,,,,,,,,,3090.295433,0.06954628,-61.98859773
3162.27766,0.100358164,0.068307321,-62.52436784,,,,,,,,,3162.27766,0.068307321,-62.52436784
3235.936569,0.100369488,0.067040521,-63.04396011,,,,,,,,,3235.936569,0.067040521,-63.04396011
3311.311215,0.1003488,0.065834567,-63.55669305,,,,,,,,,3311.311215,0.065834567,-63.55669305
3388.441561,0.100332779,0.064604067,-64.09974347,,,,,,,,,3388.441561,0.064604067,-64.09974347
3467.368505,0.100428134,0.063377896,-64.54896976,,,,,,,,,3467.368505,0.063377896,-64.54896976
3548.133892,0.100368399,0.062224334,-65.06880539,,,,,,,,,3548.133892,0.062224334,-65.06880539
3630.780548,0.100415809,0.061007238,-65.51066662,,,,,,,,,3630.780548,0.061007238,-65.51066662
3715.352291,0.100384784,0.059823659,-66.03986784,,,,,,,,,3715.352291,0.059823659,-66.03986784
3801.893963,0.100414083,0.058739189,-66.51273863,,,,,,,,,3801.893963,0.058739189,-66.51273863
3890.45145,0.100442661,0.057564978,-66.94948229,,,,,,,,,3890.45145,0.057564978,-66.94948229
3981.071706,0.100404632,0.056462298,-67.38209527,,,,,,,,,3981.071706,0.056462298,-67.38209527
4073.802778,0.100400949,0.055376843,-67.87158947,,,,,,,,,4073.802778,0.055376843,-67.87158947
4168.693835,0.100430036,0.054252264,-68.27082481,,,,,,,,,4168.693835,0.054252264,-68.27082481
4265.795188,0.100458902,0.053196462,-68.71007674,,,,,,,,,4265.795188,0.053196462,-68.71007674
4365.158322,0.100415694,0.052172494,-69.13431768,,,,,,,,,4365.158322,0.052172494,-69.13431768
4466.835922,0.100385948,0.051153988,-69.57287127,,,,,,,,,4466.835922,0.051153988,-69.57287127
4570.881896,0.100473182,0.050111132,-69.99700017,,,,,,,,,4570.881896,0.050111132,-69.99700017
4677.351413,0.100404168,0.049079478,-70.37150081,,,,,,,,,4677.351413,0.049079478,-70.37150081
4786.300923,0.100472014,0.048045394,-70.77870897,,,,,,,,,4786.300923,0.048045394,-70.77870897
4897.788194,0.10045644,0.047120195,-71.15115985,,,,,,,,,4897.788194,0.047120195,-71.15115985
5011.872336,0.100454651,0.046118806,-71.53805948,,,,,,,,,5011.872336,0.046118806,-71.53805948
5128.61384,0.100440901,0.045143185,-71.91786189,,,,,,,,,5128.61384,0.045143185,-71.91786189
5248.074602,0.100424722,0.044265601,-72.29670514,,,,,,,,,5248.074602,0.044265601,-72.29670514
5370.317964,0.100447509,0.04331847,-72.65798353,,,,,,,,,5370.317964,0.04331847,-72.65798353
5495.408739,0.100484834,0.042399355,-72.98188493,,,,,,,,,5495.408739,0.042399355,-72.98188493
5623.413252,0.100486863,0.041462088,-73.31548066,,,,,,,,,5623.413252,0.041462088,-73.31548066
5754.399373,0.100481064,0.040609084,-73.63718795,,,,,,,,,5754.399373,0.040609084,-73.63718795
5888.436554,0.100442309,0.03976013,-73.984023,,,,,,,,,5888.436554,0.03976013,-73.984023
6025.595861,0.100334005,0.039060203,-74.32739167,,,,,,,,,6025.595861,0.039060203,-74.32739167
6165.950019,0.100528811,0.038098351,-74.58714515,,,,,,,,,6165.950019,0.038098351,-74.58714515
6309.573445,0.100577113,0.037294694,-74.92976302,,,,,,,,,6309.573445,0.037294694,-74.92976302
6456.54229,0.100553095,0.036483922,-75.27590475,,,,,,,,,6456.54229,0.036483922,-75.27590475
6606.93448,0.100531783,0.035719147,-75.4920261,,,,,,,,,6606.93448,0.035719147,-75.4920261
6760.829754,0.100465151,0.035021526,-75.89690465,,,,,,,,,6760.829754,0.035021526,-75.89690465
6918.309709,0.100409435,0.034253855,-76.13802193,,,,,,,,,6918.309709,0.034253855,-76.13802193
7079.457844,0.100585045,0.033540377,-76.42203771,,,,,,,,,7079.457844,0.033540377,-76.42203771
7244.359601,0.100849036,0.032779194,-76.57023432,,,,,,,,,7244.359601,0.032779194,-76.57023432
7413.102413,0.100536015,0.032137212,-76.94787604,,,,,,,,,7413.102413,0.032137212,-76.94787604
7585.77575,0.100581692,0.031429384,-77.21871074,,,,,,,,,7585.77575,0.031429384,-77.21871074
7762.471166,0.100437486,0.030709744,-77.41496515,,,,,,,,,7762.471166,0.030709744,-77.41496515
7943.282347,0.100588927,0.030100196,-77.69530542,,,,,,,,,7943.282347,0.030100196,-77.69530542
8128.305162,0.100591535,0.029389604,-77.95561167,,,,,,,,,8128.305162,0.029389604,-77.95561167
8317.637711,0.100501421,0.028764754,-78.16614684,,,,,,,,,8317.637711,0.028764754,-78.16614684
8511.380382,0.100625875,0.028133328,-78.3662154,,,,,,,,,8511.380382,0.028133328,-78.3662154
8709.6359,0.100584337,0.027499326,-78.58140475,,,,,,,,,8709.6359,0.027499326,-78.58140475
8912.509381,0.10068864,0.026894568,-78.85304992,,,,,,,,,8912.509381,0.026894568,-78.85304992
9120.108394,0.100554277,0.026319928,-78.96894485,,,,,,,,,9120.108394,0.026319928,-78.96894485
9332.543008,0.100675384,0.025798366,-79.22038625,,,,,,,,,9332.543008,0.025798366,-79.22038625
9549.92586,0.100593613,0.025174782,-79.45042533,,,,,,,,,9549.92586,0.025174782,-79.45042533
9772.37221,0.100632639,0.024620801,-79.63833056,,,,,,,,,9772.37221,0.024620801,-79.63833056
10000,0.100585019,0.024067232,-79.8318329,,,,,,,,,10000,0.024067232,-79.8318329
10232.92992,0.10072721,0.023542009,-79.95219195,,,,,,,,,10232.92992,0.023542009,-79.95219195
10471.28548,0.100713578,0.023032953,-80.19692806,,,,,,,,,10471.28548,0.023032953,-80.19692806
10715.19305,0.100700314,0.022525869,-80.43446622,,,,,,,,,10715.19305,0.022525869,-80.43446622
10964.78196,0.100699383,0.022019688,-80.52695204,,,,,,,,,10964.78196,0.022019688,-80.52695204
11220.18454,0.100602319,0.02152644,-80.87027681,,,,,,,,,11220.18454,0.02152644,-80.87027681
11481.53621,0.10066931,0.020996966,-80.93971365,,,,,,,,,11481.53621,0.020996966,-80.93971365
11748.97555,0.100639974,0.020553796,-81.09669067,,,,,,,,,11748.97555,0.020553796,-81.09669067
12022.64435,0.100717327,0.02010039,-81.24039787,,,,,,,,,12022.64435,0.02010039,-81.24039787
12302.68771,0.100794843,0.019559204,-81.40939009,,,,,,,,,12302.68771,0.019559204,-81.40939009
12589.25412,0.100539934,0.019191087,-81.54005689,,,,,,,,,12589.25412,0.019191087,-81.54005689
12882.49552,0.100760489,0.018768347,-81.53339399,,,,,,,,,12882.49552,0.018768347,-81.53339399
13182.56739,0.100773119,0.01837026,-81.70370444,,,,,,,,,13182.56739,0.01837026,-81.70370444
13489.62883,0.100650159,0.017929356,-82.04694206,,,,,,,,,13489.62883,0.017929356,-82.04694206
13803.84265,0.100748141,0.017515633,-81.97018018,,,,,,,,,13803.84265,0.017515633,-81.97018018
14125.37545,0.100786257,0.017127386,-82.35079735,,,,,,,,,14125.37545,0.017127386,-82.35079735
14454.39771,0.10067971,0.016818726,-82.50365125,,,,,,,,,14454.39771,0.016818726,-82.50365125
14791.08388,0.100784752,0.016372529,-82.43092534,,,,,,,,,14791.08388,0.016372529,-82.43092534
15135.61248,0.100825447,0.016027022,-82.77977251,,,,,,,,,15135.61248,0.016027022,-82.77977251
15488.16619,0.100521375,0.015669153,-82.79470071,,,,,,,,,15488.16619,0.015669153,-82.79470071
15848.93192,0.100827356,0.015293716,-82.84259554,,,,,,,,,15848.93192,0.015293716,-82.84259554
16218.10097,0.100774473,0.014951992,-82.76804378,,,,,,,,,16218.10097,0.014951992,-82.76804378
16595.86907,0.100855627,0.014548941,-82.81771283,,,,,,,,,16595.86907,0.014548941,-82.81771283
16982.43652,0.100788329,0.014345931,-83.06017878,,,,,,,,,16982.43652,0.014345931,-83.06017878
17378.00829,0.100829475,0.014015801,-83.1559601,,,,,,,,,17378.00829,0.014015801,-83.1559601
17782.7941,0.100853742,0.013685779,-83.45261182,,,,,,,,,17782.7941,0.013685779,-83.45261182
18197.00859,0.100833298,0.013408032,-83.6713662,,,,,,,,,18197.00859,0.013408032,-83.6713662
18620.87137,0.10079071,0.013095203,-83.48611387,,,,,,,,,18620.87137,0.013095203,-83.48611387
19054.60718,0.100846917,0.012792215,-83.6439767,,,,,,,,,19054.60718,0.012792215,-83.6439767
19498.446,0.100800721,0.012504944,-83.89383282,,,,,,,,,19498.446,0.012504944,-83.89383282
19952.62315,0.100818381,0.012275946,-83.75118514,,,,,,,,,19952.62315,0.012275946,-83.75118514
20417.37945,0.100794559,0.012019513,-83.67669348,,,,,,,,,20417.37945,0.012019513,-83.67669348
20892.96131,0.100855867,0.011689976,-83.9756313,,,,,,,,,20892.96131,0.011689976,-83.9756313
21379.6209,0.100759459,0.011509903,-83.54047879,,,,,,,,,21379.6209,0.011509903,-83.54047879
21877.61624,0.100886925,0.011240533,-83.87284477,,,,,,,,,21877.61624,0.011240533,-83.87284477
22387.21139,0.100724097,0.010930154,-84.23001282,,,,,,,,,22387.21139,0.010930154,-84.23001282
22908.67653,0.100862129,0.010726006,-84.35341005,,,,,,,,,22908.67653,0.010726006,-84.35341005
23442.28815,0.100882384,0.010498086,-84.2637981,,,,,,,,,23442.28815,0.010498086,-84.2637981
23988.32919,0.100893642,0.010237235,-84.20212215,,,,,,,,,23988.32919,0.010237235,-84.20212215
24547.08916,0.100968054,0.010040928,-84.16747778,,,,,,,,,24547.08916,0.010040928,-84.16747778
25118.86432,0.100748561,0.009820089,-84.30785289,,,,,,,,,25118.86432,0.009820089,-84.30785289
25703.95783,0.100860362,0.009641637,-84.62879528,,,,,,,,,25703.95783,0.009641637,-84.62879528
26302.67992,0.100977651,0.009486797,-84.63497532,,,,,,,,,26302.67992,0.009486797,-84.63497532
26915.34804,0.100818411,0.009211322,-84.33146193,,,,,,,,,26915.34804,0.009211322,-84.33146193
27542.28703,0.101037664,0.008954921,-84.06677316,,,,,,,,,27542.28703,0.008954921,-84.06677316
28183.82931,0.100926372,0.008880509,-84.49652539,,,,,,,,,28183.82931,0.008880509,-84.49652539
28840.31503,0.100737702,0.008687312,-84.78743371,,,,,,,,,28840.31503,0.008687312,-84.78743371
29512.09227,0.100902419,0.00834585,-84.81693252,,,,,,,,,29512.09227,0.00834585,-84.81693252
30199.5172,0.100880991,0.00827971,-84.13130616,,,,,,,,,30199.5172,0.00827971,-84.13130616
30902.95433,0.100905788,0.008126027,-84.10229601,,,,,,,,,30902.95433,0.008126027,-84.10229601
31622.7766,0.101021799,0.007900662,-84.78560696,,,,,,,,,31622.7766,0.007900662,-84.78560696
32359.36569,0.10099091,0.007744929,-84.56979898,,,,,,,,,32359.36569,0.007744929,-84.56979898
33113.11215,0.101074272,0.007636125,-85.27901828,,,,,,,,,33113.11215,0.007636125,-85.27901828
33884.41561,0.100926695,0.007428568,-85.07977259,,,,,,,,,33884.41561,0.007428568,-85.07977259
34673.68505,0.101032792,0.007148,-83.93122531,,,,,,,,,34673.68505,0.007148,-83.93122531
35481.33892,0.10093327,0.007016182,-85.21954597,,,,,,,,,35481.33892,0.007016182,-85.21954597
36307.80548,0.101119355,0.006964714,-84.82690699,,,,,,,,,36307.80548,0.006964714,-84.82690699
37153.52291,0.101063318,0.006746124,-85.87507543,,,,,,,,,37153.52291,0.006746124,-85.87507543
38018.93963,0.101102496,0.006659549,-85.22394572,,,,,,,,,38018.93963,0.006659549,-85.22394572
38904.5145,0.100957881,0.006507625,-85.27916699,,,,,,,,,38904.5145,0.006507625,-85.27916699
39810.71706,0.10090295,0.006276647,-84.45695435,,,,,,,,,39810.71706,0.006276647,-84.45695435
40738.02778,0.101101721,0.006151042,-84.72410674,,,,,,,,,40738.02778,0.006151042,-84.72410674
41686.93835,0.10106502,0.006062575,-85.20957313,,,,,,,,,41686.93835,0.006062575,-85.20957313
42657.95188,0.100872504,0.005922746,-84.75223032,,,,,,,,,42657.95188,0.005922746,-84.75223032
43651.58322,0.100950051,0.005828764,-84.89490069,,,,,,,,,43651.58322,0.005828764,-84.89490069
44668.35922,0.101094062,0.005756938,-84.57500948,,,,,,,,,44668.35922,0.005756938,-84.57500948
45708.81896,0.101022153,0.005578945,-85.87163673,,,,,,,,,45708.81896,0.005578945,-85.87163673
46773.51413,0.101202359,0.005437858,-84.57791121,,,,,,,,,46773.51413,0.005437858,-84.57791121
47863.00923,0.10111837,0.005321075,-84.073502,,,,,,,,,47863.00923,0.005321075,-84.073502
48977.88194,0.101133616,0.005273483,-85.19588877,,,,,,,,,48977.88194,0.005273483,-85.19588877
50118.72336,0.100999771,0.005069799,-84.65498867,,,,,,,,,50118.72336,0.005069799,-84.65498867
51286.1384,0.101121877,0.004875969,-85.34377323,,,,,,,,,51286.1384,0.004875969,-85.34377323
52480.74602,0.101104944,0.004941477,-84.56798715,,,,,,,,,52480.74602,0.004941477,-84.56798715
53703.17964,0.10113545,0.004773136,-84.057293,,,,,,,,,53703.17964,0.004773136,-84.057293
54954.08739,0.101024556,0.004665453,-85.21567213,,,,,,,,,54954.08739,0.004665453,-85.21567213
56234.13252,0.101039782,0.004562167,-83.21400926,,,,,,,,,56234.13252,0.004562167,-83.21400926
57543.99373,0.101096586,0.004632277,-86.05078185,,,,,,,,,57543.99373,0.004632277,-86.05078185
58884.36554,0.100823581,0.004415952,-84.48087207,,,,,,,,,58884.36554,0.004415952,-84.48087207
60255.95861,0.101235642,0.004394697,-82.80428443,,,,,,,,,60255.95861,0.004394697,-82.80428443
61659.50019,0.101211016,0.00415386,-84.99212363,,,,,,,,,61659.50019,0.00415386,-84.99212363
63095.73445,0.101296939,0.004269047,-83.9519931,,,,,,,,,63095.73445,0.004269047,-83.9519931
64565.4229,0.101125963,0.004044181,-83.07179548,,,,,,,,,64565.4229,0.004044181,-83.07179548
66069.3448,0.101362794,0.003950752,-86.17185477,,,,,,,,,66069.3448,0.003950752,-86.17185477
67608.29754,0.101184594,0.003845019,-82.67800431,,,,,,,,,67608.29754,0.003845019,-82.67800431
69183.09709,0.101230435,0.003831792,-84.51953284,,,,,,,,,69183.09709,0.003831792,-84.51953284
70794.57844,0.101115551,0.00376615,-84.73925595,,,,,,,,,70794.57844,0.00376615,-84.73925595
72443.59601,0.101351491,0.003458219,-87.60743636,,,,,,,,,72443.59601,0.003458219,-87.60743636
74131.02413,0.101330964,0.003636426,-84.39884793,,,,,,,,,74131.02413,0.003636426,-84.39884793
75857.7575,0.101286082,0.003472777,-83.02689568,,,,,,,,,75857.7575,0.003472777,-83.02689568
77624.71166,0.101286235,0.003501869,-82.97298707,,,,,,,,,77624.71166,0.003501869,-82.97298707
79432.82347,0.101161063,0.00339714,-84.42022577,,,,,,,,,79432.82347,0.00339714,-84.42022577
81283.05162,0.101177343,0.003414697,-82.68641717,,,,,,,,,81283.05162,0.003414697,-82.68641717
83176.37711,0.101338003,0.003163148,-82.37853358,,,,,,,,,83176.37711,0.003163148,-82.37853358
85113.80382,0.101368351,0.00327766,-82.44738266,,,,,,,,,85113.80382,0.00327766,-82.44738266
87096.359,0.101316748,0.003080597,-81.49641217,,,,,,,,,87096.359,0.003080597,-81.49641217
89125.09381,0.101364301,0.002982463,-86.18810261,,,,,,,,,89125.09381,0.002982463,-86.18810261
91201.08394,0.101383955,0.002973794,-83.51167677,,,,,,,,,91201.08394,0.002973794,-83.51167677
93325.43008,0.101758358,0.002914223,-83.86198864,,,,,,,,,93325.43008,0.002914223,-83.86198864
95499.2586,0.101006958,0.002670659,-86.28602407,,,,,,,,,95499.2586,0.002670659,-86.28602407
97723.7221,0.101252073,0.002592256,-86.52583772,,,,,,,,,97723.7221,0.002592256,-86.52583772
100000,0.101109366,0.002790629,-82.7356522,,,,,,,,,100000,0.002790629,-82.7356522
