Freq.	V(vo)	V(vo1)	V(vo2)	Ib(Q3)
2.22092888996635e+003	-1.31730584416714e+001,4.73028527576227e+000	4.39577080888692e-003,-7.86769505770471e-004	-1.31737683029785e+001,4.73013562145476e+000	2.44619152876659e-008,1.80134155030206e-010
2.27214291016839e+003	-1.31033039461042e+001,4.81376966830017e+000	4.38419281367650e-003,-8.00663962240628e-004	-1.31040160363467e+001,4.81361738088760e+000	2.44619213558984e-008,1.84285901075001e-010
2.32453791184045e+003	-1.30310812459677e+001,4.89766245026821e+000	4.37220513440764e-003,-8.14627069317980e-004	-1.30317956433067e+001,4.89750751723370e+000	2.44619276428840e-008,1.88533260890105e-010
2.37814112809616e+003	-1.29563360882933e+001,4.98189586243818e+000	4.35979876548539e-003,-8.28647599943103e-004	-1.29570528726027e+001,4.98173827342222e+000	2.44619341537188e-008,1.92878432995492e-010
2.43298042003742e+003	-1.28790157814174e+001,5.06639796096659e+000	4.34696500091306e-003,-8.42713648693423e-004	-1.28797350392271e+001,5.06623770986415e+000	2.44619408935989e-008,1.97323666328952e-010
2.48908429123559e+003	-1.27990694974666e+001,5.15109258664716e+000	4.33369536326374e-003,-8.56812580177349e-004	-1.27997913118554e+001,5.15092966787787e+000	2.44619478672813e-008,2.01871261481692e-010
2.54648190254672e+003	-1.27164485400608e+001,5.23589932123233e+000	4.31998173083505e-003,-8.70931051910165e-004	-1.27171729907100e+001,5.23573372974412e+000	2.44619550797228e-008,2.06523572030577e-010
2.60520308726828e+003	-1.26311066175081e+001,5.32073345519066e+000	4.30581649798720e-003,-8.85055056932937e-004	-1.26318337954483e+001,5.32056519265347e+000	2.44619625358032e-008,2.11283005445208e-010
2.66527836664556e+003	-1.25430002007141e+001,5.40550602327904e+000	4.29119243789440e-003,-8.99169851348108e-004	-1.25437301982446e+001,5.40533509429046e+000	2.44619702400320e-008,2.16152024672656e-010
2.72673896573549e+003	-1.24520888441390e+001,5.49012383236234e+000	4.27610276079360e-003,-9.13259957391511e-004	-1.24528217450685e+001,5.48995024032346e+000	2.44619781966640e-008,2.21133149110670e-010
2.78961682963639e+003	-1.23583354736852e+001,5.57448948160657e+000	4.26054135116949e-003,-9.27309247596824e-004	-1.23590713678821e+001,5.57431323507740e+000	2.44619864096509e-008,2.26228956261846e-010
2.85394464009192e+003	-1.22617067451413e+001,5.65850144989175e+000	4.24450274892734e-003,-9.41300929255124e-004	-1.22624457330258e+001,5.65832256504660e+000	2.44619948829331e-008,2.31442082839632e-010
2.91975583247791e+003	-1.21621734404242e+001,5.74205423646797e+000	4.22798199018181e-003,-9.55217464654461e-004	-1.21629156089527e+001,5.74187272634768e+000	2.44620036200106e-008,2.36775226130787e-010
2.98708461318094e+003	-1.20597107404485e+001,5.82503843485986e+000	4.21097499346308e-003,-9.69040736361818e-004	-1.20604561821386e+001,5.82485431814128e+000	2.44620126241699e-008,2.42231145627645e-010
3.05596597737761e+003	-1.19542986118645e+001,5.90734091839578e+000	4.19347846963411e-003,-9.82752010676391e-004	-1.19550474244865e+001,5.90715421963813e+000	2.44620218982011e-008,2.47812664355762e-010
3.12643572722383e+003	-1.18459221738394e+001,5.98884504465473e+000	4.17548991091878e-003,-9.96331935620592e-004	-1.18466744508995e+001,5.98865578989236e+000	2.44620314449265e-008,2.53522670224640e-010
3.19853049046358e+003	-1.17345720212271e+001,6.06943085943544e+000	4.15700775598446e-003,-1.00976062768827e-003	-1.17353278565088e+001,6.06923907850845e+000	2.44620412660969e-008,2.59364117909199e-010
3.27228773946670e+003	-1.16202445745976e+001,6.14897535954561e+000	4.13803140968289e-003,-1.02301769750246e-003	-1.16210040619770e+001,6.14878108619558e+000	2.44620513636558e-008,2.65340029971607e-010
3.34774581070575e+003	-1.15029424049353e+001,6.22735277549482e+000	4.11856133430623e-003,-1.03608231672604e-003	-1.15037056426453e+001,6.22715604986626e+000	2.44620617388904e-008,2.71453498800898e-010
3.42494392468202e+003	-1.13826745761530e+001,6.30443491533905e+000	4.09859899743289e-003,-1.04893321766930e-003	-1.13834416575654e+001,6.30423577928559e+000	2.44620723923901e-008,2.77707688159468e-010
3.50392220631093e+003	-1.12594569257994e+001,6.38009150167460e+000	4.07814702695286e-003,-1.06154880555805e-003	-1.12602279437596e+001,6.37989000117733e+000	2.44620833249936e-008,2.84105834737732e-010
3.58472170577762e+003	-1.11333123498913e+001,6.45419056181400e+000	4.05720925756105e-003,-1.07390722507994e-003	-1.11340874008108e+001,6.45398674953671e+000	2.44620945362573e-008,2.90651250009694e-010
3.66738441987343e+003	-1.10042710851296e+001,6.52659887160663e+000	4.03579067163086e-003,-1.08598637422859e-003	-1.10050502600212e+001,6.52639280198499e+000	2.44621060253067e-008,2.97347321995873e-010
3.75195331382434e+003	-1.08723709211263e+001,6.59718238902323e+000	4.01389754216974e-003,-1.09776403628035e-003	-1.08731543097781e+001,6.59697412073390e+000	2.44621177911538e-008,3.04197517038829e-010
3.83847234362283e+003	-1.07376574049744e+001,6.66580673885502e+000	3.99153746006370e-003,-1.10921795854264e-003	-1.07384450998670e+001,6.66559633740949e+000	2.44621298321892e-008,3.11205381579978e-010
3.92698647887472e+003	-1.06001840296287e+001,6.73233774450583e+000	3.96871927138585e-003,-1.12032588384861e-003	-1.06009761172521e+001,6.73212527712477e+000	2.44621421459459e-008,3.18374544050355e-010
4.01754172617275e+003	-1.04600123397232e+001,6.79664193836933e+000	3.94545322165955e-003,-1.13106571210199e-003	-1.04608089086435e+001,6.79642747912472e+000	2.44621547294843e-008,3.25708717048578e-010
4.11018515300930e+003	-1.03172120470703e+001,6.85858714815881e+000	3.92175084879729e-003,-1.14141551929044e-003	-1.03180131794511e+001,6.85837077270837e+000	2.44621675792244e-008,3.33211699036596e-010
4.20496491224038e+003	-1.01718610523777e+001,6.91804304778343e+000	3.89762511351983e-003,-1.15135372945168e-003	-1.01726668318277e+001,6.91782483857762e+000	2.44621806915448e-008,3.40887376438394e-010
4.30193026711388e+003	-1.00240454686311e+001,6.97488177820478e+000	3.87309027600359e-003,-1.16085913510803e-003	-1.00248559719440e+001,6.97466181908586e+000	2.44621940615410e-008,3.48739725796035e-010
4.40113161687483e+003	-9.87385954764943e+000,7.02897852364447e+000	3.84816201007791e-003,-1.16991107686629e-003	-9.87467485243075e+000,7.02875690510923e+000	2.44622076839932e-008,3.56772815799362e-010
4.50262052296129e+003	-9.72140560658164e+000,7.08021215628663e+000	3.82285723744158e-003,-1.17848944496932e-003	-9.72222577945223e+000,7.07998896721098e+000	2.44622215536771e-008,3.64990809600520e-010
4.60644973580411e+003	-9.56679383047313e+000,7.12846579275775e+000	3.79719433449109e-003,-1.18657494049382e-003	-9.56761894584016e+000,7.12824113392458e+000	2.44622356638111e-008,3.73397966745359e-010
4.71267322224485e+003	-9.41014211701245e+000,7.17362747010810e+000	3.77119280928247e-003,-1.19414897629119e-003	-9.41097223786330e+000,7.17340144035876e+000	2.44622500084763e-008,3.81998645841329e-010
4.82134619358584e+003	-9.25157577167615e+000,7.21559068894095e+000	3.74487348858966e-003,-1.20119393756655e-003	-9.25241096058842e+000,7.21536339324938e+000	2.44622645799519e-008,3.90797306447327e-010
4.93252513428714e+003	-9.09122721148301e+000,7.25425502437694e+000	3.71825834815818e-003,-1.20769319600533e-003	-9.09206752662901e+000,7.25402657090271e+000	2.44622793706862e-008,3.99798511926757e-010
5.04626783132518e+003	-8.92923559342080e+000,7.28952668811224e+000	3.69137045651007e-003,-1.21363120483417e-003	-8.93008108489174e+000,7.28929718515439e+000	2.44622943726786e-008,4.09006931294974e-010
5.16263340422848e+003	-8.76574637833659e+000,7.32131904492881e+000	3.66423398319057e-003,-1.21899364853433e-003	-8.76659709499241e+000,7.32108860631828e+000	2.44623095778085e-008,4.18427342221641e-010
5.28168233580590e+003	-8.60091087210045e+000,7.34955313766150e+000	3.63687404057937e-003,-1.22376746598049e-003	-8.60176685779860e+000,7.34932187971058e+000	2.44623249771902e-008,4.28064633288666e-010
5.40347650358354e+003	-8.43488570501521e+000,7.37415815522724e+000	3.60931659777108e-003,-1.22794092585724e-003	-8.43574699517321e+000,7.37392619360264e+000	2.44623405620154e-008,4.37923806618466e-010
5.52807921196651e+003	-8.26783225605131e+000,7.39507183827647e+000	3.58158846576345e-003,-1.23150376252639e-003	-8.26869888416729e+000,7.39483929342163e+000	2.44623563230484e-008,4.48009980358356e-010
5.65555522514245e+003	-8.09991606540445e+000,7.41224088516420e+000	3.55371709440629e-003,-1.23444715360303e-003	-8.10078805638966e+000,7.41200787629317e+000	2.44623722510595e-008,4.58328391863811e-010
5.78597080074362e+003	-7.93130617356812e+000,7.42562124122285e+000	3.52573061279026e-003,-1.23676390107793e-003	-7.93218355619866e+000,7.42538789751496e+000	2.44623883366523e-008,4.68884399880996e-010
5.91939372428541e+003	-7.76217448840008e+000,7.43517843715660e+000	3.49765747810929e-003,-1.23844826583423e-003	-7.76305727639038e+000,7.43494488019890e+000	2.44624045704995e-008,4.79683487565742e-010
6.05589334439888e+003	-7.59269505559445e+000,7.44088774014510e+000	3.46952660161382e-003,-1.23949621533321e-003	-7.59358326009363e+000,7.44065409511200e+000	2.44624209430636e-008,4.90731265573836e-010
6.19554060887576e+003	-7.42304336433218e+000,7.44273434210294e+000	3.44136710859159e-003,-1.23990534241004e-003	-7.42393699074353e+000,7.44250073455933e+000	2.44624374455494e-008,5.02033474634244e-010
6.33840810154473e+003	-7.25339561867086e+000,7.44071344655997e+000	3.41320824336420e-003,-1.23967490314992e-003	-7.25429466663496e+000,7.44048000213617e+000	2.44624540685016e-008,5.13595988705306e-010
6.48457007999792e+003	-7.08392800353955e+000,7.43483029296681e+000	3.38507926908890e-003,-1.23880584328557e-003	-7.08483246968723e+000,7.43459713991610e+000	2.44624708028241e-008,5.25424818112996e-010
6.63410251418748e+003	-6.91481596463053e+000,7.42510014798390e+000	3.35700925999551e-003,-1.23730070631762e-003	-6.91572583430982e+000,7.42486740820536e+000	2.44624876406558e-008,5.37526112664322e-010
6.78708312591215e+003	-6.74623346707619e+000,7.41154817221898e+000	3.32902711167793e-003,-1.23516374741610e-003	-6.74714872277589e+000,7.41131596959244e+000	2.44625045737414e-008,5.49906164415426e-010
6.94359142921434e+003	-6.57835229277516e+000,7.39420928084464e+000	3.30116135421748e-003,-1.23240084079296e-003	-6.57927291394026e+000,7.39397774089783e+000	2.44625215943637e-008,5.62571411713501e-010
7.10370877170878e+003	-6.41134135222394e+000,7.37312793625320e+000	3.27344000028756e-003,-1.22901940260240e-003	-6.41226731012560e+000,7.37289718010332e+000	2.44625386951449e-008,5.75528441836133e-010
7.26751837686424e+003	-6.24536600723889e+000,7.34835784850109e+000	3.24589051359829e-003,-1.22502842938287e-003	-6.24629727019708e+000,7.34812799828594e+000	2.44625558702952e-008,5.88783994613909e-010
7.43510538726020e+003	-6.08058744286713e+000,7.31996166758506e+000	3.21853962576172e-003,-1.22043835913388e-003	-6.08152397142288e+000,7.31973284045515e+000	2.44625731137011e-008,6.02344966007518e-010
7.60655690884100e+003	-5.91716205882909e+000,7.28801058482781e+000	3.19141329392577e-003,-1.21526107080651e-003	-5.91810380845581e+000,7.28778289553999e+000	2.44625904196375e-008,6.16218411592646e-010
7.78196205619054e+003	-5.75524090655167e+000,7.25258390005223e+000	3.16453662266562e-003,-1.20950983400048e-003	-5.75618783229604e+000,7.25235746633505e+000	2.44626077848357e-008,6.30411550128386e-010
7.96141199885094e+003	-5.59496918411053e+000,7.21376858962359e+000	3.13793365559446e-003,-1.20319908519351e-003	-5.59592122944788e+000,7.21354351782613e+000	2.44626252052651e-008,6.44931767254788e-010
8.14500000870935e+003	-5.43648574594895e+000,7.17165874082521e+000	3.11162748974817e-003,-1.19634457374218e-003	-5.43744285638290e+000,7.17143514255689e+000	2.44626426790487e-008,6.59786619539869e-010
8.33282150847742e+003	-5.27992270166757e+000,7.12635507293959e+000	3.08564001473465e-003,-1.18896304148865e-003	-5.28088481398913e+000,7.12613305084041e+000	2.44626602039681e-008,6.74983837901652e-010
8.52497412128875e+003	-5.12540503294793e+000,7.07796432619705e+000	3.05999200433093e-003,-1.18107231781821e-003	-5.12637208390638e+000,7.07774398486159e+000	2.44626777797531e-008,6.90531332142469e-010
8.72155772144005e+003	-4.97305028980766e+000,7.02659871386345e+000	3.03470294971987e-003,-1.17269107845653e-003	-4.97402221010150e+000,7.02638015133609e+000	2.44626954071605e-008,7.06437194312184e-010
8.92267448630230e+003	-4.82296832520816e+000,6.97237530799869e+000	3.00979106585084e-003,-1.16383880716172e-003	-4.82394503998246e+000,6.97215861569306e+000	2.44627130876265e-008,7.22709703597366e-010
9.12842894942908e+003	-4.67526108572693e+000,6.91541541757849e+000	2.98527330051511e-003,-1.15453575577337e-003	-4.67624252050450e+000,6.91520068827340e+000	2.44627308242944e-008,7.39357330073293e-010
9.33892805488945e+003	-4.53002246713644e+000,6.85584400605812e+000	2.96116521947498e-003,-1.14480272093584e-003	-4.53100854236542e+000,6.85563132562611e+000	2.44627486205905e-008,7.56388739249631e-010
9.55428121285382e+003	-4.38733820920185e+000,6.79378905736979e+000	2.93748106417964e-003,-1.13466104477840e-003	-4.38832884415742e+000,6.79357851003989e+000	2.44627664822978e-008,7.73812796314421e-010
9.77460035646159e+003	-4.24728585230300e+000,6.72938099101996e+000	2.91423368656297e-003,-1.12413243345649e-003	-4.24828096185338e+000,6.72917265398239e+000	2.44627844156611e-008,7.91638571123076e-010
1.00000000000001e+004	-4.10993473484147e+000,6.66275205116229e+000	2.89143460488607e-003,-1.11323893953878e-003	-4.11093423312769e+000,6.66254599977741e+000	2.44628024280802e-008,8.09875342372191e-010
1.02305972984252e+004	-3.97534604537079e+000,6.59403574708873e+000	2.86909395755569e-003,-1.10200278576385e-003	-3.97634984279003e+000,6.59383204962927e+000	2.44628205290866e-008,8.28532602560318e-010
1.04665121082544e+004	-3.84357291063835e+000,6.52336627312921e+000	2.84722058299898e-003,-1.09044637135241e-003	-3.84458091879313e+000,6.52316499845580e+000	2.44628387287901e-008,8.47620062959888e-010
1.07078670498640e+004	-3.71466053454451e+000,6.45087800211938e+000	2.82582195556665e-003,-1.07859204848645e-003	-3.71567266034999e+000,6.45067920944909e+000	2.44628570388489e-008,8.67147658496385e-010
1.09547875712234e+004	-3.58864636317566e+000,6.37670494563428e+000	2.80490429720989e-003,-1.06646216841513e-003	-3.58966251369526e+000,6.37650869219774e+000	2.44628754723475e-008,8.87125552901597e-010
1.12074020130979e+004	-3.46556029179941e+000,6.30098027974425e+000	2.78447258724480e-003,-1.05407896633394e-003	-3.46658037564903e+000,6.30078662314454e+000	2.44628940435746e-008,9.07564144139244e-010
1.14658416757563e+004	-3.34542490295946e+000,6.22383591136815e+000	2.76453054565442e-003,-1.04146439074371e-003	-3.34644882500052e+000,6.22364489973233e+000	2.44629127683475e-008,9.28474069280509e-010
1.17302408872162e+004	-3.22825572455262e+000,6.14540203284151e+000	2.74508074481301e-003,-1.02864014705271e-003	-3.22928338901327e+000,6.14521370988316e+000	2.44629316638691e-008,9.49866210425263e-010
1.20007370730630e+004	-3.11406151580721e+000,6.06580673737771e+000	2.72612464340429e-003,-1.01562761296055e-003	-3.11509282772129e+000,6.06562114482207e+000	2.44629507487369e-008,9.71751700254087e-010
1.22774708278788e+004	-3.00284457327650e+000,5.98517567428428e+000	2.70766260713011e-003,-1.00244772581744e-003	-3.00387943620606e+000,5.98499284718636e+000	2.44629700429188e-008,9.94141927606525e-010
1.25605859883190e+004	-2.89460104838668e+000,5.90363170584729e+000	2.68969401936742e-003,-9.89121034804757e-004	-2.89563936929387e+000,5.90345168196963e+000	2.44629895681362e-008,1.01704854352639e-009
1.28502297078732e+004	-2.78932128463986e+000,5.82129465391194e+000	2.67221724259658e-003,-9.75667478206971e-004	-2.79036296711259e+000,5.82111745990335e+000	2.44630093468773e-008,1.04048346728482e-009
1.31465525333509e+004	-2.68699015455766e+000,5.73828100381806e+000	2.65522978661223e-003,-9.62106551323179e-004	-2.68803510574021e+000,5.73810666906123e+000	2.44630294039657e-008,1.06445889235835e-009
1.34497084831303e+004	-2.58758741194438e+000,5.65470371975043e+000	2.63872826590938e-003,-9.48457077196500e-004	-2.58863553723855e+000,5.65453226513216e+000	2.44630497650076e-008,1.08898729300428e-009
1.37598551272118e+004	-2.49108803992537e+000,5.57067202494374e+000	2.62270853796317e-003,-9.34737331701869e-004	-2.49213924733404e+000,5.57050347188277e+000	2.44630704576464e-008,1.11408143067135e-009
1.40771536691174e+004	-2.39746260515905e+000,5.48629126828450e+000	2.60716569387280e-003,-9.20964881107172e-004	-2.39851680143916e+000,5.48612563009447e+000	2.44630915106482e-008,1.13975436039016e-009
1.44017690296787e+004	-2.30667760541781e+000,5.40166277284479e+000	2.59209417371241e-003,-9.07156677495938e-004	-2.30773469920195e+000,5.40150006141901e+000	2.44631129548424e-008,1.16601943757391e-009
1.47338699327573e+004	-2.21869581566658e+000,5.31688373862304e+000	2.57748781253096e-003,-8.93329022392759e-004	-2.21975571917935e+000,5.31672396856998e+000	2.44631348222901e-008,1.19289032555811e-009
1.50736289929414e+004	-2.13347662924171e+000,5.23204719078403e+000	2.56333984005886e-003,-8.79497429790387e-004	-2.13453925307359e+000,5.23189036700555e+000	2.44631571466532e-008,1.22038100168017e-009
1.54212228052648e+004	-2.05097638682511e+000,5.14724190088113e+000	2.54964300845378e-003,-8.65676775450599e-004	-2.05204164362966e+000,5.14708802709975e+000	2.44631799638234e-008,1.24850576530543e-009
1.57768320369953e+004	-1.97114869969403e+000,5.06255237505340e+000	2.53638960952494e-003,-8.51881214290633e-004	-1.97221650340585e+000,5.06240145186815e+000	2.44632033103329e-008,1.27727924507515e-009
1.61406415215391e+004	-1.89394476040793e+000,4.97805884116108e+000	2.52357154554698e-003,-8.38124223991771e-004	-1.89501502780974e+000,4.97791087005965e+000	2.44632272254612e-008,1.30671640625445e-009
1.65128403545105e+004	-1.81931364312347e+000,4.89383727685097e+000	2.51118034770947e-003,-8.24418534007782e-004	-1.82038629159018e+000,4.89369225440696e+000	2.44632517501058e-008,1.33683255883125e-009
1.68936219920180e+004	-1.74720258946594e+000,4.80995942931273e+000	2.49920725491605e-003,-8.10776204445077e-004	-1.74827753852014e+000,4.80981735119886e+000	2.44632769267177e-008,1.36764336519614e-009
1.72831843512154e+004	-1.67755728253427e+000,4.72649287453571e+000	2.48764323569009e-003,-7.97208577526044e-004	-1.67863445251323e+000,4.72635373187998e+000	2.44633027996758e-008,1.39916484861124e-009
1.76817299131727e+004	-1.61032210570901e+000,4.64350106882482e+000	2.47647905910401e-003,-7.83726357943329e-004	-1.61140141980947e+000,4.64336485389198e+000	2.44633294156050e-008,1.43141340114800e-009
1.80894658281187e+004	-1.54544038861065e+000,4.56104343983854e+000	2.46570530233561e-003,-7.70339541873881e-004	-1.54652177094748e+000,4.56091014061625e+000	2.44633568227447e-008,1.46440579250509e-009
1.85066040231104e+004	-1.48285463722246e+000,4.47917546035512e+000	2.45531242090241e-003,-7.57057513954869e-004	-1.48393801470471e+000,4.47904506603987e+000	2.44633850721117e-008,1.49815917851916e-009
1.89333613121856e+004	-1.42250675071918e+000,4.39794875748588e+000	2.44529075880509e-003,-7.43888996564747e-004	-1.42359205180434e+000,4.39782125496440e+000	2.44634142165084e-008,1.53269111032438e-009
1.93699595090552e+004	-1.36433822305328e+000,4.31741121606465e+000	2.43563058774637e-003,-7.30842080791524e-004	-1.36542537726399e+000,4.31728658838417e+000	2.44634443108728e-008,1.56801954334846e-009
1.98166255423944e+004	-1.30829033025292e+000,4.23760708313135e+000	2.42632215691200e-003,-7.17924297893282e-004	-1.30937926981989e+000,4.23748531469440e+000	2.44634754126305e-008,1.60416284655848e-009
2.02735915737921e+004	-1.25430430424934e+000,4.15857709939314e+000	2.41735569383579e-003,-7.05142560993898e-004	-1.25539496251197e+000,4.15845817101089e+000	2.44635075818144e-008,1.64113981213992e-009
2.07410951184211e+004	-1.20232149225806e+000,4.08035860997902e+000	2.40872145773098e-003,-6.92503262181495e-004	-1.20341380516800e+000,4.08024250387552e+000	2.44635408809022e-008,1.67896966523540e-009
2.12193791684897e+004	-1.15228350337998e+000,4.00298569944679e+000	2.40040974567946e-003,-6.80012242098024e-004	-1.15337740891568e+000,4.00287239759723e+000	2.44635753750785e-008,1.71767207394350e-009
2.17086923195408e+004	-1.10413234214978e+000,3.92648932430652e+000	2.39241090829405e-003,-6.67674789916852e-004	-1.10522777897859e+000,3.92637880388133e+000	2.44636111321962e-008,1.75726715956520e-009
2.22092888996636e+004	-1.05781052933421e+000,3.85089742852645e+000	2.38471540069172e-003,-6.55495759763885e-004	-1.05890743901895e+000,3.85078966972082e+000	2.44636482231337e-008,1.79777550701611e-009
2.27214291016840e+004	-1.01326121144714e+000,3.77623509009684e+000	2.37731376922572e-003,-6.43479496891281e-004	-1.01435953706546e+000,3.77613007151069e+000	2.44636867217167e-008,1.83921817560635e-009
2.32453791184046e+004	-9.70428258574424e-001,3.70252464646120e+000	2.37019668013502e-003,-6.31629897057875e-004	-9.71527944728370e-001,3.70242234522172e+000	2.44637267050633e-008,1.88161670987678e-009
2.37814112809617e+004	-9.29256351470129e-001,3.62978582347804e+000	2.36335493672978e-003,-6.19950437494109e-004	-9.30357344650031e-001,3.62968621676575e+000	2.44637682536036e-008,1.92499315094970e-009
2.43298042003743e+004	-8.89691058650309e-001,3.55803586815889e+000	2.35677948574386e-003,-6.08444177738758e-004	-8.90793306829060e-001,3.55793893183078e+000	2.44638114509693e-008,1.96937004787569e-009
2.48908429123560e+004	-8.51678903708118e-001,3.48728966962540e+000	2.35046144061226e-003,-5.97113821931788e-004	-8.52782357328168e-001,3.48719538238405e+000	2.44638563847513e-008,2.01477046946259e-009
2.54648190254673e+004	-8.15167423911529e-001,3.41755989730791e+000	2.34439206702120e-003,-5.85961657331245e-004	-8.16272034134020e-001,3.41746823385878e+000	2.44639031461707e-008,2.06121801612131e-009
2.60520308726829e+004	-7.80105220033173e-001,3.34885710747559e+000	2.33856282104941e-003,-5.74989677473788e-004	-7.81210940355773e-001,3.34876804534404e+000	2.44639518304003e-008,2.10873683224374e-009
2.66527836664557e+004	-7.46441998660260e-001,3.28118987707605e+000	2.33296532987634e-003,-5.64199510641862e-004	-7.47548783597151e-001,3.28110339130483e+000	2.44640025365806e-008,2.15735161881341e-009
2.72673896573550e+004	-7.14128606993245e-001,3.21456490787895e+000	2.32759141985138e-003,-5.53592518792410e-004	-7.15236413226056e-001,3.21448097622260e+000	2.44640553687673e-008,2.20708764603942e-009
2.78961682963640e+004	-6.83117061068456e-001,3.14898715133818e+000	2.32243309972624e-003,-5.43169738831638e-004	-6.84225846236437e-001,3.14890574917181e+000	2.44641104352440e-008,2.25797076674224e-009
2.85394464009193e+004	-6.53360567615243e-001,3.08445990896585e+000	2.31748258012214e-003,-5.32931958520747e-004	-6.54470290862379e-001,3.08438101187888e+000	2.44641678486462e-008,2.31002742958454e-009
2.91975583247792e+004	-6.24813540295654e-001,3.02098493817735e+000	2.31273227537738e-003,-5.22879732794306e-004	-6.25924162699169e-001,3.02090852431298e+000	2.44642277271603e-008,2.36328469297335e-009
2.98708461318095e+004	-5.97431610675688e-001,2.95856256206448e+000	2.30817479133476e-003,-5.13013346435118e-004	-5.98543094185734e-001,2.95848860733365e+000	2.44642901940995e-008,2.41777023900514e-009
3.05596597737762e+004	-5.71171634404772e-001,2.89719175752114e+000	2.30380294271909e-003,-5.03332893708943e-004	-5.72283942542074e-001,2.89712023916482e+000	2.44643553781078e-008,2.47351238799383e-009
3.12643572722385e+004	-5.45991693088817e-001,2.83687025437814e+000	2.29960974416380e-003,-4.93838258393210e-004	-5.47104790645679e-001,2.83680114977056e+000	2.44644234137643e-008,2.53054011293947e-009
3.19853049046360e+004	-5.21851092202479e-001,2.77759462253480e+000	2.29558841399308e-003,-4.84529145389201e-004	-5.22964945399095e-001,2.77752791025994e+000	2.44644944414779e-008,2.58888305488366e-009
3.27228773946671e+004	-4.98710355484569e-001,2.71936036137212e+000	2.29173236731747e-003,-4.75405070687871e-004	-4.99824931504514e-001,2.71929601902402e+000	2.44645686079894e-008,2.64857153815594e-009
3.34774581070577e+004	-4.76531216170302e-001,2.66216197777672e+000	2.28803522070840e-003,-4.66465400426306e-004	-4.77646483338700e-001,2.66209998308271e+000	2.44646460664622e-008,2.70963658616505e-009
3.42494392468203e+004	-4.55276605389289e-001,2.60599306304306e+000	2.28449079156336e-003,-4.57709370491516e-004	-4.56392533482967e-001,2.60593339588490e+000	2.44647269775850e-008,2.77210993736567e-009
3.50392220631094e+004	-4.34910638039697e-001,2.55084637159819e+000	2.28109308831864e-003,-4.49136067418167e-004	-4.36027197848782e-001,2.55078901186298e+000	2.44648115084865e-008,2.83602406207397e-009
3.58472170577764e+004	-4.15398596469191e-001,2.49671388995416e+000	2.27783630992845e-003,-4.40744449050946e-004	-4.16515759602360e-001,2.49665881657145e+000	2.44648998342408e-008,2.90141217902231e-009
3.66738441987345e+004	-3.96706912268872e-001,2.44358689901991e+000	2.27471484945976e-003,-4.32533385858743e-004	-3.97824651607393e-001,2.44353409289224e+000	2.44649921381617e-008,2.96830827276971e-009
3.75195331382435e+004	-3.78803146328117e-001,2.39145604063678e+000	2.27172328520896e-003,-4.24501647582666e-004	-3.79921435935699e-001,2.39140548448129e+000	2.44650886111926e-008,3.03674711134874e-009
3.83847234362285e+004	-3.61655967454240e-001,2.34031138117983e+000	2.26885637120929e-003,-4.16647885830193e-004	-3.62774781936488e-001,2.34026305574781e+000	2.44651894535287e-008,3.10676426429027e-009
3.92698647887473e+004	-3.45235129875516e-001,2.29014245856073e+000	2.26610904732262e-003,-4.08970707432731e-004	-3.46354445069582e-001,2.29009634724632e+000	2.44652948743761e-008,3.17839612109485e-009
4.01754172617277e+004	-3.29511449605020e-001,2.24093834442218e+000	2.26347642164828e-003,-4.01468620848019e-004	-3.30631241970249e-001,2.24089442956607e+000	2.44654050922704e-008,3.25167991015912e-009
4.11018515300932e+004	-3.14456780060552e-001,2.19268768709713e+000	2.26095377652249e-003,-3.94140091661416e-004	-3.15577027041410e-001,2.19264595262737e+000	2.44655203359970e-008,3.32665371809182e-009
4.20496491224040e+004	-3.00043986978499e-001,2.14537876249668e+000	2.25853655855206e-003,-3.86983523987996e-004	-3.01164666819827e-001,2.14533919296313e+000	2.44656408446077e-008,3.40335650947869e-009
4.30193026711389e+004	-2.86246922841092e-001,2.09899951627666e+000	2.25622037695333e-003,-3.79997280768055e-004	-2.87368014655451e-001,2.09896209761040e+000	2.44657668683206e-008,3.48182814717186e-009
4.40113161687485e+004	-2.73040400904805e-001,2.05353760783553e+000	2.25400099537937e-003,-3.73179672393855e-004	-2.74161884401866e-001,2.05350232563477e+000	2.44658986684527e-008,3.56210941289968e-009
4.50262052296131e+004	-2.60400169018162e-001,2.00898044539900e+000	2.25187433243318e-003,-3.66528987488512e-004	-2.61522024687847e-001,2.00894728651066e+000	2.44660365191211e-008,3.64424202850728e-009
4.60644973580413e+004	-2.48302883282429e-001,1.96531522484486e+000	2.24983645353272e-003,-3.60043481353234e-004	-2.49425092244999e-001,1.96528417649041e+000	2.44661807060884e-008,3.72826867757458e-009
4.71267322224487e+004	-2.36726081704164e-001,1.92252896094620e+000	2.24788356983677e-003,-3.53721398903675e-004	-2.37848625859368e-001,1.92250001217343e+000	2.44663315289533e-008,3.81423302760500e-009
4.82134619358586e+004	-2.25648157843821e-001,1.88060852376424e+000	2.24601202705250e-003,-3.47560945876141e-004	-2.26771019459383e-001,1.88058166236409e+000	2.44664893006444e-008,3.90217975269473e-009
