Freq.	V(v0)
2.78961682963641e+005	(-3.43560486034967e+001dB,-1.85603541402876e+000°)
2.85394464009194e+005	(-3.43562391635581e+001dB,-1.89880867678110e+000°)
2.91975583247794e+005	(-3.43564386044729e+001dB,-1.94256641129290e+000°)
2.98708461318097e+005	(-3.43566473396849e+001dB,-1.98733118716290e+000°)
3.05596597737763e+005	(-3.43568658018436e+001dB,-2.03312608511330e+000°)
3.12643572722386e+005	(-3.43570944436926e+001dB,-2.07997470811857e+000°)
3.19853049046361e+005	(-3.43573337389982e+001dB,-2.12790119274490e+000°)
3.27228773946673e+005	(-3.43575841835210e+001dB,-2.17693022070150e+000°)
3.34774581070578e+005	(-3.43578462960316e+001dB,-2.22708703060551e+000°)
3.42494392468205e+005	(-3.43581206193729e+001dB,-2.27839742996147e+000°)
3.50392220631096e+005	(-3.43584077215709e+001dB,-2.33088780735658e+000°)
3.58472170577765e+005	(-3.43587081969957e+001dB,-2.38458514487238e+000°)
3.66738441987346e+005	(-3.43590226675763e+001dB,-2.43951703071332e+000°)
3.75195331382437e+005	(-3.43593517840697e+001dB,-2.49571167205240e+000°)
3.83847234362287e+005	(-3.43596962273885e+001dB,-2.55319790809384e+000°)
3.92698647887475e+005	(-3.43600567099879e+001dB,-2.61200522335202e+000°)
4.01754172617278e+005	(-3.43604339773165e+001dB,-2.67216376114607e+000°)
4.11018515300933e+005	(-3.43608288093319e+001dB,-2.73370433730856e+000°)
4.20496491224042e+005	(-3.43612420220857e+001dB,-2.79665845410658e+000°)
4.30193026711391e+005	(-3.43616744693789e+001dB,-2.86105831437302e+000°)
4.40113161687487e+005	(-3.43621270444934e+001dB,-2.92693683584493e+000°)
4.50262052296133e+005	(-3.43626006819997e+001dB,-2.99432766570591e+000°)
4.60644973580415e+005	(-3.43630963596471e+001dB,-3.06326519532808e+000°)
4.71267322224489e+005	(-3.43636151003381e+001dB,-3.13378457520921e+000°)
4.82134619358588e+005	(-3.43641579741913e+001dB,-3.20592173009931e+000°)
4.93252513428718e+005	(-3.43647261006958e+001dB,-3.27971337431039e+000°)
5.04626783132522e+005	(-3.43653206509628e+001dB,-3.35519702720238e+000°)
5.16263340422852e+005	(-3.43659428500760e+001dB,-3.43241102883690e+000°)
5.28168233580594e+005	(-3.43665939795470e+001dB,-3.51139455578994e+000°)
5.40347650358358e+005	(-3.43672753798792e+001dB,-3.59218763711323e+000°)
5.52807921196656e+005	(-3.43679884532448e+001dB,-3.67483117043290e+000°)
5.65555522514250e+005	(-3.43687346662793e+001dB,-3.75936693817295e+000°)
5.78597080074367e+005	(-3.43695155529995e+001dB,-3.84583762388952e+000°)
5.91939372428546e+005	(-3.43703327178478e+001dB,-3.93428682870069e+000°)
6.05589334439893e+005	(-3.43711878388706e+001dB,-4.02475908779484e+000°)
6.19554060887581e+005	(-3.43720826710342e+001dB,-4.11729988699913e+000°)
6.33840810154478e+005	(-3.43730190496840e+001dB,-4.21195567938773e+000°)
6.48457007999797e+005	(-3.43739988941537e+001dB,-4.30877390190771e+000°)
6.63410251418754e+005	(-3.43750242115294e+001dB,-4.40780299199832e+000°)
6.78708312591221e+005	(-3.43760971005743e+001dB,-4.50909240417745e+000°)
6.94359142921439e+005	(-3.43772197558215e+001dB,-4.61269262656648e+000°)
7.10370877170883e+005	(-3.43783944718399e+001dB,-4.71865519732268e+000°)
7.26751837686430e+005	(-3.43796236476804e+001dB,-4.82703272094528e+000°)
7.43510538726026e+005	(-3.43809097915089e+001dB,-4.93787888441889e+000°)
7.60655690884106e+005	(-3.43822555254330e+001dB,-5.05124847315482e+000°)
7.78196205619060e+005	(-3.43836635905289e+001dB,-5.16719738668785e+000°)
7.96141199885101e+005	(-3.43851368520765e+001dB,-5.28578265408241e+000°)
8.14500000870942e+005	(-3.43866783050087e+001dB,-5.40706244899896e+000°)
8.33282150847749e+005	(-3.43882910795836e+001dB,-5.53109610436718e+000°)
8.52497412128882e+005	(-3.43899784472855e+001dB,-5.65794412660902e+000°)
8.72155772144012e+005	(-3.43917438269637e+001dB,-5.78766820935007e+000°)
8.92267448630238e+005	(-3.43935907912160e+001dB,-5.92033124655345e+000°)
9.12842894942915e+005	(-3.43955230730236e+001dB,-6.05599734500572e+000°)
9.33892805488952e+005	(-3.43975445726471e+001dB,-6.19473183607913e+000°)
9.55428121285390e+005	(-3.43996593647898e+001dB,-6.33660128668945e+000°)
9.77460035646167e+005	(-3.44018717060351e+001dB,-6.48167350936318e+000°)
1.00000000000002e+006	(-3.44041860425685e+001dB,-6.63001757132154e+000°)
1.02305972984253e+006	(-3.44066070181879e+001dB,-6.78170380248340e+000°)
1.04665121082544e+006	(-3.44091394826123e+001dB,-6.93680380228203e+000°)
1.07078670498641e+006	(-3.44117885000945e+001dB,-7.09539044518427e+000°)
1.09547875712235e+006	(-3.44145593583448e+001dB,-7.25753788479353e+000°)
1.12074020130980e+006	(-3.44174575777731e+001dB,-7.42332155641061e+000°)
1.14658416757564e+006	(-3.44204889210532e+001dB,-7.59281817791861e+000°)
1.17302408872163e+006	(-3.44236594030182e+001dB,-7.76610574885027e+000°)
1.20007370730631e+006	(-3.44269753008890e+001dB,-7.94326354748749e+000°)
1.22774708278789e+006	(-3.44304431648419e+001dB,-8.12437212583449e+000°)
1.25605859883191e+006	(-3.44340698289197e+001dB,-8.30951330229657e+000°)
1.28502297078733e+006	(-3.44378624222868e+001dB,-8.49877015188774e+000°)
1.31465525333510e+006	(-3.44418283808337e+001dB,-8.69222699378047e+000°)
1.34497084831305e+006	(-3.44459754591284e+001dB,-8.88996937600122e+000°)
1.37598551272119e+006	(-3.44503117427174e+001dB,-9.09208405706542e+000°)
1.40771536691175e+006	(-3.44548456607724e+001dB,-9.29865898433520e+000°)
1.44017690296788e+006	(-3.44595859990819e+001dB,-9.50978326887277e+000°)
1.47338699327574e+006	(-3.44645419133812e+001dB,-9.72554715655201e+000°)
1.50736289929415e+006	(-3.44697229430153e+001dB,-9.94604199518009e+000°)
1.54212228052649e+006	(-3.44751390249260e+001dB,-1.01713601973702e+001°)
1.57768320369955e+006	(-3.44808005079534e+001dB,-1.04015951988968e+001°)
1.61406415215392e+006	(-3.44867181674366e+001dB,-1.06368414122523e+001°)
1.65128403545107e+006	(-3.44929032201008e+001dB,-1.08771941751175e+001°)
1.68936219920182e+006	(-3.44993673392105e+001dB,-1.11227496934446e+001°)
1.72831843512156e+006	(-3.45061226699666e+001dB,-1.13736049788442e+001°)
1.76817299131729e+006	(-3.45131818451250e+001dB,-1.16298577799592e+001°)
1.80894658281188e+006	(-3.45205580008053e+001dB,-1.18916065075000e+001°)
1.85066040231105e+006	(-3.45282647924585e+001dB,-1.21589501526069e+001°)
1.89333613121858e+006	(-3.45363164109573e+001dB,-1.24319881982035e+001°)
1.93699595090554e+006	(-3.45447275987661e+001dB,-1.27108205229947e+001°)
1.98166255423945e+006	(-3.45535136661468e+001dB,-1.29955472977651e+001°)
2.02735915737923e+006	(-3.45626905073477e+001dB,-1.32862688736275e+001°)
2.07410951184213e+006	(-3.45722746167188e+001dB,-1.35830856618754e+001°)
2.12193791684899e+006	(-3.45822831046930e+001dB,-1.38860980050929e+001°)
2.17086923195410e+006	(-3.45927337135620e+001dB,-1.41954060391834e+001°)
2.22092888996637e+006	(-3.46036448329749e+001dB,-1.45111095459834e+001°)
2.27214291016842e+006	(-3.46150355150762e+001dB,-1.48333077961437e+001°)
2.32453791184048e+006	(-3.46269254891959e+001dB,-1.51620993819690e+001°)
2.37814112809619e+006	(-3.46393351759953e+001dB,-1.54975820399314e+001°)
2.43298042003744e+006	(-3.46522857009673e+001dB,-1.58398524625921e+001°)
2.48908429123562e+006	(-3.46657989071791e+001dB,-1.61890060996948e+001°)
2.54648190254675e+006	(-3.46798973671397e+001dB,-1.65451369482283e+001°)
2.60520308726831e+006	(-3.46946043936677e+001dB,-1.69083373312897e+001°)
2.66527836664559e+006	(-3.47099440496229e+001dB,-1.72786976656291e+001°)
2.72673896573552e+006	(-3.47259411563634e+001dB,-1.76563062178010e+001°)
2.78961682963642e+006	(-3.47426213007765e+001dB,-1.80412488489091e+001°)
2.85394464009195e+006	(-3.47600108407286e+001dB,-1.84336087479918e+001°)
2.91975583247795e+006	(-3.47781369087693e+001dB,-1.88334661541670e+001°)
2.98708461318098e+006	(-3.47970274139198e+001dB,-1.92408980677342e+001°)
3.05596597737764e+006	(-3.48167110413697e+001dB,-1.96559779505159e+001°)
3.12643572722387e+006	(-3.48372172498989e+001dB,-2.00787754158166e+001°)
3.19853049046362e+006	(-3.48585762668395e+001dB,-2.05093559084766e+001°)
3.27228773946674e+006	(-3.48808190803868e+001dB,-2.09477803756091e+001°)
3.34774581070579e+006	(-3.49039774290671e+001dB,-2.13941049287265e+001°)
3.42494392468206e+006	(-3.49280837881687e+001dB,-2.18483804980846e+001°)
3.50392220631097e+006	(-3.49531713529439e+001dB,-2.23106524802073e+001°)
3.58472170577767e+006	(-3.49792740183889e+001dB,-2.27809603796910e+001°)
3.66738441987348e+006	(-3.50064263554180e+001dB,-2.32593374465322e+001°)
3.75195331382438e+006	(-3.50346635832488e+001dB,-2.37458103103712e+001°)
3.83847234362288e+006	(-3.50640215378283e+001dB,-2.42403986131948e+001°)
3.92698647887476e+006	(-3.50945366361379e+001dB,-2.47431146421981e+001°)
4.01754172617280e+006	(-3.51262458362315e+001dB,-2.52539629646593e+001°)
4.11018515300935e+006	(-3.51591865928737e+001dB,-2.57729400668357e+001°)
4.20496491224043e+006	(-3.51933968086699e+001dB,-2.63000339990399e+001°)
4.30193026711393e+006	(-3.52289147805969e+001dB,-2.68352240292037e+001°)
4.40113161687488e+006	(-3.52657791418724e+001dB,-2.73784803073708e+001°)
4.50262052296134e+006	(-3.53040287991286e+001dB,-2.79297635436932e+001°)
4.60644973580417e+006	(-3.53437028648868e+001dB,-2.84890247026162e+001°)
4.71267322224491e+006	(-3.53848405853664e+001dB,-2.90562047160389e+001°)
4.82134619358590e+006	(-3.54274812636975e+001dB,-2.96312342183169e+001°)
4.93252513428719e+006	(-3.54716641786482e+001dB,-3.02140333060322e+001°)
5.04626783132524e+006	(-3.55174284990203e+001dB,-3.08045113254877e+001°)
5.16263340422854e+006	(-3.55648131939116e+001dB,-3.14025666908917e+001°)
5.28168233580596e+006	(-3.56138569390917e+001dB,-3.20080867361709e+001°)
5.40347650358360e+006	(-3.56645980197837e+001dB,-3.26209476032923e+001°)
5.52807921196658e+006	(-3.57170742301948e+001dB,-3.32410141698837e+001°)
5.65555522514252e+006	(-3.57713227701876e+001dB,-3.38681400188077e+001°)
5.78597080074369e+006	(-3.58273801395318e+001dB,-3.45021674521782e+001°)
5.91939372428548e+006	(-3.58852820302230e+001dB,-3.51429275520976e+001°)
6.05589334439895e+006	(-3.59450632173998e+001dB,-3.57902402901456e+001°)
6.19554060887583e+006	(-3.60067574494342e+001dB,-3.64439146873619e+001°)
6.33840810154480e+006	(-3.60703973378066e+001dB,-3.71037490261395e+001°)
6.48457007999799e+006	(-3.61360142474113e+001dB,-3.77695311150834e+001°)
6.63410251418756e+006	(-3.62036381879679e+001dB,-3.84410386074945e+001°)
6.78708312591223e+006	(-3.62732977072340e+001dB,-3.91180393737136e+001°)
6.94359142921442e+006	(-3.63450197867331e+001dB,-3.98002919271102e+001°)
7.10370877170886e+006	(-3.64188297407175e+001dB,-4.04875459030315e+001°)
7.26751837686432e+006	(-3.64947511190873e+001dB,-4.11795425895408e+001°)
7.43510538726028e+006	(-3.65728056149787e+001dB,-4.18760155082856e+001°)
7.60655690884108e+006	(-3.66530129777160e+001dB,-4.25766910433398e+001°)
7.78196205619063e+006	(-3.67353909318004e+001dB,-4.32812891153808e+001°)
7.96141199885104e+006	(-3.68199551025688e+001dB,-4.39895238980892e+001°)
8.14500000870945e+006	(-3.69067189491181e+001dB,-4.47011045732089e+001°)
8.33282150847752e+006	(-3.69956937050359e+001dB,-4.54157361202850e+001°)
8.52497412128885e+006	(-3.70868883274213e+001dB,-4.61331201367128e+001°)
8.72155772144015e+006	(-3.71803094546143e+001dB,-4.68529556833901e+001°)
8.92267448630241e+006	(-3.72759613729791e+001dB,-4.75749401509735e+001°)
9.12842894942918e+006	(-3.73738459930105e+001dB,-4.82987701415031e+001°)
9.33892805488955e+006	(-3.74739628349512e+001dB,-4.90241423599821e+001°)
9.55428121285393e+006	(-3.75763090240252e+001dB,-4.97507545103816e+001°)
9.77460035646170e+006	(-3.76808792953041e+001dB,-5.04783061904921e+001°)
1.00000000000000e+007	(-3.77876660081407e+001dB,-5.12064997800547e+001°)
