Time (s),Channel 1 (V),Channel 2 (V)
-0.00310125,-0.594719983,-1.137973787
-0.0031,-0.588654612,-1.125136329
-0.00309875,-0.58202459,-1.112244753
-0.0030975,-0.575692083,-1.099620753
-0.00309625,-0.569242033,-1.087128298
-0.003095,-0.562940956,-1.074637951
-0.00309375,-0.556437139,-1.061156645
-0.0030925,-0.550008964,-1.047964792
-0.00309125,-0.543225985,-1.034810746
-0.00309,-0.536499686,-1.022056852
-0.00308875,-0.529938277,-1.008025796
-0.0030875,-0.52338528,-0.994712888
-0.00308625,-0.516507805,-0.981588862
-0.003085,-0.509881999,-0.968466398
-0.00308375,-0.503199435,-0.954977059
-0.0030825,-0.496360626,-0.941178125
-0.00308125,-0.489552969,-0.927909665
-0.00308,-0.482655718,-0.913877255
-0.00307875,-0.475705309,-0.899870444
-0.0030775,-0.468611519,-0.886019719
-0.00307625,-0.461794222,-0.872519209
-0.003075,-0.454969341,-0.858811417
-0.00307375,-0.447987011,-0.845053669
-0.0030725,-0.440574994,-0.830342982
-0.00307125,-0.433348279,-0.815527941
-0.00307,-0.426540718,-0.802116352
-0.00306875,-0.419451663,-0.787741721
-0.0030675,-0.412349808,-0.773583668
-0.00306625,-0.40502919,-0.758796249
-0.003065,-0.397951168,-0.745290741
-0.00306375,-0.390645139,-0.730707935
-0.0030625,-0.383563669,-0.716452564
-0.00306125,-0.376269896,-0.702327107
-0.00306,-0.369003877,-0.687343028
-0.00305875,-0.361443382,-0.672089308
-0.0030575,-0.354179951,-0.658109039
-0.00305625,-0.346871276,-0.64294883
-0.003055,-0.339439903,-0.628274397
-0.00305375,-0.332151629,-0.613602227
-0.0030525,-0.324623525,-0.59847081
-0.00305125,-0.316724428,-0.582934353
-0.00305,-0.309428595,-0.568876166
-0.00304875,-0.301888103,-0.553534669
-0.0030475,-0.294391089,-0.538405085
-0.00304625,-0.286825378,-0.523449543
-0.003045,-0.27961757,-0.50973016
-0.00304375,-0.271971801,-0.494041956
-0.0030425,-0.264400618,-0.478801339
-0.00304125,-0.256746829,-0.463618941
-0.00304,-0.249098809,-0.447983897
-0.00303875,-0.241578577,-0.432627372
-0.0030375,-0.233820267,-0.417909276
-0.00303625,-0.226210879,-0.402385782
-0.003035,-0.218768437,-0.387395646
-0.00303375,-0.211089667,-0.371983221
-0.0030325,-0.203215492,-0.355985419
-0.00303125,-0.195544084,-0.340165977
-0.00303,-0.187606981,-0.325829863
-0.00302875,-0.179856543,-0.310056858
-0.0030275,-0.172206919,-0.294691775
-0.00302625,-0.164390408,-0.278957464
-0.003025,-0.156600928,-0.262988121
-0.00302375,-0.148907773,-0.24795523
-0.0030225,-0.140984991,-0.231974269
-0.00302125,-0.133161955,-0.216857228
-0.00302,-0.125379525,-0.201095628
-0.00301875,-0.117688801,-0.186112387
-0.0030175,-0.11003535,-0.170211845
-0.00301625,-0.102040751,-0.154155608
-0.003015,-0.094178878,-0.139027669
-0.00301375,-0.086366613,-0.123497259
-0.0030125,-0.078517135,-0.106922263
-0.00301125,-0.070595881,-0.091750498
-0.00301,-0.062601605,-0.075926335
-0.00300875,-0.054651607,-0.059673317
-0.0030075,-0.046987532,-0.044851601
-0.00300625,-0.039380537,-0.029683492
-0.003005,-0.031459378,-0.012765782
-0.00300375,-0.023255861,0.003067978
-0.0030025,-0.015588794,0.018342242
-0.00300125,-0.007638061,0.034215032
-0.003,0.000306212,0.050049085
-0.00299875,0.007856227,0.065393197
-0.0029975,0.015878383,0.081355879
-0.00299625,0.023985736,0.097800564
-0.002995,0.031999175,0.113092858
-0.00299375,0.039645242,0.128859377
-0.0029925,0.047449967,0.144410573
-0.00299125,0.055410779,0.160000885
-0.00299,0.063150308,0.17568769
-0.00298875,0.070892852,0.191493812
-0.0029875,0.078929318,0.20720116
-0.00298625,0.086660383,0.222412021
-0.002985,0.094572105,0.238355639
-0.00298375,0.102538738,0.254477786
-0.0029825,0.110132566,0.2700079
-0.00298125,0.117999671,0.285292518
-0.00298,0.125949635,0.300984696
-0.00297875,0.133638176,0.316566718
-0.0029775,0.141730524,0.332694541
-0.00297625,0.149435336,0.348139749
-0.002975,0.157085231,0.363812694
-0.00297375,0.164829086,0.379207335
-0.0029725,0.172911076,0.394549064
-0.00297125,0.180410338,0.409909545
-0.00297,0.187893184,0.425338212
-0.00296875,0.195749621,0.440381127
-0.0029675,0.203661225,0.456197112
-0.00296625,0.21139076,0.472061877
-0.002965,0.219013121,0.487622277
-0.00296375,0.226603745,0.502551896
-0.0029625,0.23420169,0.5175975
-0.00296125,0.242004794,0.532513096
-0.00296,0.249744578,0.548003317
-0.00295875,0.257256727,0.562939966
-0.0029575,0.264881865,0.579031933
-0.00295625,0.272257638,0.593597396
-0.002955,0.279557186,0.608378855
-0.00295375,0.287421067,0.623374214
-0.0029525,0.295296941,0.638792807
-0.00295125,0.30259087,0.653258645
-0.00295,0.309839114,0.668296442
-0.00294875,0.317597194,0.683292873
-0.0029475,0.324874042,0.698429899
-0.00294625,0.332439491,0.713222043
-0.002945,0.340397555,0.727940021
-0.00294375,0.347525446,0.743053477
-0.0029425,0.354651915,0.757452997
-0.00294125,0.362010742,0.771925452
-0.00294,0.369308864,0.787263143
-0.00293875,0.376608207,0.800639112
-0.0029375,0.38426035,0.81588623
-0.00293625,0.391358406,0.830758563
-0.002935,0.398460038,0.844652604
-0.00293375,0.405694013,0.859189493
-0.0029325,0.412986878,0.873770942
-0.00293125,0.420251602,0.887816899
-0.00293,0.427209224,0.900865546
-0.00292875,0.434249385,0.91586372
-0.0029275,0.441395325,0.93047337
-0.00292625,0.448343413,0.944432539
-0.002925,0.455325959,0.958767769
-0.00292375,0.462362295,0.972595191
-0.0029225,0.469339942,0.985543152
-0.00292125,0.476407675,0.999769292
-0.00292,0.483304429,1.01403367
-0.00291875,0.49008531,1.027086618
-0.0029175,0.496828507,1.040995859
-0.00291625,0.503662799,1.054431818
-0.002915,0.510706987,1.068213428
-0.00291375,0.51742909,1.082343242
-0.0029125,0.523958417,1.094740755
-0.00291125,0.530795466,1.10804435
-0.00291,0.537351732,1.121327336
-0.00290875,0.543961988,1.135237722
-0.0029075,0.550618746,1.147801682
-0.00290625,0.557480164,1.161445268
-0.002905,0.563842782,1.174831557
-0.00290375,0.570146939,1.187154328
-0.0029025,0.576706579,1.200184993
-0.00290125,0.583074173,1.212453533
-0.0029,0.589635779,1.226105449
-0.00289875,0.595814441,1.238096811
-0.0028975,0.602127141,1.250883525
-0.00289625,0.608441693,1.263252016
-0.002895,0.614864239,1.275791645
-0.00289375,0.620793154,1.288192382
-0.0028925,0.626883496,1.300165612
-0.00289125,0.632981087,1.311997236
-0.00289,0.639070319,1.324897907
-0.00288875,0.645473044,1.336969077
-0.0028875,0.65143485,1.348661833
-0.00288625,0.657284573,1.360550429
-0.002885,0.663328453,1.372329065
-0.00288375,0.669068811,1.384141705
-0.0028825,0.674765228,1.396004983
-0.00288125,0.680681399,1.407798043
-0.00288,0.68637595,1.419174876
-0.00287875,0.692256115,1.430378439
-0.0028775,0.697701587,1.441501208
-0.00287625,0.703214807,1.452464277
-0.002875,0.709236398,1.4643422
-0.00287375,0.714394778,1.475020804
-0.0028725,0.720084782,1.48614518
-0.00287125,0.725528036,1.497365738
-0.00287,0.730986734,1.508021999
-0.00286875,0.736201785,1.518523248
-0.0028675,0.741611465,1.529221142
-0.00286625,0.746885223,1.539557065
-0.002865,0.752078969,1.550089231
-0.00286375,0.757379401,1.561461568
-0.0028625,0.762277316,1.570744872
-0.00286125,0.767317379,1.581088277
-0.00286,0.772639599,1.591221651
-0.00285875,0.777927296,1.601182857
-0.0028575,0.782627214,1.610835084
-0.00285625,0.787290023,1.621140884
-0.002855,0.792088076,1.63034973
-0.00285375,0.796900148,1.640213951
-0.0028525,0.801656381,1.649863402
-0.00285125,0.806246753,1.659708733
-0.00285,0.811005671,1.668891689
-0.00284875,0.815747112,1.677574161
-0.0028475,0.820464506,1.687308697
-0.00284625,0.824736829,1.695914714
-0.002845,0.829058246,1.704656817
-0.00284375,0.833193734,1.71343724
-0.0028425,0.837571019,1.72242577
-0.00284125,0.842372053,1.731688043
-0.00284,0.846406088,1.739929886
-0.00283875,0.850660051,1.747548409
-0.0028375,0.854935183,1.755965102
-0.00283625,0.858883045,1.763919392
-0.002835,0.863123114,1.772459874
-0.00283375,0.867028741,1.780557573
-0.0028325,0.870687406,1.788265229
-0.00283125,0.874481062,1.795558741
-0.00283,0.878484347,1.803689742
-0.00282875,0.882341335,1.811824078
-0.0028275,0.885812632,1.818747179
-0.00282625,0.889584455,1.826011797
-0.002825,0.893391736,1.834090613
-0.00282375,0.896609306,1.840301307
-0.0028225,0.900365655,1.84741892
-0.00282125,0.903775435,1.854136927
-0.00282,0.907100311,1.860872403
-0.00281875,0.910476717,1.867989703
-0.0028175,0.913675718,1.874611808
-0.00281625,0.916812787,1.880323139
-0.002815,0.919912187,1.886191941
-0.00281375,0.923186706,1.893784945
-0.0028125,0.926125792,1.899508568
-0.00281125,0.928972812,1.905405611
-0.00281,0.931886212,1.910954641
-0.00280875,0.935043504,1.916802711
-0.0028075,0.937932253,1.922869698
-0.00280625,0.940631763,1.928274914
-0.002805,0.943407935,1.933820762
-0.00280375,0.945770865,1.938412557
-0.0028025,0.948633219,1.944422164
-0.00280125,0.951285337,1.949364644
-0.0028,0.95368564,1.954218608
-0.00279875,0.956006109,1.959118665
-0.0027975,0.958307055,1.963527764
-0.00279625,0.960559544,1.967929855
-0.002795,0.962578472,1.97249243
-0.00279375,0.965274173,1.97752895
-0.0027925,0.967351056,1.981362711
-0.00279125,0.969082075,1.985638147
-0.00279,0.971204941,1.989534207
-0.00278875,0.973283196,1.993356223
-0.0027875,0.974958122,1.997268245
-0.00278625,0.976696895,2.000973994
-0.002785,0.97836639,2.004065698
-0.00278375,0.980011229,2.007204174
-0.0027825,0.981701431,2.010471792
-0.00278125,0.983307042,2.013642387
-0.00278,0.984911802,2.017106665
-0.00277875,0.986457395,2.019946571
-0.0027775,0.987610892,2.021950521
-0.00277625,0.989134766,2.025276174
-0.002775,0.990551818,2.028043209
-0.00277375,0.991802219,2.029854823
-0.0027725,0.992865655,2.032818562
-0.00277125,0.994285518,2.035185541
-0.00277,0.995303329,2.037193887
-0.00276875,0.996221568,2.039442414
-0.0027675,0.99710077,2.040509437
-0.00276625,0.997803445,2.041560363
-0.002765,0.998651006,2.044027016
-0.00276375,0.999159203,2.044980338
-0.0027625,0.999779339,2.046466196
-0.00276125,1.000570875,2.04801697
-0.00276,1.000988969,2.048667729
-0.00275875,1.0016872,2.049777824
-0.0027575,1.002188988,2.051079398
-0.00275625,1.002375744,2.05161807
-0.002755,1.002520649,2.051641937
-0.00275375,1.002773815,2.052432749
-0.0027525,1.003139405,2.052980053
-0.00275125,1.003343262,2.052879774
-0.00275,1.003355246,2.052775612
-0.00274875,1.003170128,2.052562824
-0.0027475,1.003295196,2.05285244
-0.00274625,1.003162037,2.052734403
-0.002745,1.002876983,2.052529823
-0.00274375,1.002637383,2.051741111
-0.0027425,1.002329259,2.05097318
-0.00274125,1.002137226,2.050464214
-0.00274,1.001788515,2.049513289
-0.00273875,1.001198695,2.047921644
-0.0027375,1.000389594,2.04761994
-0.00273625,0.999945262,2.046408513
-0.002735,0.999317782,2.044521404
-0.00273375,0.998692016,2.043417805
-0.0027325,0.997800739,2.04101399
-0.00273125,0.997156837,2.039440014
-0.00273,0.996095272,2.03753805
-0.00272875,0.995084012,2.035704586
-0.0027275,0.994037871,2.033888806
-0.00272625,0.992947632,2.031277561
-0.002725,0.991981441,2.028870553
-0.00272375,0.990709996,2.026271296
-0.0027225,0.989312234,2.023808228
-0.00272125,0.98783972,2.020921198
-0.00272,0.986352208,2.017720044
-0.00271875,0.984969474,2.015369967
-0.0027175,0.983372153,2.011911863
-0.00271625,0.981608028,2.009216668
-0.002715,0.980232653,2.006542434
-0.00271375,0.978404095,2.002055747
-0.0027125,0.976570893,1.998057238
-0.00271125,0.975215546,1.99531459
-0.00271,0.973467038,1.9912111
-0.00270875,0.97129865,1.987375485
-0.0027075,0.969098505,1.982943721
-0.00270625,0.966928733,1.97900899
-0.002705,0.965126827,1.975144302
-0.00270375,0.962842561,1.970613958
-0.0027025,0.960549741,1.965446453
-0.00270125,0.958421072,1.961148247
-0.0027,0.955886435,1.956633634
-0.00269875,0.953504949,1.951307979
-0.0026975,0.951476403,1.946741099
-0.00269625,0.94866929,1.940850036
-0.002695,0.945850078,1.936028202
-0.00269375,0.943113879,1.930176959
-0.0026925,0.94043259,1.925081436
-0.00269125,0.937597105,1.919437431
-0.00269,0.934850041,1.913331852
-0.00268875,0.931918191,1.907868565
-0.0026875,0.928963983,1.901688477
-0.00268625,0.926006587,1.895322248
-0.002685,0.923165281,1.889549869
-0.00268375,0.920006509,1.883599059
-0.0026825,0.916728711,1.877262359
-0.00268125,0.913681114,1.87141134
-0.00268,0.910477315,1.864468131
-0.00267875,0.907312326,1.857654248
-0.0026775,0.903729602,1.850273293
-0.00267625,0.900191027,1.843461749
-0.002675,0.896718548,1.836410471
-0.00267375,0.893128522,1.829135558
-0.0026725,0.889547819,1.822186375
-0.00267125,0.885921053,1.814623044
-0.00267,0.882298566,1.807168455
-0.00266875,0.878497414,1.799475977
-0.0026675,0.87455162,1.791644808
-0.00266625,0.870454492,1.782944205
-0.002665,0.866963464,1.776381747
-0.00266375,0.863118925,1.768391809
-0.0026625,0.858899157,1.759344524
-0.00266125,0.854469019,1.75148571
-0.00266,0.850399351,1.743193027
-0.00265875,0.846127812,1.734423862
-0.0026575,0.841967487,1.726386102
-0.00265625,0.837980402,1.718258406
-0.002655,0.833600637,1.70906034
-0.00265375,0.828965587,1.699320077
-0.0026525,0.82450682,1.69039928
-0.00265125,0.82005107,1.68142032
-0.00265,0.815442239,1.672544749
-0.00264875,0.811063668,1.663755457
-0.0026475,0.806321782,1.654428188
-0.00264625,0.801399739,1.644285336
-0.002645,0.796898487,1.635084338
-0.00264375,0.792225834,1.625039775
-0.0026425,0.786922012,1.61505647
-0.00264125,0.782258328,1.605848714
-0.00264,0.777570685,1.596047952
-0.00263875,0.772574495,1.585584283
-0.0026375,0.76728615,1.57545354
-0.00263625,0.762116134,1.565428477
-0.002635,0.757081594,1.554531619
-0.00263375,0.75192008,1.543965349
-0.0026325,0.746577831,1.534026596
-0.00263125,0.741315654,1.523832681
-0.00263,0.736024605,1.512847961
-0.00262875,0.731168657,1.502813491
-0.0026275,0.725492145,1.490660685
-0.00262625,0.719820663,1.479858358
-0.002625,0.714267466,1.46912973
-0.00262375,0.708984569,1.457653441
-0.0026225,0.703327012,1.446818125
-0.00262125,0.697722122,1.43606709
-0.00262,0.692186619,1.424375056
-0.00261875,0.686358115,1.413109877
-0.0026175,0.680550696,1.401158993
-0.00261625,0.674688291,1.389254925
-0.002615,0.668676592,1.377748799
-0.00261375,0.663051968,1.366057957
-0.0026125,0.657202474,1.353806032
-0.00261125,0.651107368,1.341870596
-0.00261,0.645007753,1.329419628
-0.00260875,0.638909185,1.317254001
-0.0026075,0.632730851,1.305860068
-0.00260625,0.626851435,1.293950289
-0.002605,0.621038452,1.281361723
-0.00260375,0.614583484,1.269092746
-0.0026025,0.608513409,1.256636978
-0.00260125,0.602240959,1.243631124
-0.0026,0.595663546,1.231356343
-0.00259875,0.589145011,1.218820687
-0.0025975,0.582892392,1.205504715
-0.00259625,0.57638305,1.192176999
-0.002595,0.56993869,1.179589339
-0.00259375,0.563551833,1.166773735
-0.0025925,0.557283795,1.154207338
-0.00259125,0.5505851,1.140770358
-0.00259,0.544028764,1.12792898
-0.00258875,0.537358113,1.11445599
-0.0025875,0.530545771,1.100648988
-0.00258625,0.523684863,1.087428446
-0.002585,0.5172157,1.074649809
-0.00258375,0.510614587,1.060973215
-0.0025825,0.503627509,1.047108719
-0.00258125,0.496760937,1.033042695
-0.00258,0.48996352,1.019290878
-0.00257875,0.482849012,1.005415952
-0.0025775,0.476096335,0.992251268
-0.00257625,0.469278368,0.978570512
-0.002575,0.462172891,0.964804465
-0.00257375,0.455410207,0.950634496
-0.0025725,0.448482518,0.936734175
-0.00257125,0.441204327,0.921934704
-0.00257,0.434339458,0.908673934
-0.00256875,0.427157142,0.894100957
-0.0025675,0.419867271,0.879771566
-0.00256625,0.412642471,0.865660069
-0.002565,0.405732493,0.851583793
-0.00256375,0.398292028,0.836931433
-0.0025625,0.391071341,0.822516381
-0.00256125,0.383975629,0.807630587
-0.00256,0.376829545,0.793488476
-0.00255875,0.369268436,0.778515467
-0.0025575,0.361977173,0.764310503
-0.00255625,0.354845526,0.749889914
-0.002555,0.347370216,0.73484882
-0.00255375,0.339879757,0.720089399
-0.0025525,0.332266362,0.704734375
-0.00255125,0.324671845,0.689499485
-0.00255,0.317288927,0.675150074
-0.00254875,0.30973838,0.660262512
-0.0025475,0.302551089,0.645338704
-0.00254625,0.294939978,0.630527861
-0.002545,0.287339715,0.615293717
-0.00254375,0.27962209,0.599758081
-0.0025425,0.272093577,0.585389819
-0.00254125,0.264537202,0.570195479
-0.00254,0.256983083,0.554297765
-0.00253875,0.249447759,0.539349448
-0.0025375,0.241662834,0.523971314
-0.00253625,0.234099709,0.508680416
-0.002535,0.226350113,0.493744088
-0.00253375,0.218840269,0.479022764
-0.0025325,0.211210577,0.463504463
-0.00253125,0.203348187,0.447482958
-0.00253,0.19564003,0.432727451
-0.00252875,0.187977094,0.416781619
-0.0025275,0.180180053,0.401176003
-0.00252625,0.172514327,0.385810493
-0.002525,0.164797912,0.370392376
-0.00252375,0.156915686,0.354946946
-0.0025225,0.149015497,0.339320989
-0.00252125,0.141433814,0.323736368
-0.00252,0.133729564,0.308086982
-0.00251875,0.125913488,0.292367417
-0.0025175,0.117814251,0.276655172
-0.00251625,0.109876944,0.260945487
-0.002515,0.102222859,0.24564687
-0.00251375,0.09457296,0.229985668
-0.0025125,0.086626704,0.214465852
-0.00251125,0.078806456,0.198126071
-0.00251,0.070904558,0.182784064
-0.00250875,0.063067463,0.166661076
-0.0025075,0.055177393,0.15144645
-0.00250625,0.047149373,0.136261268
-0.002505,0.039561594,0.120558405
-0.00250375,0.031707173,0.104379302
-0.0025025,0.023521493,0.087929311
-0.00250125,0.015757825,0.072588568
-0.0025,0.007921422,0.057245006
-0.00249875,4.42E-05,0.041113123
-0.0024975,-0.007751819,0.025134376
-0.00249625,-0.015976919,0.008884732
-0.002495,-0.023612308,-0.005890617
-0.00249375,-0.031302469,-0.021662878
-0.0024925,-0.039260881,-0.036837948
-0.00249125,-0.047122746,-0.052845653
-0.00249,-0.055017325,-0.068728136
-0.00248875,-0.063071155,-0.084304319
-0.0024875,-0.070829909,-0.100941741
-0.00248625,-0.078504245,-0.11609315
-0.002485,-0.086556457,-0.131636288
-0.00248375,-0.094526089,-0.147452726
-0.0024825,-0.102231222,-0.163319411
-0.00248125,-0.110157016,-0.178751993
-0.00248,-0.11782299,-0.194470342
-0.00247875,-0.125583231,-0.210138875
-0.0024775,-0.133300104,-0.225053349
-0.00247625,-0.14119669,-0.240826415
-0.002475,-0.149049484,-0.25625732
-0.00247375,-0.156981764,-0.272095515
-0.0024725,-0.164761588,-0.287833747
-0.00247125,-0.172552928,-0.303673128
-0.00247,-0.180090731,-0.318533744
-0.00246875,-0.187785594,-0.333501774
-0.0024675,-0.195790253,-0.349636413
-0.00246625,-0.203257001,-0.364554945
-0.002465,-0.210827824,-0.379853198
-0.00246375,-0.218490815,-0.395568942
-0.0024625,-0.226219671,-0.410700553
-0.00246125,-0.234089548,-0.426335748
-0.00246,-0.241837102,-0.441896193
-0.00245875,-0.249250511,-0.456123089
-0.0024575,-0.256988506,-0.471932412
-0.00245625,-0.26463164,-0.487415277
-0.002455,-0.272245372,-0.502261115
-0.00245375,-0.279582642,-0.51695777
-0.0024525,-0.287187829,-0.53218124
-0.00245125,-0.294638541,-0.546925915
-0.00245,-0.302035331,-0.56175156
-0.00244875,-0.309426846,-0.576885978
-0.0024475,-0.317208971,-0.592446345
-0.00244625,-0.324784944,-0.606505806
-0.002445,-0.332159985,-0.62167815
-0.00244375,-0.339744933,-0.637011766
-0.0024425,-0.346803003,-0.6508046
-0.00244125,-0.354277865,-0.665884474
-0.00244,-0.361708279,-0.680602688
-0.00243875,-0.369338143,-0.69564805
-0.0024375,-0.376340153,-0.709503013
-0.00243625,-0.383449188,-0.723782703
-0.002435,-0.390844104,-0.738512934
-0.00243375,-0.397731073,-0.752939262
-0.0024325,-0.405239583,-0.767340353
-0.00243125,-0.412559393,-0.780823707
-0.00243,-0.419651715,-0.7960134
-0.00242875,-0.426826298,-0.809946642
-0.0024275,-0.434238848,-0.824730266
-0.00242625,-0.440909331,-0.838747139
-0.002425,-0.447809607,-0.852904954
-0.00242375,-0.455001572,-0.866452646
-0.0024225,-0.461942332,-0.880343957
-0.00242125,-0.468803437,-0.893389161
-0.00242,-0.475711084,-0.907460903
-0.00241875,-0.482407238,-0.921223617
-0.0024175,-0.489396585,-0.935163323
-0.00241625,-0.496522666,-0.948976117
-0.002415,-0.503348469,-0.962040323
-0.00241375,-0.510052344,-0.975930186
-0.0024125,-0.516814876,-0.989304985
-0.00241125,-0.523423647,-1.002510998
-0.00241,-0.530009164,-1.015677966
-0.00240875,-0.536755819,-1.028573542
-0.0024075,-0.543582066,-1.042615313
-0.00240625,-0.549893801,-1.055332529
-0.002405,-0.556450975,-1.06831286
-0.00240375,-0.562918194,-1.081362947
-0.0024025,-0.569217514,-1.093895012
-0.00240125,-0.575867996,-1.106946291
-0.0024,-0.582551858,-1.119940699
-0.00239875,-0.588687603,-1.132094165
-0.0023975,-0.594650056,-1.144325524
-0.00239625,-0.601142074,-1.157098549
-0.002395,-0.607335488,-1.169307038
-0.00239375,-0.613517047,-1.182271965
-0.0023925,-0.620019477,-1.194516283
-0.00239125,-0.626077679,-1.206589126
-0.00239,-0.63201825,-1.218209533
-0.00238875,-0.638197191,-1.230870494
-0.0023875,-0.644215769,-1.24305582
-0.00238625,-0.65001128,-1.254456493
-0.002385,-0.65609337,-1.266543698
-0.00238375,-0.662048621,-1.278498279
-0.0023825,-0.667899846,-1.290312668
-0.00238125,-0.673960551,-1.301267595
-0.00238,-0.679598008,-1.313459632
-0.00237875,-0.685177143,-1.324686037
-0.0023775,-0.690915375,-1.33581214
-0.00237625,-0.696582074,-1.347377565
-0.002375,-0.702045302,-1.358515726
-0.00237375,-0.707662048,-1.368854949
-0.0023725,-0.713268594,-1.379980711
-0.00237125,-0.718817633,-1.390824936
-0.00237,-0.724132957,-1.401944825
-0.00236875,-0.729466762,-1.412913852
-0.0023675,-0.734885971,-1.42416197
-0.00236625,-0.740262241,-1.433742638
-0.002365,-0.745165525,-1.444231378
-0.00236375,-0.750553857,-1.4551647
-0.0023625,-0.755818066,-1.465156725
-0.00236125,-0.76097342,-1.475084806
-0.00236,-0.76598889,-1.485554532
-0.00235875,-0.770837345,-1.495320866
-0.0023575,-0.775869516,-1.505569111
-0.00235625,-0.780897084,-1.514804083
-0.002355,-0.785641279,-1.524430905
-0.00235375,-0.790094259,-1.534002411
-0.0023525,-0.795114674,-1.543713335
-0.00235125,-0.799864316,-1.552984576
-0.00235,-0.804621222,-1.562156457
-0.00234875,-0.809145285,-1.571612927
-0.0023475,-0.813935118,-1.581043227
-0.00234625,-0.818261546,-1.589516232
-0.002345,-0.822595605,-1.598909467
-0.00234375,-0.826960848,-1.607855229
-0.0023425,-0.831482692,-1.616124863
-0.00234125,-0.835606266,-1.62475811
-0.00234,-0.839923148,-1.633122821
-0.00233875,-0.844335875,-1.641464259
-0.0023375,-0.848683698,-1.650142228
-0.00233625,-0.852663562,-1.658099744
-0.002335,-0.856578573,-1.665822382
-0.00233375,-0.860492787,-1.674089361
-0.0023325,-0.864545106,-1.681887598
-0.00233125,-0.868441712,-1.689255941
-0.00233,-0.872272585,-1.697646217
-0.00232875,-0.876045552,-1.70561287
-0.0023275,-0.879771626,-1.712034537
-0.00232625,-0.883512914,-1.719871798
-0.002325,-0.887288257,-1.726843356
-0.00232375,-0.890784981,-1.733901893
-0.0023225,-0.894139311,-1.741058212
-0.00232125,-0.897556392,-1.748053625
-0.00232,-0.901037496,-1.755143391
-0.00231875,-0.904331502,-1.761323715
-0.0023175,-0.907553663,-1.767953695
-0.00231625,-0.910938734,-1.7742372
-0.002315,-0.91393132,-1.780849507
-0.00231375,-0.917062524,-1.786771604
-0.0023125,-0.919925663,-1.792764789
-0.00231125,-0.922940627,-1.798863487
-0.00231,-0.926223324,-1.805301116
-0.00230875,-0.929126833,-1.810987029
-0.0023075,-0.93188381,-1.816574237
-0.00230625,-0.934570284,-1.821909625
-0.002305,-0.937454685,-1.827155329
-0.00230375,-0.93999568,-1.832508612
-0.0023025,-0.942432869,-1.838036546
-0.00230125,-0.945225775,-1.843175907
-0.0023,-0.947564641,-1.847843723
-0.00229875,-0.949971031,-1.852539487
-0.0022975,-0.952201221,-1.856970125
-0.00229625,-0.95469609,-1.862287391
-0.002295,-0.956908211,-1.866655284
-0.00229375,-0.958995675,-1.870624052
-0.0022925,-0.961055324,-1.874780355
-0.00229125,-0.963200461,-1.879197886
-0.00229,-0.965345238,-1.883610993
-0.00228875,-0.967301715,-1.887946128
-0.0022875,-0.969081158,-1.890608902
-0.00228625,-0.970944069,-1.893947025
-0.002285,-0.972904208,-1.897969426
-0.00228375,-0.974419308,-1.901069871
-0.0022825,-0.975990287,-1.904052893
-0.00228125,-0.977657459,-1.907534389
-0.00228,-0.979415175,-1.911339266
-0.00227875,-0.980779882,-1.913682983
-0.0022775,-0.982002677,-1.916129638
-0.00227625,-0.983492746,-1.919401185
-0.002275,-0.984765446,-1.921265481
-0.00227375,-0.985948838,-1.923998287
-0.0022725,-0.987055485,-1.92635279
-0.00227125,-0.988380016,-1.928850739
-0.00227,-0.989343934,-1.930846321
-0.00226875,-0.990346502,-1.932385979
-0.0022675,-0.991256878,-1.934122456
-0.00226625,-0.991734133,-1.935447611
-0.002265,-0.992675174,-1.937731724
-0.00226375,-0.993647219,-1.939439039
-0.0022625,-0.994324854,-1.940730819
-0.00226125,-0.995209236,-1.941658021
-0.00226,-0.995711712,-1.942432428
-0.00225875,-0.995971368,-1.943708013
-0.0022575,-0.996310748,-1.944746135
-0.00225625,-0.996785943,-1.945019621
-0.002255,-0.997084568,-1.945419534
-0.00225375,-0.997381592,-1.946234333
-0.0022525,-0.997629553,-1.946637572
-0.00225125,-0.997764427,-1.946637728
-0.00225,-0.99766591,-1.946761757
-0.00224875,-0.997871444,-1.947541786
-0.0022475,-0.997736426,-1.946444841
-0.00224625,-0.997267747,-1.94582694
-0.002245,-0.997200958,-1.945891601
-0.00224375,-0.997166638,-1.945236036
-0.0022425,-0.996793493,-1.94494341
-0.00224125,-0.996215686,-1.943770862
-0.00224,-0.995814467,-1.943148719
-0.00223875,-0.995466171,-1.942205759
-0.0022375,-0.994745125,-1.94052787
-0.00223625,-0.99406794,-1.939370821
-0.002235,-0.993616814,-1.938260305
-0.00223375,-0.993011486,-1.93671836
-0.0022325,-0.992130699,-1.934532051
-0.00223125,-0.991188033,-1.933048636
-0.00223,-0.990048936,-1.93177756
-0.00222875,-0.989102802,-1.929499112
-0.0022275,-0.988012487,-1.926660914
-0.00222625,-0.987086135,-1.925664125
-0.002225,-0.98583817,-1.922437294
-0.00222375,-0.984515391,-1.920089612
-0.0022225,-0.983394515,-1.917302725
-0.00222125,-0.982100102,-1.914519435
-0.00222,-0.980594387,-1.911647113
-0.00221875,-0.979268052,-1.909186239
-0.0022175,-0.977660386,-1.905761079
-0.00221625,-0.975997202,-1.902267869
-0.002215,-0.974373067,-1.899438162
-0.00221375,-0.972515337,-1.89555445
-0.0022125,-0.970785004,-1.891694005
