time	V(vout)
4.69E-03	4.985649
4.69E-03	4.985339
4.69E-03	4.984685
4.69E-03	4.983685
4.69E-03	4.982342
4.69E-03	4.980653
4.69E-03	4.97862
4.69E-03	4.963351
4.69E-03	4.928028
4.69E-03	4.806434
4.69E-03	4.767349
4.69E-03	4.622186
4.69E-03	4.417819
4.69E-03	4.158314
4.69E-03	3.928966
4.69E-03	3.785359
4.69E-03	3.644156
4.69E-03	3.581638
4.69E-03	3.527462
4.69E-03	3.50653
4.69E-03	3.498883
4.69E-03	3.503747
4.69E-03	3.506633
4.69E-03	3.509995
4.69E-03	3.513833
4.69E-03	3.518146
4.69E-03	3.522936
4.69E-03	3.528202
4.69E-03	3.533943
4.69E-03	3.550401
4.69E-03	3.566603
4.69E-03	3.575622
4.69E-03	3.577909
4.69E-03	3.572474
4.69E-03	3.555562
4.69E-03	3.522444
4.69E-03	3.509897
4.69E-03	3.494026
4.69E-03	3.458197
4.69E-03	3.375909
4.69E-03	3.196498
4.69E-03	3.024307
4.69E-03	2.902507
4.69E-03	2.795337
4.69E-03	2.782238
4.69E-03	2.757497
4.69E-03	2.704554
4.69E-03	2.662078
4.69E-03	2.623164
4.69E-03	2.5448
4.69E-03	2.415492
4.69E-03	2.24868
4.69E-03	2.078767
4.69E-03	1.864503
4.69E-03	1.651402
4.69E-03	1.145388
4.70E-03	0.8154994
4.70E-03	0.3947562
4.70E-03	-0.07768948
4.70E-03	-0.7583566
4.70E-03	-1.460452
4.70E-03	-2.63383
4.70E-03	-4.173212
4.70E-03	-4.354887
4.70E-03	-4.664186
4.70E-03	-4.770731
4.70E-03	-4.848095
4.70E-03	-4.899518
4.70E-03	-4.929127
4.70E-03	-4.946712
4.70E-03	-4.956784
4.70E-03	-4.963887
4.70E-03	-4.970851
4.71E-03	-4.978707
4.71E-03	-4.979847
4.71E-03	-4.980291
4.71E-03	-4.980836
4.71E-03	-4.981836
4.71E-03	-4.983117
4.71E-03	-4.984149
4.71E-03	-4.984887
4.71E-03	-4.98522
4.71E-03	-4.985782
4.71E-03	-4.985597
4.71E-03	-4.984351
4.71E-03	-4.980703
4.72E-03	-4.971615
4.72E-03	-4.944349
4.72E-03	-4.869685
4.72E-03	-4.831933
4.72E-03	-4.68404
4.72E-03	-4.640008
4.72E-03	-4.532127
4.72E-03	-4.3159
4.72E-03	-3.996296
4.72E-03	-3.846982
4.72E-03	-3.670872
4.72E-03	-3.592126
4.72E-03	-3.533136
4.72E-03	-3.506964
4.72E-03	-3.495271
4.72E-03	-3.497566
4.72E-03	-3.509272
4.72E-03	-3.531907
4.72E-03	-3.550933
4.72E-03	-3.56623
4.72E-03	-3.573684
4.72E-03	-3.574579
4.72E-03	-3.567665
4.72E-03	-3.549043
4.72E-03	-3.50529
4.72E-03	-3.438968
4.72E-03	-3.317516
4.72E-03	-3.143547
4.72E-03	-3.000189
4.72E-03	-2.889129
4.72E-03	-2.772515
4.72E-03	-2.759962
4.72E-03	-2.730144
4.72E-03	-2.720808
4.72E-03	-2.711429
4.72E-03	-2.702007
4.72E-03	-2.692541
4.72E-03	-2.683032
4.72E-03	-2.673481
4.72E-03	-2.663886
4.72E-03	-2.621823
4.72E-03	-2.537054
4.72E-03	-2.398474
4.72E-03	-2.254113
4.72E-03	-2.069678
4.72E-03	-1.869357
4.72E-03	-1.661148
4.72E-03	-1.160293
4.72E-03	-0.8228133
4.72E-03	-0.3991412
4.72E-03	0.06392727
4.72E-03	0.7253181
4.72E-03	1.411965
4.73E-03	2.632738
4.73E-03	3.169699
4.73E-03	3.285997
4.73E-03	3.4012
4.73E-03	3.515306
4.73E-03	3.628315
4.73E-03	3.740229
4.73E-03	3.851046
4.73E-03	3.960767
4.73E-03	4.610809
4.73E-03	4.642839
4.73E-03	4.689964
4.73E-03	4.767623
4.73E-03	4.825469
4.73E-03	4.875595
4.73E-03	4.915759
4.73E-03	4.938698
4.73E-03	4.952596
4.73E-03	4.959779
4.73E-03	4.966146
4.73E-03	4.974475
4.73E-03	4.979602
4.73E-03	4.9799
4.73E-03	4.980282
4.73E-03	4.98098
4.73E-03	4.982244
4.74E-03	4.983358
4.74E-03	4.984471
4.74E-03	4.984962
4.74E-03	4.985562
4.74E-03	4.985617
4.74E-03	4.985653
4.74E-03	4.985346
4.74E-03	4.984697
4.74E-03	4.983706
4.74E-03	4.982373
4.74E-03	4.980698
4.74E-03	4.978681
4.74E-03	4.963548
4.74E-03	4.929016
4.74E-03	4.810233
4.74E-03	4.771125
4.74E-03	4.624718
4.74E-03	4.41705
4.74E-03	4.150555
4.74E-03	3.92162
4.74E-03	3.776216
4.74E-03	3.637291
4.74E-03	3.575213
4.74E-03	3.524075
4.74E-03	3.50497
4.74E-03	3.498856
4.74E-03	3.504988
4.74E-03	3.508194
4.74E-03	3.511846
4.74E-03	3.515943
4.74E-03	3.520486
4.74E-03	3.525474
4.74E-03	3.530907
4.74E-03	3.536786
4.74E-03	3.553727
4.74E-03	3.569087
4.74E-03	3.576747
4.74E-03	3.577595
4.74E-03	3.570462
4.74E-03	3.550554
4.74E-03	3.513185
4.74E-03	3.507785
4.74E-03	3.50209
4.74E-03	3.496101
4.74E-03	3.489817
4.74E-03	3.483239
4.74E-03	3.476365
4.74E-03	3.469197
4.74E-03	3.428476
4.74E-03	3.338199
4.74E-03	3.175918
4.75E-03	3.032995
4.75E-03	2.918575
4.75E-03	2.797236
4.75E-03	2.784641
4.75E-03	2.760921
4.75E-03	2.714482
4.75E-03	2.694383
4.75E-03	2.659357
4.75E-03	2.612812
4.75E-03	2.518607
4.75E-03	2.387957
4.75E-03	2.245412
4.75E-03	2.057891
4.75E-03	1.842797
4.75E-03	1.631245
4.75E-03	1.105943
4.75E-03	0.7744947
4.75E-03	0.3556606
4.75E-03	-0.1682214
4.75E-03	-0.9382843
4.75E-03	-1.741684
4.75E-03	-2.865689
4.75E-03	-3.141131
4.75E-03	-3.676773
4.75E-03	-4.364122
4.75E-03	-4.52173
4.76E-03	-4.657082
4.76E-03	-4.745495
4.76E-03	-4.816
4.76E-03	-4.871133
4.76E-03	-4.909868
4.76E-03	-4.933751
4.76E-03	-4.949997
4.76E-03	-4.958032
4.76E-03	-4.964537
4.76E-03	-4.972929
4.76E-03	-4.978994
4.76E-03	-4.979911
4.76E-03	-4.980335
4.76E-03	-4.981026
4.76E-03	-4.982281
4.76E-03	-4.983388
4.76E-03	-4.984499
4.76E-03	-4.98497
4.77E-03	-4.985561
4.77E-03	-4.98562
4.77E-03	-4.984478
4.77E-03	-4.981042
4.77E-03	-4.971764
4.77E-03	-4.935261
4.77E-03	-4.844777
4.77E-03	-4.793586
4.77E-03	-4.588405
4.77E-03	-4.344954
4.77E-03	-4.026121
4.77E-03	-3.86136
4.77E-03	-3.674637
4.77E-03	-3.586686
4.77E-03	-3.53191
4.77E-03	-3.50573
4.77E-03	-3.495358
4.77E-03	-3.50001
4.77E-03	-3.51536
4.77E-03	-3.535079
4.77E-03	-3.552849
4.77E-03	-3.566912
4.77E-03	-3.573814
4.77E-03	-3.573979
4.77E-03	-3.566029
4.77E-03	-3.544898
4.77E-03	-3.499804
4.77E-03	-3.42718
4.77E-03	-3.303798
4.77E-03	-3.112405
4.77E-03	-2.9699
4.77E-03	-2.861625
4.77E-03	-2.750234
4.77E-03	-2.737529
4.77E-03	-2.729244
4.77E-03	-2.720921
4.77E-03	-2.712563
4.77E-03	-2.704167
4.77E-03	-2.695736
4.77E-03	-2.687267
4.77E-03	-2.678762
4.77E-03	-2.654203
4.77E-03	-2.605323
4.77E-03	-2.506454
4.77E-03	-2.38122
4.77E-03	-2.246212
4.77E-03	-2.061928
4.77E-03	-1.850213
4.77E-03	-1.639845
4.77E-03	-1.128524
4.77E-03	-0.799697
4.78E-03	-0.3812587
4.78E-03	0.1051999
4.78E-03	0.8132588
4.78E-03	1.538166
4.78E-03	2.702224
4.78E-03	2.92948
4.78E-03	3.372498
4.78E-03	4.237685
4.78E-03	4.435978
4.78E-03	4.509742
4.78E-03	4.616328
4.78E-03	4.725368
4.78E-03	4.777682
4.78E-03	4.831919
4.78E-03	4.884472
4.78E-03	4.921648
4.78E-03	4.942587
4.78E-03	4.954762
4.78E-03	4.963356
4.78E-03	4.969273
4.78E-03	4.976769
4.78E-03	4.979984
4.79E-03	4.980043
4.79E-03	4.980308
4.79E-03	4.980829
4.79E-03	4.981778
4.79E-03	4.982933
4.79E-03	4.984032
4.79E-03	4.985035
4.79E-03	4.985394
4.79E-03	4.9859
4.79E-03	4.984699
4.79E-03	4.984505
4.79E-03	4.983846
4.79E-03	4.98272
4.79E-03	4.981129
4.79E-03	4.979071
4.79E-03	4.976548
4.79E-03	4.973558
4.80E-03	4.964988
4.80E-03	4.945227
4.80E-03	4.938369
4.80E-03	4.904459
4.80E-03	4.794864
4.80E-03	4.759158
4.80E-03	4.640786
4.80E-03	4.434015
4.80E-03	4.195482
4.80E-03	3.925976
4.80E-03	3.781265
4.80E-03	3.638368
4.80E-03	3.579113
4.80E-03	3.52241
4.80E-03	3.504783
4.80E-03	3.499805
4.80E-03	3.505671
4.80E-03	3.509182
4.80E-03	3.513157
4.80E-03	3.517594
4.80E-03	3.522494
4.80E-03	3.527857
4.80E-03	3.533684
4.80E-03	3.539973
4.80E-03	3.558816
4.80E-03	3.573778
4.80E-03	3.579982
4.80E-03	3.578597
4.80E-03	3.568577
4.80E-03	3.544661
4.80E-03	3.535487
4.80E-03	3.523677
4.80E-03	3.496314
4.80E-03	3.430522
4.80E-03	3.278845
4.80E-03	3.091424
4.80E-03	2.956012
4.80E-03	2.850175
4.80E-03	2.74249
4.80E-03	2.72947
4.80E-03	2.698061
4.80E-03	2.659659
4.80E-03	2.615821
4.80E-03	2.527224
4.80E-03	2.397946
4.80E-03	2.255007
4.80E-03	2.072205
4.80E-03	1.864592
4.80E-03	1.654458
4.80E-03	1.147219
4.80E-03	0.8165627
4.80E-03	0.3952473
4.80E-03	-0.08040025
4.80E-03	-0.7681274
4.80E-03	-1.476369
4.81E-03	-2.644597
4.81E-03	-4.232414
4.81E-03	-4.39233
4.81E-03	-4.662522
4.81E-03	-4.765401
4.81E-03	-4.841784
4.81E-03	-4.896465
4.81E-03	-4.927522
4.81E-03	-4.945734
4.81E-03	-4.957273
4.81E-03	-4.964231
4.81E-03	-4.971057
4.81E-03	-4.978706
4.81E-03	-4.979835
4.81E-03	-4.980272
4.81E-03	-4.980809
4.81E-03	-4.9818
4.81E-03	-4.982959
4.82E-03	-4.984055
4.82E-03	-4.985055
4.82E-03	-4.985412
4.82E-03	-4.985891
4.82E-03	-4.984567
4.82E-03	-4.981815
4.82E-03	-4.975525
4.82E-03	-4.957783
4.82E-03	-4.931819
4.82E-03	-4.922805
4.82E-03	-4.879519
4.82E-03	-4.758979
4.82E-03	-4.721696
4.82E-03	-4.611349
4.82E-03	-4.425324
4.82E-03	-4.223255
4.82E-03	-3.993782
4.82E-03	-3.861316
4.82E-03	-3.698994
4.82E-03	-3.617747
4.82E-03	-3.549475
4.82E-03	-3.51721
4.82E-03	-3.500498
4.82E-03	-3.499874
4.82E-03	-3.509971
4.82E-03	-3.534175
4.82E-03	-3.554147
4.82E-03	-3.569907
4.82E-03	-3.577882
4.82E-03	-3.579369
4.82E-03	-3.573146
4.82E-03	-3.555756
4.82E-03	-3.513957
4.82E-03	-3.45012
4.82E-03	-3.332122
4.82E-03	-3.165699
4.82E-03	-3.019416
4.82E-03	-2.906481
4.83E-03	-2.787235
4.83E-03	-2.774775
4.83E-03	-2.751301
4.83E-03	-2.738359
4.83E-03	-2.725387
4.83E-03	-2.712384
4.83E-03	-2.699351
4.83E-03	-2.686287
4.83E-03	-2.673193
4.83E-03	-2.660069
4.83E-03	-2.613684
4.83E-03	-2.519841
4.83E-03	-2.392068
4.83E-03	-2.250861
4.83E-03	-2.066858
4.83E-03	-1.855122
4.83E-03	-1.644332
4.83E-03	-1.130701
4.83E-03	-0.8011323
4.83E-03	-0.3822395
4.83E-03	0.1097317
4.83E-03	0.8300224
4.83E-03	1.565801
4.83E-03	2.723612
4.83E-03	2.966055
4.83E-03	3.437613
4.83E-03	4.357006
4.83E-03	4.508909
4.83E-03	4.561484
4.83E-03	4.650613
4.83E-03	4.724042
4.84E-03	4.809421
4.84E-03	4.866881
4.84E-03	4.906579
4.84E-03	4.93154
4.84E-03	4.94872
4.84E-03	4.957531
4.84E-03	4.964186
4.84E-03	4.972222
4.84E-03	4.978865
4.84E-03	4.979898
4.84E-03	4.980348
4.84E-03	4.980994
4.84E-03	4.982168
4.84E-03	4.983316
4.84E-03	4.984408
4.84E-03	4.98493
4.85E-03	4.985548
4.85E-03	4.985658
4.85E-03	4.985709
4.85E-03	4.985348
4.85E-03	4.984575
4.85E-03	4.983391
4.85E-03	4.981796
4.85E-03	4.979789
4.85E-03	4.977371
4.85E-03	4.963096
4.85E-03	4.925074
4.85E-03	4.810776
4.85E-03	4.773119
4.85E-03	4.632896
4.85E-03	4.420325
4.85E-03	4.151484
4.85E-03	3.916119
4.85E-03	3.768829
4.85E-03	3.631598
4.85E-03	3.571002
4.85E-03	3.522491
4.85E-03	3.505283
4.85E-03	3.500564
4.85E-03	3.507668
4.85E-03	3.511726
4.85E-03	3.516205
4.85E-03	3.521105
4.85E-03	3.526425
4.85E-03	3.532167
4.85E-03	3.53833
4.85E-03	3.544914
4.85E-03	3.55412
4.85E-03	3.569219
4.85E-03	3.578177
4.85E-03	3.579692
4.85E-03	3.573112
4.85E-03	3.554734
4.85E-03	3.518565
4.85E-03	3.513446
4.85E-03	3.508039
4.85E-03	3.502347
4.85E-03	3.496367
4.85E-03	3.490102
4.85E-03	3.483549
4.85E-03	3.476711
4.85E-03	3.437772
4.85E-03	3.350803
4.85E-03	3.166285
4.85E-03	2.999608
4.85E-03	2.88181
4.85E-03	2.766891
4.85E-03	2.754523
4.85E-03	2.725061
4.85E-03	2.719124
4.85E-03	2.713151
4.85E-03	2.707143
4.85E-03	2.701098
4.85E-03	2.695019
4.85E-03	2.688903
4.85E-03	2.682752
4.85E-03	2.659079
4.85E-03	2.611852
4.85E-03	2.516217
4.85E-03	2.387619
4.85E-03	2.245384
4.85E-03	2.060273
4.85E-03	1.844799
4.85E-03	1.633675
4.85E-03	1.113051
4.85E-03	0.7841128
4.85E-03	0.3674097
4.86E-03	-0.1447968
4.86E-03	-0.9323815
4.86E-03	-1.703466
4.86E-03	-2.857731
4.86E-03	-3.140529
4.86E-03	-3.691287
4.86E-03	-4.278084
4.86E-03	-4.416436
4.86E-03	-4.625451
4.86E-03	-4.724759
4.86E-03	-4.808319
4.86E-03	-4.868856
4.86E-03	-4.908124
4.86E-03	-4.932586
4.86E-03	-4.949256
4.86E-03	-4.957726
4.86E-03	-4.964293
4.86E-03	-4.972567
4.86E-03	-4.978947
4.86E-03	-4.979911
4.87E-03	-4.980343
4.87E-03	-4.981013
4.87E-03	-4.982229
4.87E-03	-4.983355
4.87E-03	-4.984457
4.87E-03	-4.98495
4.87E-03	-4.985552
4.87E-03	-4.985639
4.87E-03	-4.984539
4.87E-03	-4.981192
4.87E-03	-4.972224
4.87E-03	-4.93623
4.88E-03	-4.844142
4.88E-03	-4.795962
4.88E-03	-4.601271
4.88E-03	-4.358166
4.88E-03	-4.032259
4.88E-03	-3.861151
4.88E-03	-3.673075
4.88E-03	-3.584356
4.88E-03	-3.53097
4.88E-03	-3.50508
4.88E-03	-3.495096
4.88E-03	-3.500034
4.88E-03	-3.516178
4.88E-03	-3.535426
4.88E-03	-3.553059
4.88E-03	-3.566922
4.88E-03	-3.573769
4.88E-03	-3.573834
4.88E-03	-3.56572
4.88E-03	-3.544143
4.88E-03	-3.498946
4.88E-03	-3.425106
4.88E-03	-3.301603
4.88E-03	-3.128288
4.88E-03	-2.990921
4.88E-03	-2.881395
4.88E-03	-2.76701
4.88E-03	-2.754304
4.88E-03	-2.724067
4.88E-03	-2.71798
4.88E-03	-2.711854
4.88E-03	-2.705689
4.88E-03	-2.699485
4.88E-03	-2.693242
4.88E-03	-2.686959
4.88E-03	-2.680638
4.88E-03	-2.656465
4.88E-03	-2.608339
4.88E-03	-2.51104
4.88E-03	-2.385234
4.88E-03	-2.248085
4.88E-03	-2.063702
4.88E-03	-1.852204
4.88E-03	-1.641343
4.88E-03	-1.128386
4.88E-03	-0.7981112
4.88E-03	-0.3782391
4.88E-03	0.1116794
4.88E-03	0.8278639
4.88E-03	1.560581
4.89E-03	2.721563
4.89E-03	2.958758
4.89E-03	3.420421
4.89E-03	4.321056
4.89E-03	4.484879
4.89E-03	4.543305
4.89E-03	4.642509
4.89E-03	4.717704
4.89E-03	4.798362
4.89E-03	4.863422
4.89E-03	4.905771
4.89E-03	4.931198
4.89E-03	4.948547
4.89E-03	4.957502
4.89E-03	4.96419
4.89E-03	4.972084
4.89E-03	4.978847
4.89E-03	4.979899
4.89E-03	4.980352
4.89E-03	4.98099
4.89E-03	4.982152
4.89E-03	4.983307
4.90E-03	4.984396
4.90E-03	4.984924
4.90E-03	4.985546
4.90E-03	4.985662
4.90E-03	4.985712
4.90E-03	4.98527
4.90E-03	4.984336
4.90E-03	4.982911
4.90E-03	4.980995
4.90E-03	4.978587
4.90E-03	4.975688
4.90E-03	4.966695
4.90E-03	4.933931
4.90E-03	4.853197
4.90E-03	4.815126
4.90E-03	4.672852
4.90E-03	4.625721
4.90E-03	4.514941
4.90E-03	4.293573
4.90E-03	4.006941
4.90E-03	3.863341
4.90E-03	3.688399
4.90E-03	3.605352
4.90E-03	3.543811
4.90E-03	3.515656
4.90E-03	3.502525
4.90E-03	3.504066
4.90E-03	3.515528
4.90E-03	3.539887
4.90E-03	3.549044
4.90E-03	3.557116
4.90E-03	3.564102
4.90E-03	3.570002
4.90E-03	3.574816
4.90E-03	3.578544
4.90E-03	3.581187
4.90E-03	3.579452
4.90E-03	3.571321
4.90E-03	3.569575
4.90E-03	3.567623
4.90E-03	3.565466
4.90E-03	3.563103
4.90E-03	3.560535
4.90E-03	3.557762
4.90E-03	3.554783
4.90E-03	3.536756
4.90E-03	3.489853
4.90E-03	3.382149
4.90E-03	3.236868
4.90E-03	3.083722
4.90E-03	2.965031
4.90E-03	2.858631
4.90E-03	2.75127
4.90E-03	2.737872
4.90E-03	2.729118
4.90E-03	2.720315
4.90E-03	2.71146
4.90E-03	2.702554
4.90E-03	2.693598
4.90E-03	2.684591
4.90E-03	2.675533
4.90E-03	2.649288
4.90E-03	2.596777
4.91E-03	2.489701
4.91E-03	2.35497
4.91E-03	2.210335
4.91E-03	2.018741
4.91E-03	1.773263
4.91E-03	1.558797
4.91E-03	1.279252
4.91E-03	0.9858793
4.91E-03	0.6476001
4.91E-03	0.2311484
4.91E-03	-0.3200191
4.91E-03	-0.9429851
4.91E-03	-1.83499
4.91E-03	-2.767931
4.91E-03	-4.564362
4.91E-03	-4.588208
4.91E-03	-4.626373
4.91E-03	-4.691959
4.91E-03	-4.756567
4.91E-03	-4.840554
4.92E-03	-4.894206
4.92E-03	-4.924814
4.92E-03	-4.944822
4.92E-03	-4.956367
4.92E-03	-4.964104
4.92E-03	-4.970401
4.92E-03	-4.978663
4.92E-03	-4.979843
4.92E-03	-4.980291
4.92E-03	-4.980821
4.92E-03	-4.981799
4.92E-03	-4.982955
4.92E-03	-4.984051
4.92E-03	-4.985053
4.92E-03	-4.98541
4.93E-03	-4.98589
4.93E-03	-4.984576
4.93E-03	-4.981837
4.93E-03	-4.975578
4.93E-03	-4.958007
4.93E-03	-4.93265
4.93E-03	-4.923853
4.93E-03	-4.881472
4.93E-03	-4.760626
4.93E-03	-4.723624
4.93E-03	-4.613359
4.93E-03	-4.427144
4.93E-03	-4.224394
4.93E-03	-3.994369
4.93E-03	-3.861765
4.93E-03	-3.699125
4.93E-03	-3.617579
4.93E-03	-3.549411
4.93E-03	-3.517195
4.93E-03	-3.500541
4.93E-03	-3.499957
4.93E-03	-3.510086
4.93E-03	-3.534248
4.93E-03	-3.554201
4.93E-03	-3.569956
4.93E-03	-3.57793
4.93E-03	-3.579417
4.93E-03	-3.573192
4.93E-03	-3.5558
4.93E-03	-3.514008
4.93E-03	-3.450165
4.93E-03	-3.332184
4.93E-03	-3.165755
4.93E-03	-3.019501
4.93E-03	-2.906577
4.93E-03	-2.787326
4.93E-03	-2.774867
4.93E-03	-2.751393
4.93E-03	-2.738451
4.93E-03	-2.72548
4.93E-03	-2.712478
4.93E-03	-2.699446
4.93E-03	-2.686383
4.93E-03	-2.67329
4.93E-03	-2.660167
4.93E-03	-2.613782
4.93E-03	-2.519938
4.93E-03	-2.392126
4.93E-03	-2.250828
4.93E-03	-2.066823
4.93E-03	-1.855038
4.93E-03	-1.644225
4.93E-03	-1.130483
4.93E-03	-0.800934
4.93E-03	-0.382085
4.94E-03	0.1101783
4.94E-03	0.831012
4.94E-03	1.56731
4.94E-03	2.724666
4.94E-03	2.96792
4.94E-03	3.440995
4.94E-03	4.363249
4.94E-03	4.513276
4.94E-03	4.56488
4.94E-03	4.652392
4.94E-03	4.725467
4.94E-03	4.811903
4.94E-03	4.868165
4.94E-03	4.907217
4.94E-03	4.931897
4.94E-03	4.948928
4.94E-03	4.957603
4.94E-03	4.96422
4.94E-03	4.972387
4.94E-03	4.978898
4.94E-03	4.9799
4.94E-03	4.980343
4.95E-03	4.980999
4.95E-03	4.982191
4.95E-03	4.983331
4.95E-03	4.984427
4.95E-03	4.984938
4.95E-03	4.985549
4.95E-03	4.985651
4.95E-03	4.985748
4.95E-03	4.985254
4.95E-03	4.984171
4.95E-03	4.982498
4.95E-03	4.980234
4.95E-03	4.977381
4.95E-03	4.973938
4.95E-03	4.965669
4.95E-03	4.946166
4.95E-03	4.895852
4.96E-03	4.852426
4.96E-03	4.68127
4.96E-03	4.637523
4.96E-03	4.525115
4.96E-03	4.299847
4.96E-03	4.003584
4.96E-03	3.858239
4.96E-03	3.684183
4.96E-03	3.604665
4.96E-03	3.543717
4.96E-03	3.516333
4.96E-03	3.503598
4.96E-03	3.505199
4.96E-03	3.516441
4.96E-03	3.541113
4.96E-03	3.546484
4.96E-03	3.55237
4.96E-03	3.562826
4.96E-03	3.57624
4.96E-03	3.58225
4.96E-03	3.580455
4.96E-03	3.569853
4.96E-03	3.541374
4.96E-03	3.495581
4.96E-03	3.48856
4.96E-03	3.481214
4.96E-03	3.473543
4.96E-03	3.465548
4.96E-03	3.457228
4.96E-03	3.448584
4.96E-03	3.439615
4.96E-03	3.389449
4.96E-03	3.282075
4.96E-03	3.149238
4.96E-03	3.023388
4.96E-03	2.910246
4.96E-03	2.794689
4.96E-03	2.781691
4.96E-03	2.757121
4.96E-03	2.742141
4.96E-03	2.727108
4.96E-03	2.712023
4.96E-03	2.696885
4.96E-03	2.681694
4.96E-03	2.666451
4.96E-03	2.651155
4.96E-03	2.602262
4.96E-03	2.502745
4.96E-03	2.368723
4.96E-03	2.225313
4.96E-03	2.030957
4.96E-03	1.795186
4.96E-03	1.581214
4.96E-03	1.298652
4.96E-03	1.011892
4.96E-03	0.672651
4.96E-03	0.2546769
4.96E-03	-0.3240488
4.96E-03	-0.9541773
4.96E-03	-1.872604
4.96E-03	-2.824225
4.97E-03	-4.40477
4.97E-03	-4.499434
4.97E-03	-4.654071
4.97E-03	-4.746797
4.97E-03	-4.819914
4.97E-03	-4.876273
4.97E-03	-4.913464
4.97E-03	-4.935834
4.97E-03	-4.951198
4.97E-03	-4.958379
4.97E-03	-4.964917
4.97E-03	-4.973443
4.97E-03	-4.979016
4.97E-03	-4.979899
4.97E-03	-4.980319
4.97E-03	-4.981038
4.97E-03	-4.982339
4.97E-03	-4.983424
4.98E-03	-4.984546
4.98E-03	-4.984996
4.98E-03	-4.985576
4.98E-03	-4.98559
4.98E-03	-4.984368
4.98E-03	-4.980765
4.98E-03	-4.971735
4.98E-03	-4.944045
4.98E-03	-4.868432
4.98E-03	-4.830767
4.98E-03	-4.683358
4.98E-03	-4.639269
4.98E-03	-4.53156
4.98E-03	-4.315738
4.98E-03	-3.996214
4.98E-03	-3.846967
4.98E-03	-3.671043
4.98E-03	-3.592464
4.98E-03	-3.533411
4.98E-03	-3.507237
4.98E-03	-3.495524
4.98E-03	-3.497789
4.98E-03	-3.509452
4.98E-03	-3.53212
4.98E-03	-3.551154
4.98E-03	-3.566446
4.98E-03	-3.573892
4.98E-03	-3.574781
4.98E-03	-3.567863
4.98E-03	-3.549239
4.98E-03	-3.505479
4.98E-03	-3.439166
4.98E-03	-3.3177
4.98E-03	-3.143742
4.98E-03	-3.000404
4.98E-03	-2.889354
4.98E-03	-2.772749
4.98E-03	-2.760196
4.98E-03	-2.730378
4.98E-03	-2.721043
4.98E-03	-2.711665
4.98E-03	-2.702244
4.98E-03	-2.69278
4.98E-03	-2.683273
4.98E-03	-2.673723
4.98E-03	-2.66413
4.98E-03	-2.623605
4.98E-03	-2.542104
4.98E-03	-2.412921
4.99E-03	-2.260482
4.99E-03	-2.085346
4.99E-03	-1.882157
4.99E-03	-1.66977
4.99E-03	-1.172152
4.99E-03	-0.8217421
4.99E-03	-0.4009477
4.99E-03	0.06214675
4.99E-03	0.7164834
4.99E-03	1.397407
4.99E-03	2.630068
4.99E-03	3.236313
4.99E-03	3.432535
4.99E-03	3.626357
4.99E-03	3.81778
4.99E-03	4.006802
4.99E-03	4.193426
4.99E-03	4.377649
4.99E-03	4.559474
4.99E-03	4.581509
4.99E-03	4.6181
4.99E-03	4.681374
4.99E-03	4.747741
4.99E-03	4.844184
4.99E-03	4.898252
5.00E-03	4.927003
5.00E-03	4.946092
5.00E-03	4.95754
5.00E-03	4.964383
5.00E-03	4.971384
5.00E-03	4.979286
5.00E-03	4.979767
5.00E-03	4.980161
5.00E-03	4.980631
5.00E-03	4.981511
5.00E-03	4.982673
