time	V(vout)
0.00E+00	6.96949E-07
5.12E-04	3.29555E-06
5.18E-04	1.22671E-05
5.23E-04	1.57481E-05
5.29E-04	1.37386E-05
5.34E-04	6.23868E-06
5.40E-04	-6.75173E-06
5.45E-04	-2.52326E-05
5.51E-04	-4.9204E-05
5.58E-04	-5.27579E-05
5.65E-04	-4.2395E-06
5.76E-04	0.000158518
5.79E-04	0.000205866
5.83E-04	0.000225549
5.87E-04	0.000201124
5.90E-04	0.00011562
5.94E-04	-2.16419E-05
5.98E-04	-0.000231292
6.01E-04	-0.000454846
6.05E-04	-0.000698357
6.08E-04	-0.000854285
6.12E-04	-0.000879841
6.16E-04	-0.000710314
6.19E-04	-0.000319017
6.23E-04	0.000329312
6.26E-04	0.001147531
6.30E-04	0.002098873
6.34E-04	0.0029756
6.38E-04	0.003465127
6.41E-04	0.003304736
6.45E-04	0.002315196
6.49E-04	0.000336277
6.52E-04	-0.00254344
6.56E-04	-0.006035707
6.59E-04	-0.009749437
6.63E-04	-0.012831
6.67E-04	-0.01375935
6.71E-04	-0.01177829
6.74E-04	-0.006347685
6.78E-04	0.002966392
6.81E-04	0.01551498
6.85E-04	0.02997487
6.89E-04	0.04421643
6.93E-04	0.05316265
6.96E-04	0.05329055
7.00E-04	0.04123693
7.03E-04	0.01393906
7.07E-04	-0.02700223
7.11E-04	-0.07952284
7.14E-04	-0.137771
7.18E-04	-0.1854695
7.21E-04	-0.2141563
7.25E-04	-0.2160265
7.25E-04	-0.2141611
7.26E-04	-0.2072782
7.27E-04	-0.1905797
7.27E-04	-0.1855468
7.27E-04	-0.182755
7.28E-04	-0.1739796
7.28E-04	-0.1629584
7.29E-04	-0.1394318
7.30E-04	-0.1021141
7.32E-04	-0.05360948
7.34E-04	0.04830282
7.36E-04	0.1520239
7.38E-04	0.2723729
7.41E-04	0.4585676
7.44E-04	0.6506721
7.47E-04	0.8068082
7.50E-04	0.8722215
7.54E-04	0.8308554
7.54E-04	0.8207486
7.54E-04	0.7897024
7.55E-04	0.718406
7.56E-04	0.6999742
7.56E-04	0.657633
7.57E-04	0.5640627
7.57E-04	0.5581773
7.57E-04	0.5522176
7.57E-04	0.5461834
7.57E-04	0.5400748
7.57E-04	0.5338918
7.57E-04	0.5276343
7.57E-04	0.5213025
7.58E-04	0.4806267
7.58E-04	0.4257301
7.59E-04	0.3503295
7.59E-04	0.2781514
7.60E-04	0.1761354
7.60E-04	0.05721888
7.61E-04	-0.07025411
7.62E-04	-0.2654334
7.63E-04	-0.4900689
7.65E-04	-0.9809182
7.67E-04	-1.526291
7.70E-04	-2.236557
7.73E-04	-2.99868
7.77E-04	-3.480907
7.80E-04	-3.348893
7.84E-04	-2.374623
7.88E-04	-0.7254519
7.88E-04	-0.6354137
7.88E-04	-0.5441137
7.88E-04	-0.4515519
7.88E-04	-0.3577282
7.88E-04	-0.2626426
7.88E-04	-0.1662952
7.88E-04	-0.068686
7.89E-04	0.4739524
7.90E-04	1.433576
7.91E-04	2.521285
7.92E-04	2.726616
7.92E-04	3.256724
7.92E-04	3.474314
7.93E-04	3.913987
7.93E-04	3.964477
7.93E-04	4.015121
7.93E-04	4.065918
7.93E-04	4.116869
7.93E-04	4.167974
7.93E-04	4.219232
7.93E-04	4.270645
7.93E-04	4.488588
7.94E-04	4.636337
7.94E-04	4.741446
7.94E-04	4.822539
7.94E-04	4.882917
7.94E-04	4.91205
7.95E-04	4.932096
7.95E-04	4.945525
7.95E-04	4.95356
7.95E-04	4.963173
7.96E-04	4.973095
7.97E-04	4.979254
7.97E-04	4.980109
7.97E-04	4.980546
7.98E-04	4.981335
7.99E-04	4.98274
8.01E-04	4.983898
8.03E-04	4.985127
8.04E-04	4.98614
8.06E-04	4.987265
8.08E-04	4.987951
8.09E-04	4.987982
8.09E-04	4.988261
8.09E-04	4.988092
8.09E-04	4.987473
8.09E-04	4.986406
8.10E-04	4.98489
8.10E-04	4.982925
8.10E-04	4.980511
8.11E-04	4.97251
8.11E-04	4.955629
8.11E-04	4.903732
8.11E-04	4.878247
8.11E-04	4.866409
8.11E-04	4.827655
8.12E-04	4.701488
8.12E-04	4.420589
8.12E-04	4.207034
8.12E-04	3.951813
8.12E-04	3.783421
8.12E-04	3.588708
8.12E-04	3.473195
8.12E-04	3.379378
8.12E-04	3.32567
8.12E-04	3.290242
8.13E-04	3.272349
8.13E-04	3.263311
8.13E-04	3.258937
8.13E-04	3.258119
8.13E-04	3.256978
8.13E-04	3.255514
8.13E-04	3.253728
8.13E-04	3.251618
8.13E-04	3.249186
8.13E-04	3.246432
8.13E-04	3.235006
8.13E-04	3.201612
8.13E-04	3.154366
8.13E-04	3.069757
8.13E-04	3.068175
8.13E-04	3.057689
8.13E-04	3.043281
8.13E-04	3.013688
8.13E-04	2.979307
8.13E-04	2.93941
8.13E-04	2.859192
8.14E-04	2.708156
8.14E-04	2.514769
8.14E-04	2.293808
8.14E-04	2.06157
8.15E-04	1.568806
8.15E-04	1.279848
8.15E-04	0.9155581
8.16E-04	0.4987429
8.16E-04	-0.2057102
8.17E-04	-1.045617
8.18E-04	-1.956205
8.19E-04	-3.415735
8.19E-04	-4.022608
8.20E-04	-4.448245
8.20E-04	-4.54133
8.20E-04	-4.676075
8.20E-04	-4.786317
8.20E-04	-4.855715
8.20E-04	-4.886631
8.20E-04	-4.910105
8.21E-04	-4.925297
8.21E-04	-4.937543
8.21E-04	-4.95303
8.22E-04	-4.965023
8.22E-04	-4.975235
8.22E-04	-4.975953
8.23E-04	-4.976499
8.23E-04	-4.977037
8.24E-04	-4.977706
8.24E-04	-4.978918
8.26E-04	-4.980499
8.28E-04	-4.982002
8.29E-04	-4.983431
8.31E-04	-4.984787
8.34E-04	-4.986153
8.36E-04	-4.987502
8.38E-04	-4.988156
8.39E-04	-4.986004
8.40E-04	-4.980614
8.40E-04	-4.959104
8.41E-04	-4.92998
8.41E-04	-4.917057
8.41E-04	-4.871129
8.41E-04	-4.851349
8.41E-04	-4.776161
8.41E-04	-4.555326
8.41E-04	-4.35476
8.41E-04	-4.116862
8.42E-04	-3.86119
8.42E-04	-3.687931
8.42E-04	-3.509679
8.42E-04	-3.411485
8.42E-04	-3.318231
8.42E-04	-3.273437
8.42E-04	-3.24724
8.42E-04	-3.231587
8.42E-04	-3.224668
8.42E-04	-3.219238
8.42E-04	-3.210641
8.43E-04	-3.195187
8.43E-04	-3.163072
8.43E-04	-3.122133
8.43E-04	-3.11571
8.43E-04	-3.11021
8.43E-04	-3.102529
8.43E-04	-3.086263
8.43E-04	-3.051011
8.43E-04	-2.995594
8.43E-04	-2.925601
8.43E-04	-2.852441
8.43E-04	-2.694732
8.43E-04	-2.499515
8.44E-04	-2.2695
8.44E-04	-2.030196
8.44E-04	-1.543609
8.45E-04	-1.233683
8.45E-04	-0.8660032
8.45E-04	-0.4442852
8.46E-04	0.2110358
8.47E-04	1.066286
8.47E-04	1.924902
8.48E-04	3.331216
8.49E-04	3.916723
8.49E-04	4.515198
8.49E-04	4.571476
8.49E-04	4.653287
8.49E-04	4.767872
8.50E-04	4.837423
8.50E-04	4.871247
8.50E-04	4.900383
8.50E-04	4.920013
8.50E-04	4.931694
8.51E-04	4.946716
8.51E-04	4.960069
8.52E-04	4.971052
8.52E-04	4.976174
8.52E-04	4.976485
8.52E-04	4.976691
8.53E-04	4.977134
8.53E-04	4.977954
8.54E-04	4.97941
8.56E-04	4.981084
8.58E-04	4.982518
8.60E-04	4.983937
8.62E-04	4.98527
8.64E-04	4.986682
8.66E-04	4.987483
8.66E-04	4.988031
8.66E-04	4.988305
8.67E-04	4.988305
8.67E-04	4.988031
8.68E-04	4.987483
8.68E-04	4.98666
8.69E-04	4.985564
8.69E-04	4.985039
8.69E-04	4.98431
8.69E-04	4.983378
8.69E-04	4.982241
8.69E-04	4.9809
8.69E-04	4.979356
8.69E-04	4.977607
8.70E-04	4.966284
8.70E-04	4.937984
8.70E-04	4.930322
8.70E-04	4.892319
8.71E-04	4.782183
8.71E-04	4.750005
8.71E-04	4.653434
8.71E-04	4.49253
8.71E-04	4.314769
8.71E-04	3.972222
8.71E-04	3.779979
8.71E-04	3.556721
8.71E-04	3.432258
8.71E-04	3.347129
8.72E-04	3.293869
8.72E-04	3.260566
8.72E-04	3.241777
8.72E-04	3.23367
8.72E-04	3.23282
8.72E-04	3.23184
8.72E-04	3.230728
8.72E-04	3.229486
8.72E-04	3.228113
8.72E-04	3.226609
8.72E-04	3.224975
8.72E-04	3.219296
8.72E-04	3.202514
8.72E-04	3.172786
8.72E-04	3.122856
8.72E-04	3.11453
8.72E-04	3.10726
8.72E-04	3.097068
8.72E-04	3.075319
8.72E-04	3.02852
8.72E-04	2.980286
8.73E-04	2.925003
8.73E-04	2.804744
8.73E-04	2.607912
8.73E-04	2.39361
8.73E-04	2.184334
8.74E-04	1.947378
8.74E-04	1.725256
8.74E-04	1.393391
8.74E-04	1.087927
8.75E-04	0.6399809
8.75E-04	0.1953302
8.76E-04	-0.4789617
8.76E-04	-1.239869
8.77E-04	-2.422583
8.78E-04	-4.164757
8.79E-04	-4.410347
8.79E-04	-4.690673
8.79E-04	-4.814927
8.79E-04	-4.873738
8.79E-04	-4.902998
8.80E-04	-4.922074
8.80E-04	-4.934316
8.80E-04	-4.949865
8.81E-04	-4.961991
8.81E-04	-4.972652
8.82E-04	-4.976654
8.82E-04	-4.976804
8.82E-04	-4.977182
8.83E-04	-4.977907
8.84E-04	-4.979195
8.86E-04	-4.98098
8.87E-04	-4.982357
8.89E-04	-4.983851
8.91E-04	-4.985128
8.93E-04	-4.98659
8.95E-04	-4.987453
8.95E-04	-4.987745
8.96E-04	-4.987945
8.96E-04	-4.988053
8.97E-04	-4.988069
8.97E-04	-4.987993
8.97E-04	-4.987824
8.98E-04	-4.987564
8.98E-04	-4.985247
8.99E-04	-4.978301
9.00E-04	-4.962399
9.00E-04	-4.954691
9.00E-04	-4.92631
9.00E-04	-4.911712
9.00E-04	-4.862875
9.00E-04	-4.84212
9.00E-04	-4.766419
9.00E-04	-4.551458
9.00E-04	-4.357393
9.01E-04	-4.126832
9.01E-04	-3.883089
9.01E-04	-3.714803
9.01E-04	-3.533217
9.01E-04	-3.428529
9.01E-04	-3.33817
9.01E-04	-3.288704
9.01E-04	-3.256688
9.01E-04	-3.239826
9.01E-04	-3.230799
9.01E-04	-3.225373
9.02E-04	-3.217646
9.02E-04	-3.203355
9.02E-04	-3.176224
9.02E-04	-3.138447
9.02E-04	-3.130193
9.02E-04	-3.111489
9.02E-04	-3.106457
9.02E-04	-3.095605
9.02E-04	-3.072367
9.02E-04	-3.022324
9.02E-04	-2.979411
9.02E-04	-2.929312
9.02E-04	-2.820374
9.02E-04	-2.628627
9.03E-04	-2.422281
9.03E-04	-2.211723
9.03E-04	-1.972197
9.03E-04	-1.753777
9.04E-04	-1.444539
9.04E-04	-1.148035
9.04E-04	-0.7539005
9.05E-04	-0.3185455
9.05E-04	0.3399345
9.06E-04	1.140591
9.07E-04	2.110408
9.07E-04	2.883728
9.08E-04	3.827369
9.08E-04	4.468216
9.08E-04	4.496023
9.08E-04	4.545861
9.08E-04	4.625965
9.09E-04	4.739879
9.09E-04	4.827087
9.09E-04	4.864311
9.09E-04	4.892309
9.09E-04	4.912542
9.09E-04	4.927353
9.10E-04	4.940849
9.10E-04	4.957405
9.10E-04	4.968117
9.11E-04	4.97551
9.11E-04	4.976139
9.11E-04	4.976604
9.12E-04	4.97718
9.12E-04	4.978123
9.14E-04	4.979788
9.15E-04	4.981315
9.17E-04	4.98282
9.19E-04	4.98415
9.21E-04	4.985555
9.24E-04	4.986903
9.25E-04	4.987689
9.27E-04	4.988165
9.27E-04	4.988974
9.27E-04	4.988589
9.28E-04	4.987011
9.28E-04	4.984238
9.28E-04	4.980272
9.29E-04	4.975112
9.29E-04	4.968758
9.29E-04	4.964482
9.29E-04	4.94155
9.30E-04	4.872854
9.30E-04	4.830831
9.30E-04	4.674904
9.30E-04	4.637404
9.30E-04	4.549602
9.30E-04	4.374483
9.30E-04	4.02719
9.30E-04	3.807374
9.30E-04	3.608701
9.30E-04	3.441084
9.31E-04	3.352916
9.31E-04	3.289003
9.31E-04	3.255629
9.31E-04	3.238921
9.31E-04	3.231306
9.31E-04	3.226593
9.31E-04	3.219745
9.31E-04	3.209347
9.31E-04	3.20435
9.31E-04	3.198286
9.31E-04	3.191153
9.31E-04	3.182952
9.31E-04	3.173684
9.31E-04	3.163347
9.31E-04	3.151942
9.31E-04	3.085908
9.31E-04	3.084617
9.31E-04	3.075929
9.31E-04	3.063895
9.31E-04	3.038595
9.32E-04	2.985239
9.32E-04	2.932571
9.32E-04	2.818039
9.32E-04	2.624157
9.32E-04	2.414633
9.32E-04	2.203472
9.33E-04	1.964914
9.33E-04	1.745882
9.33E-04	1.432873
9.33E-04	1.135611
9.34E-04	0.7371306
9.34E-04	0.2995061
9.35E-04	-0.3598787
9.35E-04	-1.149557
9.36E-04	-2.159525
9.37E-04	-3.795434
9.37E-04	-4.016209
9.38E-04	-4.463449
9.38E-04	-4.558804
9.38E-04	-4.692253
9.38E-04	-4.799565
9.38E-04	-4.864685
9.39E-04	-4.894827
9.39E-04	-4.915087
9.39E-04	-4.93095
9.39E-04	-4.943861
9.40E-04	-4.959155
9.40E-04	-4.969596
9.41E-04	-4.97573
9.41E-04	-4.976234
9.41E-04	-4.976612
9.41E-04	-4.977131
9.42E-04	-4.978072
9.43E-04	-4.979733
9.45E-04	-4.981277
9.47E-04	-4.982775
9.48E-04	-4.98411
9.51E-04	-4.98551
9.53E-04	-4.986863
9.55E-04	-4.98765
9.56E-04	-4.988174
9.57E-04	-4.987028
9.58E-04	-4.983573
9.58E-04	-4.972625
9.59E-04	-4.949845
9.59E-04	-4.943048
9.59E-04	-4.919841
9.59E-04	-4.910792
9.59E-04	-4.874717
9.59E-04	-4.758305
9.59E-04	-4.728619
9.59E-04	-4.646221
9.59E-04	-4.4725
9.60E-04	-4.31288
9.60E-04	-3.996348
9.60E-04	-3.801373
9.60E-04	-3.592568
9.60E-04	-3.441869
9.60E-04	-3.351503
9.60E-04	-3.293158
9.60E-04	-3.256514
9.60E-04	-3.237826
9.60E-04	-3.229526
9.61E-04	-3.224958
9.61E-04	-3.218672
9.61E-04	-3.207099
9.61E-04	-3.185895
9.61E-04	-3.145883
9.61E-04	-3.087572
9.61E-04	-3.086247
9.61E-04	-3.077359
9.61E-04	-3.064993
9.61E-04	-3.038975
9.61E-04	-2.992352
9.61E-04	-2.937081
9.61E-04	-2.854019
9.61E-04	-2.691034
9.62E-04	-2.493383
9.62E-04	-2.263963
9.62E-04	-2.025521
9.63E-04	-1.536985
9.63E-04	-1.236228
9.63E-04	-0.8719559
9.64E-04	-0.4520875
9.64E-04	0.2087047
9.65E-04	1.063005
9.66E-04	1.923578
9.67E-04	3.328931
9.67E-04	3.914302
9.67E-04	4.518017
9.67E-04	4.57261
9.68E-04	4.652242
9.68E-04	4.764558
9.68E-04	4.835073
9.68E-04	4.869534
9.68E-04	4.898158
9.68E-04	4.917715
9.68E-04	4.930016
9.69E-04	4.945777
9.69E-04	4.959483
9.70E-04	4.970528
9.70E-04	4.976046
9.70E-04	4.976412
9.71E-04	4.976668
9.71E-04	4.977132
9.71E-04	4.977983
9.73E-04	4.979494
9.74E-04	4.981133
9.76E-04	4.982584
9.78E-04	4.98398
9.80E-04	4.985331
9.82E-04	4.986726
9.84E-04	4.987524
9.84E-04	4.988029
9.85E-04	4.988308
9.85E-04	4.988361
9.86E-04	4.988188
9.86E-04	4.98779
9.86E-04	4.987165
9.87E-04	4.986315
9.87E-04	4.981431
9.88E-04	4.968415
9.88E-04	4.964066
9.88E-04	4.94098
9.89E-04	4.873427
9.89E-04	4.831772
9.89E-04	4.677595
9.89E-04	4.640215
9.89E-04	4.552432
9.89E-04	4.377347
9.89E-04	4.030118
9.89E-04	3.808894
9.89E-04	3.610924
9.90E-04	3.443172
9.90E-04	3.354849
9.90E-04	3.290386
9.90E-04	3.256608
9.90E-04	3.239826
9.90E-04	3.232154
9.90E-04	3.227475
9.90E-04	3.220711
9.90E-04	3.217061
9.90E-04	3.211656
9.90E-04	3.196541
9.90E-04	3.161611
9.90E-04	3.156188
9.90E-04	3.143294
9.90E-04	3.11467
9.90E-04	3.108541
9.91E-04	3.100018
9.91E-04	3.081956
9.91E-04	3.043033
9.91E-04	2.993084
9.91E-04	2.917986
9.91E-04	2.837318
9.91E-04	2.664279
9.91E-04	2.467955
9.91E-04	2.251323
9.92E-04	2.010864
9.92E-04	1.508441
9.92E-04	1.215763
9.93E-04	0.845164
9.93E-04	0.4209901
9.94E-04	-0.3060268
9.95E-04	-1.142446
9.95E-04	-2.087883
9.96E-04	-3.590682
9.97E-04	-4.318845
9.97E-04	-4.511613
9.97E-04	-4.662249
9.97E-04	-4.77744
9.97E-04	-4.84981
9.98E-04	-4.881307
9.98E-04	-4.90775
9.98E-04	-4.922145
9.98E-04	-4.934599
9.98E-04	-4.950558
9.99E-04	-4.963463
1.00E-03	-4.973415
1.00E-03	-4.976449
1.00E-03	-4.977308
1.00E-03	-4.978046
1.00E-03	-4.979074
1.00E-03	-4.980217
1.00E-03	-4.981615
1.01E-03	-4.983117
1.01E-03	-4.984512
1.01E-03	-4.985892
1.01E-03	-4.987226
1.01E-03	-4.987929
1.02E-03	-4.987768
1.02E-03	-4.986333
1.02E-03	-4.981363
1.02E-03	-4.967916
1.02E-03	-4.947779
1.02E-03	-4.940683
1.02E-03	-4.917575
1.02E-03	-4.908766
1.02E-03	-4.875298
1.02E-03	-4.769786
1.02E-03	-4.740324
1.02E-03	-4.65763
1.02E-03	-4.497868
1.02E-03	-4.331416
1.02E-03	-4.001452
1.02E-03	-3.804994
1.02E-03	-3.569668
1.02E-03	-3.430854
1.02E-03	-3.3485
1.02E-03	-3.294777
1.02E-03	-3.262133
1.02E-03	-3.245416
1.02E-03	-3.238644
1.02E-03	-3.23428
1.02E-03	-3.227551
1.02E-03	-3.215519
1.02E-03	-3.192309
1.02E-03	-3.150692
1.02E-03	-3.088055
1.02E-03	-3.086673
1.02E-03	-3.077413
1.02E-03	-3.064559
1.02E-03	-3.037618
1.02E-03	-2.99123
1.02E-03	-2.93585
1.02E-03	-2.848505
1.02E-03	-2.684674
1.02E-03	-2.483636
1.02E-03	-2.258816
1.02E-03	-2.022243
1.02E-03	-1.525339
1.02E-03	-1.233277
1.02E-03	-0.8656448
1.02E-03	-0.4448158
1.02E-03	0.2636597
1.02E-03	1.116417
1.02E-03	2.014987
1.03E-03	2.730765
1.03E-03	2.889524
1.03E-03	3.049487
1.03E-03	3.210655
1.03E-03	3.373027
1.03E-03	3.536604
1.03E-03	3.701385
1.03E-03	3.867371
1.03E-03	4.120849
1.03E-03	4.576608
1.03E-03	4.744168
1.03E-03	4.839921
1.03E-03	4.87836
1.03E-03	4.907371
1.03E-03	4.923603
1.03E-03	4.935282
1.03E-03	4.950258
1.03E-03	4.963287
1.03E-03	4.973292
1.03E-03	4.976384
1.03E-03	4.977283
1.03E-03	4.978039
1.03E-03	4.979031
1.03E-03	4.980223
1.03E-03	4.981627
1.04E-03	4.983136
1.04E-03	4.984519
1.04E-03	4.985904
1.04E-03	4.987233
1.04E-03	4.987948
1.05E-03	4.987658
1.05E-03	4.987708
1.05E-03	4.987323
1.05E-03	4.986502
1.05E-03	4.985245
1.05E-03	4.983552
1.05E-03	4.981423
1.05E-03	4.978858
1.05E-03	4.967483
1.05E-03	4.96358
1.05E-03	4.940988
1.05E-03	4.848178
1.05E-03	4.806833
1.05E-03	4.647652
1.05E-03	4.443046
1.05E-03	4.167934
1.05E-03	3.911233
1.05E-03	3.740012
1.05E-03	3.548204
1.05E-03	3.440451
1.05E-03	3.350331
1.05E-03	3.300255
1.05E-03	3.26765
1.05E-03	3.250534
1.05E-03	3.241363
1.05E-03	3.235969
1.05E-03	3.22832
1.05E-03	3.225004
1.05E-03	3.220926
1.05E-03	3.216086
1.05E-03	3.210484
1.05E-03	3.20412
1.05E-03	3.196994
1.05E-03	3.189106
1.05E-03	3.139475
1.05E-03	3.068489
1.05E-03	3.066912
1.05E-03	3.063476
1.05E-03	3.056496
1.05E-03	3.042112
1.05E-03	3.012485
1.05E-03	2.981208
1.05E-03	2.950219
1.05E-03	2.894868
1.05E-03	2.776874
1.05E-03	2.602907
1.05E-03	2.365865
1.05E-03	2.118857
1.05E-03	1.900996
1.05E-03	1.656227
1.05E-03	1.289609
1.05E-03	0.9222357
1.05E-03	0.4924228
1.05E-03	-0.0671638
1.05E-03	-0.8749514
1.05E-03	-1.649466
1.05E-03	-2.977549
1.06E-03	-4.444349
1.06E-03	-4.479474
1.06E-03	-4.542034
1.06E-03	-4.639719
1.06E-03	-4.75409
1.06E-03	-4.837216
1.06E-03	-4.871875
1.06E-03	-4.901069
1.06E-03	-4.91878
1.06E-03	-4.930973
1.06E-03	-4.946687
1.06E-03	-4.960266
1.06E-03	-4.971122
1.06E-03	-4.976194
1.06E-03	-4.976704
1.06E-03	-4.977143
1.06E-03	-4.97796
1.06E-03	-4.979409
1.06E-03	-4.981087
1.06E-03	-4.982517
1.07E-03	-4.983939
1.07E-03	-4.985268
1.07E-03	-4.986682
1.07E-03	-4.987481
1.07E-03	-4.987788
1.07E-03	-4.987991
1.07E-03	-4.98809
1.07E-03	-4.988084
1.07E-03	-4.987974
1.07E-03	-4.98776
1.08E-03	-4.987442
1.08E-03	-4.984854
1.08E-03	-4.977012
1.08E-03	-4.959358
1.08E-03	-4.949643
1.08E-03	-4.912034
1.08E-03	-4.890074
1.08E-03	-4.811727
1.08E-03	-4.776762
1.08E-03	-4.670456
1.08E-03	-4.492516
1.08E-03	-4.282726
1.08E-03	-4.016568
1.08E-03	-3.82603
1.08E-03	-3.632087
1.08E-03	-3.465196
1.08E-03	-3.368896
1.08E-03	-3.304307
1.08E-03	-3.262609
1.08E-03	-3.242544
1.08E-03	-3.231945
1.08E-03	-3.226791
1.08E-03	-3.220492
1.08E-03	-3.208929
1.08E-03	-3.188983
1.08E-03	-3.147971
1.08E-03	-3.09327
1.08E-03	-3.0919
1.08E-03	-3.082711
1.08E-03	-3.069903
1.08E-03	-3.042823
1.08E-03	-2.99136
1.08E-03	-2.931711
1.08E-03	-2.84725
1.08E-03	-2.665818
1.08E-03	-2.471744
1.08E-03	-2.25474
1.08E-03	-2.014206
1.08E-03	-1.51662
1.08E-03	-1.224128
1.08E-03	-0.8582184
1.08E-03	-0.4371217
1.08E-03	0.26129
1.08E-03	1.132321
1.08E-03	2.014519
1.08E-03	2.716934
1.08E-03	2.914338
1.08E-03	3.113493
1.08E-03	3.3144
1.08E-03	3.517058
1.09E-03	3.721469
1.09E-03	3.927631
1.09E-03	4.135545
1.09E-03	4.382684
1.09E-03	4.599261
1.09E-03	4.731724
1.09E-03	4.829002
1.09E-03	4.87161
1.09E-03	4.900384
1.09E-03	4.919734
1.09E-03	4.931745
1.09E-03	4.94708
1.09E-03	4.96068
1.09E-03	4.971395
1.09E-03	4.976252
1.09E-03	4.976706
1.09E-03	4.977135
1.09E-03	4.977935
1.09E-03	4.979355
1.09E-03	4.981055
1.09E-03	4.982476
1.10E-03	4.983911
1.10E-03	4.985231
1.10E-03	4.986655
1.10E-03	4.987456
1.10E-03	4.988068
1.10E-03	4.988366
1.10E-03	4.98835
1.10E-03	4.988021
1.10E-03	4.987378
1.10E-03	4.98642
1.11E-03	4.985149
1.11E-03	4.978977
1.11E-03	4.965757
1.11E-03	4.945268
1.11E-03	4.939096
1.11E-03	4.907904
1.11E-03	4.795307
1.11E-03	4.763115
1.11E-03	4.660514
1.11E-03	4.493487
1.11E-03	4.3022
1.11E-03	4.002199
1.11E-03	3.811
1.11E-03	3.600147
1.11E-03	3.448964
1.11E-03	3.358111
1.11E-03	3.299927
1.11E-03	3.263215
1.11E-03	3.244327
1.11E-03	3.235801
1.11E-03	3.231132
1.11E-03	3.230067
1.11E-03	3.228623
1.11E-03	3.226801
1.11E-03	3.224602
1.11E-03	3.222024
1.11E-03	3.219069
1.11E-03	3.215736
1.11E-03	3.201533
1.11E-03	3.163277
1.11E-03	3.115231
1.11E-03	3.111211
1.11E-03	3.105518
1.11E-03	3.093655
1.11E-03	3.068174
1.11E-03	3.013498
1.11E-03	2.97472
1.11E-03	2.932184
1.11E-03	2.840168
1.11E-03	2.644192
1.11E-03	2.453131
1.11E-03	2.246525
1.11E-03	2.004551
1.11E-03	1.789307
1.11E-03	1.494523
1.11E-03	1.202262
1.11E-03	0.8269275
1.11E-03	0.4005957
1.11E-03	-0.3702331
1.11E-03	-1.155228
1.11E-03	-2.169076
1.11E-03	-3.727916
1.12E-03	-4.375412
1.12E-03	-4.476082
1.12E-03	-4.634515
1.12E-03	-4.754676
1.12E-03	-4.836259
1.12E-03	-4.87109
1.12E-03	-4.899774
1.12E-03	-4.91926
1.12E-03	-4.931079
1.12E-03	-4.94624
1.12E-03	-4.960083
1.12E-03	-4.97093
1.12E-03	-4.976135
1.12E-03	-4.976464
1.12E-03	-4.976687
1.12E-03	-4.977136
1.12E-03	-4.977965
1.12E-03	-4.979437
1.12E-03	-4.981101
1.12E-03	-4.982539
1.13E-03	-4.983951
1.13E-03	-4.985289
1.13E-03	-4.986696
1.13E-03	-4.987494
1.13E-03	-4.987814
1.13E-03	-4.98802
1.13E-03	-4.988112
1.13E-03	-4.988091
1.13E-03	-4.987956
1.13E-03	-4.987708
1.13E-03	-4.987346
1.13E-03	-4.984592
1.14E-03	-4.97608
1.14E-03	-4.957346
1.14E-03	-4.947049
1.14E-03	-4.906995
1.14E-03	-4.883637
1.14E-03	-4.800649
1.14E-03	-4.764519
1.14E-03	-4.658356
1.14E-03	-4.491077
1.14E-03	-4.296915
1.14E-03	-3.996417
1.14E-03	-3.80511
1.14E-03	-3.596065
1.14E-03	-3.444468
1.14E-03	-3.353441
1.14E-03	-3.294944
1.14E-03	-3.25809
1.14E-03	-3.239241
1.14E-03	-3.230751
1.14E-03	-3.226133
1.14E-03	-3.219793
1.14E-03	-3.208153
1.14E-03	-3.186601
1.14E-03	-3.146511
1.14E-03	-3.087343
1.14E-03	-3.086014
1.14E-03	-3.077101
1.14E-03	-3.064708
1.14E-03	-3.038651
1.14E-03	-2.992112
1.14E-03	-2.936973
1.14E-03	-2.853233
1.14E-03	-2.690415
1.14E-03	-2.492211
1.14E-03	-2.263274
1.14E-03	-2.025161
1.14E-03	-1.535735
1.14E-03	-1.238022
1.14E-03	-0.8747035
1.14E-03	-0.4552432
1.14E-03	0.2085163
1.14E-03	1.063756
1.14E-03	1.926463
1.14E-03	3.334418
1.14E-03	3.920943
1.14E-03	4.513105
1.14E-03	4.560432
1.14E-03	4.612612
1.14E-03	4.692026
1.15E-03	4.800995
1.15E-03	4.856278
1.15E-03	4.886258
1.15E-03	4.909122
1.15E-03	4.9253
1.15E-03	4.937461
1.15E-03	4.952789
1.15E-03	4.964836
1.15E-03	4.975169
1.15E-03	4.975877
1.15E-03	4.976425
1.15E-03	4.976946
1.15E-03	4.977579
1.15E-03	4.978733
1.15E-03	4.980294
1.15E-03	4.981828
1.15E-03	4.98326
1.16E-03	4.984628
1.16E-03	4.985992
1.16E-03	4.987357
1.16E-03	4.988066
1.16E-03	4.988362
1.16E-03	4.988481
1.16E-03	4.988422
1.16E-03	4.988186
1.16E-03	4.987771
1.16E-03	4.98718
1.16E-03	4.98641
1.16E-03	4.98461
1.16E-03	4.976853
1.17E-03	4.960714
1.17E-03	4.955666
1.17E-03	4.928474
1.17E-03	4.842513
1.17E-03	4.805417
1.17E-03	4.669289
1.17E-03	4.466552
1.17E-03	4.225582
1.17E-03	3.97679
1.17E-03	3.80425
1.17E-03	3.582559
1.17E-03	3.444813
