Time (s),Channel 1 (V)
-0.000278236,-4.875849972
-0.000278166,-4.879590806
-0.000278096,-4.890813308
-0.000278026,-4.887072474
-0.000277956,-4.88333164
-0.000277886,-4.88333164
-0.000277816,-4.88333164
-0.000277746,-4.887072474
-0.000277676,-4.890813308
-0.000277606,-4.898294976
-0.000277536,-4.890813308
-0.000277466,-4.894554142
-0.000277396,-4.894554142
-0.000277326,-4.894554142
-0.000277256,-4.887072474
-0.000277186,-4.894554142
-0.000277116,-4.894554142
-0.000277046,-4.898294976
-0.000276976,-4.894554142
-0.000276906,-4.894554142
-0.000276836,-4.887072474
-0.000276766,-4.887072474
-0.000276696,-4.890813308
-0.000276626,-4.898294976
-0.000276556,-4.894554142
-0.000276486,-4.90203581
