Time (s),Channel 1 (V)
-0.000155526,-4.924480815
-0.000155456,-4.920739981
-0.000155386,-4.913258313
-0.000155316,-4.916999147
-0.000155246,-4.916999147
-0.000155176,-4.920739981
-0.000155106,-4.928221649
-0.000155036,-4.935703317
-0.000154966,-4.943184985
-0.000154896,-4.943184985
-0.000154826,-4.950666653
-0.000154756,-4.950666653
-0.000154686,-4.958148321
-0.000154616,-4.954407487
-0.000154546,-4.950666653
-0.000154476,-4.939444151
-0.000154406,-4.935703317
-0.000154336,-4.943184985
-0.000154266,-4.946925819
-0.000154196,-4.931962483
-0.000154126,-4.920739981
-0.000154056,-4.928221649
-0.000153986,-4.928221649
-0.000153916,-4.939444151
-0.000153846,-4.939444151
-0.000153776,-4.946925819
-0.000153706,-4.950666653
-0.000153636,-4.958148321
-0.000153566,-4.954407487
-0.000153496,-4.946925819
-0.000153426,-4.946925819
-0.000153356,-4.950666653
-0.000153286,-4.958148321
-0.000153216,-4.954407487
-0.000153146,-4.950666653
-0.000153076,-4.954407487
-0.000153006,-4.958148321
-0.000152936,-4.961889156
-0.000152866,-4.954407487
-0.000152796,-4.950666653
-0.000152726,-4.943184985
-0.000152656,-4.928221649
-0.000152586,-4.924480815
-0.000152516,-4.916999147
-0.000152446,-4.916999147
-0.000152376,-4.909517478
-0.000152306,-4.909517478
-0.000152236,-4.913258313
-0.000152166,-4.909517478
-0.000152096,-4.90203581
-0.000152026,-4.890813308
-0.000151956,-4.887072474
-0.000151886,-4.875849972
-0.000151816,-4.887072474
-0.000151746,-4.875849972
-0.000151676,-4.879590806
-0.000151606,-4.879590806
-0.000151536,-4.875849972
-0.000151466,-4.860886635
-0.000151396,-4.842182465
-0.000151326,-4.834700797
-0.000151256,-4.81973746
-0.000151186,-4.812255792
-0.000151116,-4.815996626
-0.000151046,-4.793551622
-0.000150976,-4.78232912
-0.000150906,-4.763624949
-0.000150836,-4.726216608
-0.000150766,-4.651399927
-0.000150696,-4.501766564
-0.000150626,-4.277316519
-0.000150556,-4.04912564
-0.000150486,-3.820934761
-0.000150416,-3.592743882
-0.000150346,-3.390738841
-0.000150276,-3.184992967
-0.000150206,-2.982987926
-0.000150136,-2.799687056
-0.000150066,-2.62012702
-0.000149996,-2.466752823
-0.000149926,-2.320860294
-0.000149856,-2.189931101
-0.000149786,-2.066483576
-0.000149716,-1.946776886
-0.000149646,-1.834551863
-0.000149576,-1.726067675
-0.000149506,-1.617583487
-0.000149436,-1.5203218
-0.000149366,-1.404355944
-0.000149296,-1.295871756
