Time (s),Channel 1 (V)
-0.000268848,4.966284497
-0.000268778,4.962543663
-0.000268708,4.962543663
-0.000268638,4.970025331
-0.000268568,4.970025331
-0.000268498,4.970025331
-0.000268428,4.973766165
-0.000268358,4.981247833
-0.000268288,4.988729502
-0.000268218,4.988729502
-0.000268148,4.981247833
-0.000268078,4.992470336
-0.000268008,4.992470336
-0.000267938,4.984988667
-0.000267868,4.984988667
-0.000267798,4.992470336
-0.000267728,4.992470336
-0.000267658,4.988729502
-0.000267588,4.984988667
-0.000267518,4.984988667
-0.000267448,4.981247833
-0.000267378,4.977506999
-0.000267308,4.973766165
-0.000267238,4.973766165
-0.000267168,4.977506999
-0.000267098,4.988729502
-0.000267028,4.99621117
-0.000266958,4.99621117
-0.000266888,4.988729502
-0.000266818,4.999952004
-0.000266748,4.99621117
-0.000266678,4.984988667
-0.000266608,4.984988667
-0.000266538,4.977506999
-0.000266468,4.992470336
-0.000266398,4.988729502
-0.000266328,4.984988667
-0.000266258,4.988729502
-0.000266188,4.981247833
-0.000266118,4.981247833
-0.000266048,4.984988667
-0.000265978,4.981247833
-0.000265908,4.977506999
-0.000265838,4.981247833
-0.000265768,4.977506999
-0.000265698,4.981247833
-0.000265628,4.988729502
-0.000265558,4.99621117
-0.000265488,4.999952004
-0.000265418,4.99621117
-0.000265348,5.007433672
-0.000265278,5.011174506
-0.000265208,5.003692838
-0.000265138,5.011174506
-0.000265068,5.003692838
-0.000264998,4.999952004
-0.000264928,4.992470336
-0.000264858,4.981247833
-0.000264788,4.988729502
-0.000264718,4.984988667
-0.000264648,4.992470336
-0.000264578,4.99621117
-0.000264508,4.999952004
-0.000264438,5.003692838
-0.000264368,4.999952004
-0.000264298,5.003692838
-0.000264228,5.003692838
-0.000264158,5.011174506
-0.000264088,5.007433672
-0.000264018,5.007433672
-0.000263948,5.011174506
-0.000263878,5.011174506
-0.000263808,4.999952004
-0.000263738,4.999952004
-0.000263668,4.99621117
-0.000263598,4.999952004
-0.000263528,4.999952004
-0.000263458,4.99621117
-0.000263388,4.999952004
-0.000263318,5.003692838
-0.000263248,5.003692838
-0.000263178,4.999952004
-0.000263108,5.003692838
-0.000263038,4.999952004
-0.000262968,4.999952004
-0.000262898,4.999952004
-0.000262828,4.99621117
-0.000262758,4.99621117
-0.000262688,5.007433672
-0.000262618,4.999952004
-0.000262548,4.984988667
-0.000262478,4.970025331
-0.000262408,4.962543663
-0.000262338,4.958802829
-0.000262268,4.943839493
-0.000262198,4.936357824
-0.000262128,4.93261699
-0.000262058,4.928876156
-0.000261988,4.925135322
-0.000261918,4.936357824
-0.000261848,4.928876156
-0.000261778,4.93261699
-0.000261708,4.93261699
-0.000261638,4.917653654
-0.000261568,4.917653654
-0.000261498,4.906431152
-0.000261428,4.906431152
-0.000261358,4.89520865
-0.000261288,4.898949484
-0.000261218,4.891467815
-0.000261148,4.883986147
-0.000261078,4.872763645
-0.000261008,4.869022811
-0.000260938,4.857800309
-0.000260868,4.83161447
-0.000260798,4.805428632
-0.000260728,4.734352784
-0.000260658,4.622127762
-0.000260588,4.435086057
-0.000260518,4.244303519
-0.000260448,4.061002649
-0.000260378,3.89640595
-0.000260308,3.754254255
-0.000260238,3.645770066
-0.000260168,3.563471716
-0.000260098,3.511100039
-0.000260028,3.462469196
-0.000259958,3.436283358
-0.000259888,3.42880169
-0.000259818,3.417579187
-0.000259748,3.410097519
-0.000259678,3.395134183
-0.000259608,3.387652515
-0.000259538,3.380170846
-0.000259468,3.361466676
-0.000259398,3.331540003
-0.000259328,3.305354165
-0.000259258,3.260464156
-0.000259188,3.223055815
-0.000259118,3.174424972
-0.000259048,3.118312461
-0.000258978,3.073422452
-0.000258908,3.021050775
-0.000258838,2.972419932
-0.000258768,2.920048254
-0.000258698,2.856454075
-0.000258628,2.804082398
-0.000258558,2.751710721
-0.000258488,2.710561546
-0.000258418,2.654449035
-0.000258348,2.594595689
-0.000258278,2.545964846
-0.000258208,2.497334003
-0.000258138,2.44870316
-0.000258068,2.396331483
-0.000257998,2.336478138
-0.000257928,2.287847295
-0.000257858,2.242957286
-0.000257788,2.190585609
-0.000257718,2.138213931
-0.000257648,2.093323922
-0.000257578,2.040952245
-0.000257508,1.988580568
-0.000257438,1.928727223
-0.000257368,1.88009638
-0.000257298,1.823983869
-0.000257228,1.764130523
-0.000257158,1.71549968
-0.000257088,1.651905501
-0.000257018,1.599533824
-0.000256948,1.539680478
-0.000256878,1.483567967
-0.000256808,1.423714622
-0.000256738,1.367602111
-0.000256668,1.315230433
-0.000256598,1.255377088
-0.000256528,1.184301241
-0.000256458,1.128188729
-0.000256388,1.06459455
-0.000256318,1.015963707
-0.000256248,0.952369527
-0.000256178,0.89999785
-0.000256108,0.840144505
-0.000256038,0.78029116
-0.000255968,0.71669698
-0.000255898,0.649361967
-0.000255828,0.59699029
-0.000255758,0.53339611
-0.000255688,0.469801931
-0.000255618,0.406207752
-0.000255548,0.342613572
-0.000255478,0.275278559
-0.000255408,0.207943545
-0.000255338,0.144349366
-0.000255268,0.080755186
-0.000255198,0.028383509
-0.000255128,-0.027729002
-0.000255058,-0.095064015
-0.000254988,-0.143694858
-0.000254918,-0.207289038
-0.000254848,-0.274624051
-0.000254778,-0.345699899
-0.000254708,-0.40181241
-0.000254638,-0.465406589
-0.000254568,-0.525259935
-0.000254498,-0.600076616
-0.000254428,-0.671152464
-0.000254358,-0.727264975
-0.000254288,-0.790859155
-0.000254218,-0.861935002
-0.000254148,-0.925529181
-0.000254078,-0.996605029
-0.000254008,-1.056458374
-0.000253938,-1.127534222
-0.000253868,-1.194869235
-0.000253798,-1.265945083
-0.000253728,-1.333280096
-0.000253658,-1.40061511
-0.000253588,-1.471690957
-0.000253518,-1.527803469
-0.000253448,-1.595138482
-0.000253378,-1.658732661
-0.000253308,-1.729808509
-0.000253238,-1.797143523
-0.000253168,-1.871960204
-0.000253098,-1.943036052
-0.000253028,-2.006630231
-0.000252958,-2.07022441
-0.000252888,-2.13381859
-0.000252818,-2.197412769
-0.000252748,-2.272229451
-0.000252678,-2.332082796
-0.000252608,-2.403158644
-0.000252538,-2.477975325
-0.000252468,-2.534087837
-0.000252398,-2.608904518
-0.000252328,-2.679980366
-0.000252258,-2.739833711
-0.000252188,-2.799687056
-0.000252118,-2.870762904
-0.000252048,-2.941838751
-0.000251978,-3.009173765
-0.000251908,-3.080249613
-0.000251838,-3.143843792
-0.000251768,-3.211178805
-0.000251698,-3.274772985
-0.000251628,-3.349589666
-0.000251558,-3.413183846
-0.000251488,-3.484259693
-0.000251418,-3.551594707
-0.000251348,-3.630152223
-0.000251278,-3.693746402
-0.000251208,-3.757340581
-0.000251138,-3.824675595
-0.000251068,-3.88452894
-0.000250998,-3.948123119
-0.000250928,-4.007976465
-0.000250858,-4.08653398
-0.000250788,-4.146387326
-0.000250718,-4.213722339
-0.000250648,-4.281057353
-0.000250578,-4.337169864
-0.000250508,-4.400764043
-0.000250438,-4.460617389
-0.000250368,-4.520470734
-0.000250298,-4.565360743
-0.000250228,-4.61773242
-0.000250158,-4.655140761
-0.000250088,-4.688808268
-0.000250018,-4.722475774
-0.000249948,-4.748661613
-0.000249878,-4.778588286
-0.000249808,-4.793551622
-0.000249738,-4.81973746
-0.000249668,-4.838441631
-0.000249598,-4.842182465
-0.000249528,-4.857145801
-0.000249458,-4.868368304
-0.000249388,-4.879590806
-0.000249318,-4.887072474
-0.000249248,-4.894554142
-0.000249178,-4.90203581
-0.000249108,-4.894554142
-0.000249038,-4.90203581
-0.000248968,-4.894554142
-0.000248898,-4.898294976
-0.000248828,-4.894554142
-0.000248758,-4.894554142
-0.000248688,-4.894554142
-0.000248618,-4.90203581
-0.000248548,-4.905776644
-0.000248478,-4.913258313
-0.000248408,-4.909517478
-0.000248338,-4.916999147
-0.000248268,-4.909517478
-0.000248198,-4.920739981
-0.000248128,-4.916999147
-0.000248058,-4.916999147
-0.000247988,-4.920739981
-0.000247918,-4.924480815
-0.000247848,-4.924480815
-0.000247778,-4.913258313
-0.000247708,-4.913258313
-0.000247638,-4.916999147
-0.000247568,-4.916999147
-0.000247498,-4.920739981
-0.000247428,-4.913258313
-0.000247358,-4.928221649
-0.000247288,-4.928221649
-0.000247218,-4.931962483
-0.000247148,-4.928221649
-0.000247078,-4.928221649
-0.000247008,-4.928221649
-0.000246938,-4.924480815
-0.000246868,-4.924480815
-0.000246798,-4.916999147
-0.000246728,-4.916999147
-0.000246658,-4.916999147
-0.000246588,-4.928221649
-0.000246518,-4.924480815
-0.000246448,-4.931962483
-0.000246378,-4.939444151
-0.000246308,-4.943184985
-0.000246238,-4.946925819
-0.000246168,-4.943184985
-0.000246098,-4.943184985
-0.000246028,-4.939444151
-0.000245958,-4.943184985
-0.000245888,-4.946925819
-0.000245818,-4.939444151
-0.000245748,-4.943184985
-0.000245678,-4.943184985
-0.000245608,-4.946925819
-0.000245538,-4.950666653
-0.000245468,-4.954407487
-0.000245398,-4.954407487
-0.000245328,-4.950666653
-0.000245258,-4.943184985
-0.000245188,-4.954407487
-0.000245118,-4.950666653
-0.000245048,-4.958148321
-0.000244978,-4.961889156
-0.000244908,-4.96562999
-0.000244838,-4.958148321
-0.000244768,-4.958148321
-0.000244698,-4.969370824
-0.000244628,-4.961889156
-0.000244558,-4.96562999
-0.000244488,-4.961889156
-0.000244418,-4.958148321
-0.000244348,-4.950666653
-0.000244278,-4.954407487
-0.000244208,-4.954407487
-0.000244138,-4.958148321
-0.000244068,-4.950666653
-0.000243998,-4.958148321
-0.000243928,-4.958148321
-0.000243858,-4.958148321
-0.000243788,-4.954407487
-0.000243718,-4.958148321
-0.000243648,-4.958148321
-0.000243578,-4.96562999
-0.000243508,-4.96562999
-0.000243438,-4.976852492
-0.000243368,-4.973111658
-0.000243298,-4.973111658
-0.000243228,-4.961889156
-0.000243158,-4.96562999
-0.000243088,-4.961889156
-0.000243018,-4.958148321
-0.000242948,-4.969370824
-0.000242878,-4.976852492
-0.000242808,-4.973111658
-0.000242738,-4.973111658
-0.000242668,-4.969370824
-0.000242598,-4.973111658
-0.000242528,-4.969370824
-0.000242458,-4.969370824
-0.000242388,-4.973111658
-0.000242318,-4.969370824
-0.000242248,-4.969370824
-0.000242178,-4.976852492
-0.000242108,-4.973111658
-0.000242038,-4.969370824
-0.000241968,-4.969370824
-0.000241898,-4.976852492
-0.000241828,-4.980593326
-0.000241758,-4.980593326
-0.000241688,-4.976852492
-0.000241618,-4.980593326
-0.000241548,-4.980593326
-0.000241478,-4.976852492
-0.000241408,-4.98433416
-0.000241338,-4.980593326
-0.000241268,-4.973111658
-0.000241198,-4.973111658
-0.000241128,-4.96562999
-0.000241058,-4.969370824
-0.000240988,-4.973111658
-0.000240918,-4.969370824
-0.000240848,-4.973111658
-0.000240778,-4.973111658
-0.000240708,-4.973111658
-0.000240638,-4.98433416
-0.000240568,-4.988074994
-0.000240498,-4.991815828
-0.000240428,-4.995556662
-0.000240358,-4.999297496
-0.000240288,-4.995556662
-0.000240218,-4.98433416
-0.000240148,-4.976852492
-0.000240078,-4.980593326
-0.000240008,-4.991815828
-0.000239938,-4.988074994
-0.000239868,-4.991815828
-0.000239798,-4.98433416
-0.000239728,-4.980593326
-0.000239658,-4.980593326
-0.000239588,-4.980593326
-0.000239518,-4.991815828
-0.000239448,-4.988074994
-0.000239378,-4.991815828
-0.000239308,-5.00303833
-0.000239238,-5.00303833
-0.000239168,-4.991815828
-0.000239098,-4.991815828
-0.000239028,-4.991815828
-0.000238958,-4.98433416
-0.000238888,-4.98433416
-0.000238818,-4.995556662
-0.000238748,-4.991815828
-0.000238678,-4.995556662
-0.000238608,-4.995556662
-0.000238538,-4.999297496
-0.000238468,-4.999297496
-0.000238398,-4.995556662
-0.000238328,-4.98433416
-0.000238258,-4.995556662
-0.000238188,-4.988074994
-0.000238118,-4.988074994
-0.000238048,-4.988074994
-0.000237978,-4.995556662
-0.000237908,-5.00303833
-0.000237838,-5.00303833
-0.000237768,-5.00303833
-0.000237698,-4.999297496
-0.000237628,-4.999297496
-0.000237558,-5.00303833
-0.000237488,-4.995556662
-0.000237418,-4.988074994
-0.000237348,-4.980593326
-0.000237278,-4.980593326
-0.000237208,-4.98433416
-0.000237138,-4.991815828
-0.000237068,-4.991815828
-0.000236998,-4.995556662
-0.000236928,-4.991815828
-0.000236858,-4.991815828
-0.000236788,-4.976852492
-0.000236718,-4.980593326
-0.000236648,-4.988074994
-0.000236578,-4.976852492
-0.000236508,-4.988074994
-0.000236438,-4.991815828
-0.000236368,-4.995556662
-0.000236298,-4.999297496
-0.000236228,-5.006779165
-0.000236158,-5.00303833
-0.000236088,-5.006779165
-0.000236018,-4.999297496
-0.000235948,-5.00303833
-0.000235878,-5.006779165
-0.000235808,-4.999297496
-0.000235738,-4.991815828
-0.000235668,-4.98433416
-0.000235598,-4.980593326
-0.000235528,-4.988074994
-0.000235458,-4.98433416
-0.000235388,-4.991815828
-0.000235318,-5.00303833
-0.000235248,-5.006779165
-0.000235178,-4.995556662
-0.000235108,-4.995556662
-0.000235038,-4.988074994
-0.000234968,-4.988074994
-0.000234898,-4.988074994
-0.000234828,-4.98433416
-0.000234758,-4.976852492
-0.000234688,-4.973111658
-0.000234618,-4.976852492
-0.000234548,-4.976852492
-0.000234478,-4.973111658
-0.000234408,-4.96562999
-0.000234338,-4.969370824
-0.000234268,-4.961889156
-0.000234198,-4.961889156
-0.000234128,-4.958148321
-0.000234058,-4.961889156
-0.000233988,-4.950666653
-0.000233918,-4.946925819
-0.000233848,-4.954407487
-0.000233778,-4.958148321
-0.000233708,-4.954407487
-0.000233638,-4.954407487
-0.000233568,-4.950666653
-0.000233498,-4.950666653
-0.000233428,-4.939444151
-0.000233358,-4.935703317
-0.000233288,-4.935703317
-0.000233218,-4.935703317
-0.000233148,-4.935703317
-0.000233078,-4.924480815
-0.000233008,-4.913258313
-0.000232938,-4.894554142
-0.000232868,-4.88333164
-0.000232798,-4.864627469
-0.000232728,-4.842182465
-0.000232658,-4.808514958
-0.000232588,-4.741179945
-0.000232518,-4.621473254
-0.000232448,-4.430690716
-0.000232378,-4.239908178
-0.000232308,-4.06782981
-0.000232238,-3.906973945
-0.000232168,-3.78352642
-0.000232098,-3.6825239
-0.000232028,-3.622670554
-0.000231958,-3.570298877
-0.000231888,-3.53663137
-0.000231818,-3.514186366
-0.000231748,-3.506704698
-0.000231678,-3.502963864
-0.000231608,-3.495482196
-0.000231538,-3.484259693
-0.000231468,-3.476778025
-0.000231398,-3.469296357
-0.000231328,-3.443110518
-0.000231258,-3.413183846
-0.000231188,-3.379516339
-0.000231118,-3.345848832
-0.000231048,-3.308440491
-0.000230978,-3.267291317
-0.000230908,-3.218660474
-0.000230838,-3.166288796
-0.000230768,-3.110176285
-0.000230698,-3.057804608
-0.000230628,-3.001692097
-0.000230558,-2.956802088
-0.000230488,-2.900689577
-0.000230418,-2.840836231
-0.000230348,-2.795946222
-0.000230278,-2.751056213
-0.000230208,-2.698684536
-0.000230138,-2.653794527
-0.000230068,-2.605163684
-0.000229998,-2.552792007
-0.000229928,-2.50042033
-0.000229858,-2.448048653
-0.000229788,-2.39941781
-0.000229718,-2.350786967
-0.000229648,-2.294674455
-0.000229578,-2.242302778
-0.000229508,-2.189931101
-0.000229438,-2.13381859
-0.000229368,-2.077706079
-0.000229298,-2.03281607
-0.000229228,-1.984185227
-0.000229158,-1.931813549
-0.000229088,-1.86821937
-0.000229018,-1.812106859
-0.000228948,-1.763476016
-0.000228878,-1.714845173
-0.000228808,-1.662473496
-0.000228738,-1.606360984
-0.000228668,-1.557730141
-0.000228598,-1.497876796
-0.000228528,-1.449245953
-0.000228458,-1.389392608
-0.000228388,-1.333280096
-0.000228318,-1.273426751
-0.000228248,-1.213573406
-0.000228178,-1.15372006
-0.000228108,-1.093866715
-0.000228038,-1.030272536
-0.000227968,-0.981641693
-0.000227898,-0.929270016
-0.000227828,-0.865675836
-0.000227758,-0.813304159
-0.000227688,-0.745969146
-0.000227618,-0.6861158
-0.000227548,-0.618780787
-0.000227478,-0.558927441
-0.000227408,-0.499074096
-0.000227338,-0.439220751
-0.000227268,-0.379367406
-0.000227198,-0.308291558
-0.000227128,-0.248438213
-0.000227058,-0.188584867
-0.000226988,-0.128731522
-0.000226918,-0.072619011
-0.000226848,-0.0165065
-0.000226778,0.039606012
-0.000226708,0.106941025
-0.000226638,0.170535204
-0.000226568,0.234129384
-0.000226498,0.297723563
-0.000226428,0.353836074
-0.000226358,0.424911922
-0.000226288,0.488506101
-0.000226218,0.548359447
-0.000226148,0.61569446
-0.000226078,0.686770308
-0.000226008,0.746623653
-0.000225938,0.817699501
-0.000225868,0.877552846
-0.000225798,0.948628693
-0.000225728,1.008482039
-0.000225658,1.075817052
-0.000225588,1.143152066
-0.000225518,1.214227913
-0.000225448,1.281562927
-0.000225378,1.34889794
-0.000225308,1.41249212
-0.000225238,1.483567967
-0.000225168,1.550902981
-0.000225098,1.61449716
-0.000225028,1.678091339
-0.000224958,1.741685519
-0.000224888,1.805279698
-0.000224818,1.876355546
-0.000224748,1.954913061
-0.000224678,2.022248075
-0.000224608,2.093323922
-0.000224538,2.16439977
-0.000224468,2.220512281
-0.000224398,2.284106461
-0.000224328,2.355182308
-0.000224258,2.415035653
-0.000224188,2.478629833
-0.000224118,2.534742344
-0.000224048,2.598336523
-0.000223978,2.673153205
-0.000223908,2.73300655
-0.000223838,2.807823232
-0.000223768,2.867676577
-0.000223698,2.946234093
-0.000223628,3.006087438
-0.000223558,3.077163286
-0.000223488,3.144498299
-0.000223418,3.208092479
-0.000223348,3.28290916
-0.000223278,3.353985008
-0.000223208,3.421320021
-0.000223138,3.484914201
-0.000223068,3.54850838
-0.000222998,3.615843394
-0.000222928,3.686919241
-0.000222858,3.746772586
-0.000222788,3.802885098
-0.000222718,3.862738443
-0.000222648,3.930073456
-0.000222578,3.993667636
-0.000222508,4.068484317
-0.000222438,4.128337663
-0.000222368,4.195672676
-0.000222298,4.259266856
-0.000222228,4.319120201
-0.000222158,4.375232712
-0.000222088,4.427604389
-0.000222018,4.494939403
-0.000221948,4.554792748
-0.000221878,4.607164425
-0.000221808,4.652054434
-0.000221738,4.689462775
-0.000221668,4.726871116
-0.000221598,4.753056954
-0.000221528,4.768020291
-0.000221458,4.782983627
-0.000221388,4.801687797
-0.000221318,4.827873636
-0.000221248,4.842836972
-0.000221178,4.854059475
-0.000221108,4.857800309
-0.000221038,4.865281977
-0.000220968,4.876504479
-0.000220898,4.880245313
-0.000220828,4.876504479
-0.000220758,4.876504479
-0.000220688,4.880245313
-0.000220618,4.887726981
-0.000220548,4.89520865
-0.000220478,4.898949484
-0.000220408,4.891467815
-0.000220338,4.902690318
-0.000220268,4.902690318
-0.000220198,4.898949484
-0.000220128,4.902690318
-0.000220058,4.910171986
-0.000219988,4.910171986
-0.000219918,4.91391282
-0.000219848,4.902690318
-0.000219778,4.910171986
-0.000219708,4.910171986
-0.000219638,4.91391282
-0.000219568,4.910171986
-0.000219498,4.917653654
-0.000219428,4.921394488
-0.000219358,4.921394488
-0.000219288,4.925135322
-0.000219218,4.93261699
-0.000219148,4.940098659
-0.000219078,4.936357824
-0.000219008,4.936357824
-0.000218938,4.936357824
-0.000218868,4.93261699
-0.000218798,4.925135322
-0.000218728,4.921394488
-0.000218658,4.921394488
-0.000218588,4.906431152
-0.000218518,4.906431152
-0.000218448,4.910171986
-0.000218378,4.910171986
-0.000218308,4.917653654
-0.000218238,4.921394488
-0.000218168,4.93261699
-0.000218098,4.936357824
-0.000218028,4.936357824
-0.000217958,4.936357824
-0.000217888,4.940098659
-0.000217818,4.940098659
-0.000217748,4.947580327
-0.000217678,4.943839493
-0.000217608,4.940098659
-0.000217538,4.943839493
-0.000217468,4.940098659
-0.000217398,4.940098659
-0.000217328,4.940098659
-0.000217258,4.943839493
-0.000217188,4.936357824
-0.000217118,4.93261699
-0.000217048,4.928876156
-0.000216978,4.936357824
-0.000216908,4.93261699
-0.000216838,4.940098659
-0.000216768,4.936357824
-0.000216698,4.93261699
-0.000216628,4.940098659
-0.000216558,4.940098659
-0.000216488,4.947580327
-0.000216418,4.951321161
-0.000216348,4.955061995
-0.000216278,4.958802829
-0.000216208,4.955061995
-0.000216138,4.958802829
-0.000216068,4.958802829
-0.000215998,4.958802829
-0.000215928,4.955061995
-0.000215858,4.951321161
-0.000215788,4.951321161
-0.000215718,4.947580327
-0.000215648,4.958802829
-0.000215578,4.966284497
-0.000215508,4.966284497
-0.000215438,4.970025331
-0.000215368,4.981247833
-0.000215298,4.970025331
-0.000215228,4.970025331
-0.000215158,4.970025331
-0.000215088,4.962543663
-0.000215018,4.970025331
-0.000214948,4.966284497
-0.000214878,4.962543663
-0.000214808,4.962543663
-0.000214738,4.966284497
-0.000214668,4.962543663
-0.000214598,4.962543663
-0.000214528,4.958802829
-0.000214458,4.958802829
-0.000214388,4.958802829
-0.000214318,4.966284497
-0.000214248,4.973766165
-0.000214178,4.977506999
-0.000214108,4.981247833
-0.000214038,4.973766165
