Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (deg)
100.0000000000002,1.001268950797791,1.997471823632234,0.01224491407866424
105.441190308269,1.001264721063398,1.997500655093089,0.01265451124697847
111.1784461362455,1.001278740630433,1.997463269222873,0.01388723879563258
117.2278769722947,1.001282470098333,1.997462409742302,0.01436959920940239
123.6064688527002,1.001286823505576,1.997488507235861,0.01525550970369061
130.3321320563066,1.001267314303408,1.997455099628428,0.01533020593637957
137.4237513943144,1.001282928928472,1.997423479102723,0.01677371871254252
144.9012392364409,1.001292193340655,1.997408996892483,0.01693087227397427
152.7855914223355,1.001283124688417,1.997359848063953,0.01807568705356744
161.0989462152387,1.001277692395805,1.997346023594604,0.01895201592506623
169.8646464634251,1.001304857038811,1.997287141685817,0.02080853448507014
179.1073051439679,1.00127434863582,1.997473295524935,0.02157005872772899
188.8528744728625,1.001278899083428,1.997377193957832,0.02225833249796949
199.1287187755665,1.001309065441757,1.997384981480168,0.02506991158440997
209.9636913225628,1.00129279255393,1.997409198856247,0.02557785660376055
221.388215345689,1.001304888832135,1.997391156501611,0.02767862188509085
233.4343694627274,1.001316235163648,1.997355298391716,0.0272428112652392
246.1359777501016,1.001300450951949,1.997388043586362,0.02970955059379321
259.5287047166027,1.001310995101608,1.99735050963482,0.03098683453519868
273.6501554448174,1.00129072325468,1.997391194312682,0.03400719836490396
288.5399811814432,1.001287552670368,1.997443590928747,0.03450258658824623
304.2399906729679,1.001280742732084,1.997397289155876,0.03768165998501871
320.7942675593432,1.001277313400594,1.997337493894295,0.03745948646820807
338.249294155264,1.001276644613543,1.997369348320082,0.04064363105777247
356.654081966627,1.001257178104625,1.997426020418967,0.04167498164875383
376.0603093086401,1.001286267954286,1.997336312789939,0.04516663317319214
396.5224664119866,1.001285987355971,1.99737531064058,0.0469253082159593
418.0980084245039,1.001291825275159,1.997358447754247,0.04907011987666721
440.8475167379623,1.001287221548806,1.997366971735313,0.05296483008392272
464.8348690929518,1.001270253558911,1.997402976380114,0.05477306971299356
490.1274189394908,1.001274235352551,1.997460104603778,0.0601135137501565
516.7961845569938,1.001270337189935,1.997358844246437,0.062342668415722
544.9160484646112,1.001296900134689,1.997377049006339,0.06630241361504829
574.5659676818688,1.001281300186022,1.997378700951977,0.06803701975124099
605.8291954299847,1.001315266957478,1.997356625601524,0.07039200179502103
638.793514896383,1.001328178665296,1.997300972964086,0.07403636799423907
673.5514857187731,1.001314020806342,1.997366095206597,0.08041482670552114
710.200703880904,1.001304512511042,1.997365952623327,0.08396664701330536
748.8440757497268,1.001309183058193,1.997375265996611,0.08769220458735294
789.5901070234657,1.001304699399368,1.997378299958303,0.09428993110574879
832.5532074018738,1.001325424755507,1.997359461357269,0.09644782690214981
877.8540118342046,1.001334474619232,1.997311887103051,0.1036860050133157
925.619719246876,1.001368813198,1.997268930040881,0.1080701381828248
975.9844497019606,1.001334035678798,1.997346306486231,0.1144154017805761
1029.089620989353,1.001345333795172,1.997356535384212,0.1221672543352668
1085.084345710024,1.001346158136405,1.997309679157816,0.128521582259566
1144.12584996534,1.001372349341296,1.997301029521744,0.1335500506307881
1206.37991482805,1.001404527904632,1.997283700587966,0.1419521267159212
1272.021341834574,1.001424714258156,1.997266631926996,0.1504903348033579
1341.234443805586,1.001441300908547,1.997317995114307,0.1586515588590913
1414.213562373098,1.001513486383599,1.997199276051769,0.1666127232705605
1491.163613667164,1.001470309552801,1.997293324880855,0.1772961547859495
1572.30066369445,1.001533549960401,1.997235479082047,0.1856489767911569
1657.852535024237,1.001534727057851,1.997178471507709,0.196244957847906
1748.059446485362,1.001542440831845,1.997195572892722,0.2073103877187208
1843.1746876703,1.001609888683861,1.997126618085483,0.2191287913930084
1943.465330140278,1.001642083220247,1.997141510337675,0.2314306258985397
2049.21297732843,1.001687605740127,1.997133171886218,0.2440125459141953
2160.71455524661,1.001766301395918,1.997101425469895,0.2567453018432104
2278.283146216037,1.001744745146767,1.997120303143872,0.2724010049318508
2402.248867962867,1.001908766426643,1.996992173075621,0.2881611782448772
2532.959800546954,1.001992087915151,1.996992667109552,0.302498996009934
2670.782963726659,1.002075459679989,1.996878712107065,0.321119271791531
2816.105347503841,1.002132696202872,1.996897850170537,0.3395665306038325
2969.334998742862,1.002158830030251,1.996831804773384,0.3574213386316956
3130.902166914485,1.002269411320126,1.996834006214877,0.3780905728763884
3301.260512182013,1.002419859874376,1.996678862734519,0.40458113407486
3480.888379221557,1.002511032851175,1.996653569713233,0.4251679210049133
3670.290140353418,1.002641285397541,1.996600141811202,0.4474744561385364
3869.997611755665,1.002768210288421,1.996517436427135,0.476483773198586
4080.571546736743,1.002812726807904,1.996449580946918,0.5003962243149545
4302.603210259751,1.003013374127112,1.996343173753313,0.531403516739811
4536.716039139666,1.002866537192863,1.996320140224591,0.5604719244574312
4783.567392575003,1.003246855478714,1.996258039550378,0.5940328200386613
5043.850397929295,1.003478614481076,1.996074224294973,0.626876245158968
5318.295896944994,1.003617355857555,1.996020598575103,0.6647777974427811
5607.674497854615,1.003755287903437,1.995954796746894,0.7056616433236726
5912.79873915114,1.002599461194369,1.995997704156227,0.7468608579594616
6234.525371093263,1.003856076970856,1.995891712811788,0.7880008220882644
6573.757761351741,1.00432103427775,1.995778013271743,0.834165914024652
6931.44843155147,1.003186671936923,1.995693646664585,0.8844063987376671
7308.601731831697,1.004664616620674,1.995646792517835,0.9346377591408839
7706.276660934072,1.004076678034951,1.995681124394127,0.9900714993721031
8125.589839737195,1.004736496495854,1.995462917044221,1.047618270949471
8567.718646586629,1.005201980551618,1.99556042877389,1.10444944213981
9033.904523224446,1.005265948849982,1.995524317708889,1.175489816342164
9525.45646060037,1.005003728178022,1.995609782501839,1.237448784126343
10043.75467435292,1.004500225047007,1.995555451843099,1.311309287621015
10590.25448028008,1.004311434431157,1.995642569175517,1.383480516599576
11166.49038068209,1.004698424138045,1.995695646058956,1.464453439011834
11774.0803730495,1.00565389387541,1.995758456601826,1.542419286238044
12414.73049319565,1.006258236121182,1.995967989377661,1.633551046942543
13090.23960558907,1.006407357997459,1.995924741886113,1.724652334516534
13802.50445433754,1.006562424744428,1.996106982160548,1.818498728909248
14553.52498900531,1.006708197028024,1.995962933102341,1.931025105528803
15345.40998021852,1.006708099106764,1.99622159165079,2.035828717095413
16180.38294082627,1.007105137504016,1.996471729562089,2.149644083610184
17060.78836924326,1.007242767261177,1.996520452292046,2.265347299529139
17989.09833250477,1.007329417392544,1.997039202329804,2.395742228448938
18967.91940751794,1.007386640585947,1.997446175962986,2.524729553527965
20000.00000000002,1.007111233512691,1.997443542696324,2.669493787250641
21088.23806165375,1.007638164617991,1.998031987723542,2.811586797304827
22235.68922724908,1.007311480287573,1.998203396801405,2.972125982886837
23445.57539445892,1.007853623733161,1.998842830678148,3.13363343419752
24721.29377054004,1.008038306491003,1.999242130498489,3.30225565797177
26066.42641126129,1.008278157816916,1.999821945635606,3.486843465609525
27484.75027886283,1.008259793918737,2.000552154113013,3.683428735394277
28980.24784728818,1.007980984559952,2.001298750143786,3.868216109363459
30557.11828446707,1.00709952878956,2.002190757989739,4.081703659282795
32219.78924304768,1.007395687732415,2.002929116101271,4.310015505901077
33972.92929268498,1.008775875216721,2.003905629494702,4.547606184288398
35821.46102879356,1.00846187462333,2.00466148544223,4.782762559159153
37770.57489457251,1.008155634858236,2.006242480662932,5.049830915449968
39825.7437551133,1.009253603280033,2.007606655204718,5.323059152283861
41992.73826451245,1.00959430848163,2.009104207851411,5.609165909666579
44277.64306913774,1.009753274583579,2.010593107421451,5.908744619987289
46686.87389254546,1.009933435202013,2.012673303593966,6.233564441715178
