Freq.	V(v0)
2.12193791684897e+001	-4.51850518743787e-008,-3.89187607924510e-009
2.17086923195408e+001	-4.51850557693131e-008,-3.98162169016307e-009
2.22092888996636e+001	-4.51850598688791e-008,-4.07343681061967e-009
2.27214291016841e+001	-4.51850641661398e-008,-4.16736916294573e-009
2.32453791184046e+001	-4.51850686472220e-008,-4.26346756993590e-009
2.37814112809617e+001	-4.51850733468090e-008,-4.36178198022522e-009
2.43298042003743e+001	-4.51850782579642e-008,-4.46236349425070e-009
2.48908429123560e+001	-4.51850834014974e-008,-4.56526439081184e-009
2.54648190254673e+001	-4.51850887912820e-008,-4.67053815424290e-009
2.60520308726829e+001	-4.51850944169131e-008,-4.77823950221246e-009
2.66527836664557e+001	-4.51851003304156e-008,-4.88842441416368e-009
2.72673896573550e+001	-4.51851064971061e-008,-5.00115016041073e-009
2.78961682963640e+001	-4.51851129551364e-008,-5.11647533190554e-009
2.85394464009193e+001	-4.51851197114430e-008,-5.23445987069156e-009
2.91975583247793e+001	-4.51851268007093e-008,-5.35516510105948e-009
2.98708461318096e+001	-4.51851342021253e-008,-5.47865376142167e-009
3.05596597737762e+001	-4.51851419607793e-008,-5.60499003692125e-009
3.12643572722385e+001	-4.51851503125177e-008,-5.73423959279200e-009
3.19853049046360e+001	-4.51851588064576e-008,-5.86646960849413e-009
3.27228773946671e+001	-4.51851676853821e-008,-6.00174881262402e-009
3.34774581070577e+001	-4.51851770013162e-008,-6.14014751864233e-009
3.42494392468204e+001	-4.51851867369182e-008,-6.28173766141899e-009
3.50392220631094e+001	-4.51851969372764e-008,-6.42659283462264e-009
3.58472170577764e+001	-4.51852075989225e-008,-6.57478832897173e-009
3.66738441987345e+001	-4.51852187600081e-008,-6.72640117136091e-009
3.75195331382436e+001	-4.51852304517482e-008,-6.88151016492670e-009
3.83847234362285e+001	-4.51852426845477e-008,-7.04019592996195e-009
3.92698647887473e+001	-4.51852554896217e-008,-7.20254094584918e-009
4.01754172617277e+001	-4.51852688912484e-008,-7.36862959392322e-009
4.11018515300932e+001	-4.51852829206428e-008,-7.53854820132919e-009
4.20496491224040e+001	-4.51852975951466e-008,-7.71238508589317e-009
4.30193026711390e+001	-4.51853129667847e-008,-7.89023060202615e-009
4.40113161687485e+001	-4.51853290563671e-008,-8.07217718768737e-009
4.50262052296131e+001	-4.51853458847037e-008,-8.25831941243010e-009
4.60644973580413e+001	-4.51853634968829e-008,-8.44875402655618e-009
4.71267322224487e+001	-4.51853819345246e-008,-8.64358001140288e-009
4.82134619358586e+001	-4.51854012357805e-008,-8.84289863079008e-009
4.93252513428716e+001	-4.51854214388021e-008,-9.04681348365430e-009
5.04626783132520e+001	-4.51854425817411e-008,-9.25543055789482e-009
5.16263340422851e+001	-4.51854647131542e-008,-9.46885828545298e-009
5.28168233580593e+001	-4.51854878781295e-008,-9.68720759871235e-009
5.40347650358356e+001	-4.51855121113505e-008,-9.91059198809582e-009
5.52807921196654e+001	-4.51855374925887e-008,-1.01391275610951e-008
5.65555522514248e+001	-4.51855640495907e-008,-1.03729331026084e-008
5.78597080074365e+001	-4.51855918378498e-008,-1.06121301366824e-008
5.91939372428544e+001	-4.51856209371376e-008,-1.08568429896741e-008
6.05589334439890e+001	-4.51856513925424e-008,-1.11071988548730e-008
6.19554060887579e+001	-4.51856832595574e-008,-1.13633278586112e-008
6.33840810154476e+001	-4.51857166110177e-008,-1.16253631278851e-008
6.48457007999795e+001	-4.51857515266947e-008,-1.18934408596025e-008
6.63410251418751e+001	-4.51857880620818e-008,-1.21677003912958e-008
6.78708312591218e+001	-4.51858263142922e-008,-1.24482842735956e-008
6.94359142921437e+001	-4.51858665781339e-008,-1.27353383443086e-008
7.10370877170881e+001	-4.51859084790274e-008,-1.30290118042292e-008
7.26751837686427e+001	-4.51859523256539e-008,-1.33294572946738e-008
7.43510538726023e+001	-4.51859982359367e-008,-1.36368309768120e-008
7.60655690884103e+001	-4.51860462688374e-008,-1.39512926128942e-008
7.78196205619057e+001	-4.51860965596208e-008,-1.42730056491982e-008
7.96141199885098e+001	-4.51861491845903e-008,-1.46021373010427e-008
8.14500000870939e+001	-4.51862042616690e-008,-1.49388586396871e-008
8.33282150847746e+001	-4.51862621480949e-008,-1.52833446812257e-008
8.52497412128879e+001	-4.51863224866301e-008,-1.56357744776368e-008
8.72155772144009e+001	-4.51863856449174e-008,-1.59963312097270e-008
8.92267448630234e+001	-4.51864517443485e-008,-1.63652022824228e-008
9.12842894942912e+001	-4.51865209340616e-008,-1.67425794221371e-008
9.33892805488949e+001	-4.51865938244826e-008,-1.71286587764903e-008
9.55428121285387e+001	-4.51866696074908e-008,-1.75236410161782e-008
9.77460035646163e+001	-4.51867489281954e-008,-1.79277314392840e-008
1.00000000000001e+002	-4.51868319634814e-008,-1.83411400780752e-008
1.02305972984252e+002	-4.51869188659552e-008,-1.87640818080459e-008
1.04665121082544e+002	-4.51870098263750e-008,-1.91967764596569e-008
1.07078670498641e+002	-4.51871050216256e-008,-1.96394489326633e-008
1.09547875712235e+002	-4.51872046702117e-008,-2.00923293128584e-008
1.12074020130979e+002	-4.51873094172428e-008,-2.05556529918309e-008
1.14658416757564e+002	-4.51874185621163e-008,-2.10296607891921e-008
1.17302408872163e+002	-4.51875328158396e-008,-2.15145990777578e-008
1.20007370730630e+002	-4.51876526362324e-008,-2.20107199117087e-008
1.22774708278788e+002	-4.51877777805116e-008,-2.25182811574421e-008
1.25605859883190e+002	-4.51879087689267e-008,-2.30375466277652e-008
1.28502297078732e+002	-4.51880458858807e-008,-2.35687862188382e-008
1.31465525333510e+002	-4.51881893810934e-008,-2.41122760506287e-008
1.34497084831304e+002	-4.51883395701828e-008,-2.46682986103532e-008
1.37598551272119e+002	-4.51884970115499e-008,-2.52371428992159e-008
1.40771536691175e+002	-4.51886615352468e-008,-2.58191045828348e-008
1.44017690296788e+002	-4.51888339910140e-008,-2.64144861446561e-008
1.47338699327574e+002	-4.51890142366503e-008,-2.70235970434177e-008
1.50736289929414e+002	-4.51892031149596e-008,-2.76467538738361e-008
1.54212228052649e+002	-4.51894005739171e-008,-2.82842805312648e-008
1.57768320369954e+002	-4.51896074702002e-008,-2.89365083798743e-008
1.61406415215391e+002	-4.51898242442869e-008,-2.96037764251030e-008
1.65128403545106e+002	-4.51900506325840e-008,-3.02864314897437e-008
1.68936219920181e+002	-4.51902878351337e-008,-3.09848283941862e-008
1.72831843512155e+002	-4.51905358345944e-008,-3.16993301409053e-008
1.76817299131728e+002	-4.51907954286819e-008,-3.24303081030880e-008
1.80894658281188e+002	-4.51910673630872e-008,-3.31781422176796e-008
1.85066040231105e+002	-4.51913519464916e-008,-3.39432211828727e-008
1.89333613121857e+002	-4.51916498240045e-008,-3.47259426601171e-008
1.93699595090553e+002	-4.51919615748370e-008,-3.55267134807795e-008
1.98166255423944e+002	-4.51922880903498e-008,-3.63459498577492e-008
2.02735915737922e+002	-4.51926293532013e-008,-3.71840776015706e-008
2.07410951184212e+002	-4.51929865530287e-008,-3.80415323418110e-008
2.12193791684898e+002	-4.51933608517224e-008,-3.89187597536533e-008
2.17086923195409e+002	-4.51937523776108e-008,-3.98162157892791e-008
2.22092888996637e+002	-4.51941621573193e-008,-4.07343669150908e-008
2.27214291016841e+002	-4.51945910232473e-008,-4.16736903540728e-008
2.32453791184047e+002	-4.51950399014387e-008,-4.26346743336849e-008
2.37814112809618e+002	-4.51955101757573e-008,-4.36178183398840e-008
2.43298042003744e+002	-4.51960016589131e-008,-4.46236333766336e-008
2.48908429123561e+002	-4.51965160746663e-008,-4.56526422314175e-008
2.54648190254674e+002	-4.51970551745232e-008,-4.67053797470321e-008
2.60520308726830e+002	-4.51976189307374e-008,-4.77823930996026e-008
2.66527836664558e+002	-4.51982092092703e-008,-4.88842420830425e-008
2.72673896573551e+002	-4.51988267696861e-008,-5.00114993998257e-008
2.78961682963641e+002	-4.51994733634914e-008,-5.11647509587112e-008
2.85394464009194e+002	-4.52001503259933e-008,-5.23445961794614e-008
2.91975583247794e+002	-4.52008583855410e-008,-5.35516483042315e-008
2.98708461318097e+002	-4.52015996786258e-008,-5.47865347162782e-008
3.05596597737763e+002	-4.52023757868060e-008,-5.60498972661352e-008
3.12643572722386e+002	-4.52031878234156e-008,-5.73423926052184e-008
3.19853049046361e+002	-4.52040374844678e-008,-5.86646925270129e-008
3.27228773946673e+002	-4.51900777757337e-008,-6.00174851104586e-008
3.34774581070578e+002	-4.51910090049684e-008,-6.14014719192462e-008
3.42494392468205e+002	-4.51919834218470e-008,-6.28173730769748e-008
3.50392220631096e+002	-4.51930037212616e-008,-6.42659245189518e-008
3.58472170577765e+002	-4.51940711310013e-008,-6.57478791509795e-008
3.66738441987346e+002	-4.51951885436530e-008,-6.72640072404278e-008
3.75195331382437e+002	-4.51963582795294e-008,-6.88150968170133e-008
3.83847234362287e+002	-4.51975823155787e-008,-7.04019540818514e-008
3.92698647887475e+002	-4.51988634229964e-008,-7.20254038268590e-008
4.01754172617279e+002	-4.52002042723965e-008,-7.36862898635159e-008
4.11018515300934e+002	-4.52016078534793e-008,-7.53854754609351e-008
4.20496491224042e+002	-4.52030771039204e-008,-7.71238437951309e-008
4.30193026711391e+002	-4.52046146145621e-008,-7.89022984077592e-008
4.40113161687487e+002	-4.52062235901412e-008,-8.07217636757507e-008
4.50262052296133e+002	-4.52079082758936e-008,-8.25831852916310e-008
4.60644973580415e+002	-4.52096712453200e-008,-8.44875307555146e-008
4.71267322224489e+002	-4.52115161956601e-008,-8.64357898774093e-008
4.82134619358588e+002	-4.52134476218694e-008,-8.84289752920525e-008
4.93252513428718e+002	-4.52154691032644e-008,-9.04681229850875e-008
5.04626783132523e+002	-4.52175845763995e-008,-9.25542928315132e-008
5.16263340422853e+002	-4.52197989177466e-008,-9.46885691463998e-008
5.28168233580595e+002	-4.52221167367160e-008,-9.68720612486501e-008
5.40347650358358e+002	-4.52245423791251e-008,-9.91059040381288e-008
5.52807921196656e+002	-4.52270813353402e-008,-1.01391258583989e-007
5.65555522514250e+002	-4.52297386587179e-008,-1.03729312729907e-007
5.78597080074367e+002	-4.52325201205591e-008,-1.06121281709916e-007
5.91939372428546e+002	-4.52354312424450e-008,-1.08568408781467e-007
6.05589334439893e+002	-4.52384783124578e-008,-1.11071965870114e-007
6.19554060887581e+002	-4.52416674521997e-008,-1.13633254232120e-007
6.33840810154478e+002	-4.52450050329926e-008,-1.16253605129250e-007
6.48457007999797e+002	-4.52484986816941e-008,-1.18934380521969e-007
6.63410251418754e+002	-4.52521549915993e-008,-1.21676973776513e-007
6.78708312591221e+002	-4.52559822277383e-008,-1.24482810389461e-007
6.94359142921439e+002	-4.52599878990453e-008,-1.27353348728324e-007
7.10370877170884e+002	-4.52641807769266e-008,-1.30290080789703e-007
7.26751837686430e+002	-4.52685686547195e-008,-1.33294532974861e-007
7.43510538726026e+002	-4.52731613443292e-008,-1.36368266882687e-007
7.60655690884106e+002	-4.52779686160412e-008,-1.39512880121704e-007
7.78196205619060e+002	-4.52830000077625e-008,-1.42730007139971e-007
7.96141199885101e+002	-4.52882657441297e-008,-1.46021320074727e-007
8.14500000870942e+002	-4.52937776798943e-008,-1.49388529621818e-007
8.33282150847749e+002	-4.52995465807525e-008,-1.52833385924180e-007
8.52497412128883e+002	-4.53055846586936e-008,-1.56357679481561e-007
